# Melissa Graham, gal_sds.ipynb 
# UTC = Tue, 12 Apr 2022 18:50:30 +0000 
# 
# Columns 
#  0 candidate id 
#  1 object id 
#  2 object ra 
#  3 object dec 
#  4 object MJD 
#  5 object filter 
#  6 object magnitude 
#  7 object magnitude error 
#  8 object real/bogus score 
# 
DC22gfesi 16030370  116.97498169324  -26.63372444447 59534.30915020 r 20.419  0.026  0.267 
DC22gfesi 16031235  116.97498098802  -26.63374823197 59534.31145539 g 22.326  0.103  0.845 
DC22gfesi 16031680  116.97497680740  -26.63371705874 59534.31291285 r 20.442  0.028  0.166 
DC22gfesi 16031965  116.97496967317  -26.63372031891 59534.31518950 g 22.108  0.084  0.714 
DC22gfesi 16032572  116.97497772237  -26.63372869820 59534.31664277 r 20.427  0.028  0.510 
DC22gfesi 16034112  116.97499848196  -26.63372698720 59537.27668481 r 20.881  0.045  0.722 
DC22gfesi 16035305  116.97498064827  -26.63372997497 59537.27758161 i 20.015  0.033  0.002 
DC22gfesi 16035922  116.97498502825  -26.63372511010 59537.27825482 z 19.624  0.035  0.001 
DC22gfesi 16035614  116.97498418204  -26.63370631388 59537.28036232 r 20.890  0.045  0.188 
DC22gfesi 16038136  116.97498450984  -26.63372922741 59537.28193947 z 19.650  0.036  0.005 
DC22gfesi 16037369  116.97498728494  -26.63371297199 59537.28405655 r 20.796  0.042  0.879 
DC22gfesi 16037818  116.97497785808  -26.63372636919 59537.28496144 i 20.046  0.035  0.004 
DC22gfesi 16039680  116.97496226073  -26.63372384141 59537.28564196 z 19.672  0.036  0.002 
DC22gfesi 16041238  116.97495629316  -26.63374380492 59540.29386562 r 21.353  0.085  0.025 
DC22gfesi 16042064  116.97495882467  -26.63375027690 59540.29474811 i 20.706  0.074  0.002 
DC22gfesi 16042876  116.97501027213  -26.63375248939 59540.29539384 z 20.362  0.077  0.001 
DC22gfesi 16044430  116.97499094135  -26.63370690150 59540.29745803 r 21.539  0.101  0.034 
DC22gfesi 16044603  116.97496787121  -26.63374762162 59540.29832887 i 20.743  0.075  0.002 
DC22gfesi 16048456  116.97496350496  -26.63375246849 59540.30190627 i 20.659  0.068  0.004 
DC22gfesi 16049784  116.97505423385  -26.63374232196 59546.31531608 g 22.424  0.097  0.759 
DC22gfesi 16056435  116.97501625223  -26.63373542849 59546.32273891 g 22.501  0.093  0.105 
DC22gfesi 16064425  116.97499653278  -26.63371208030 59546.32647872 g 22.611  0.090  0.547 
DC22gfesi 16067115  116.97497821146  -26.63372144414 59546.33017158 g 22.388  0.079  0.194 
DC22gfesi 16068669  116.97496575288  -26.63372426844 59546.33323255 z 19.849  0.045  0.001 
DC22gfesi 16069447  116.97498369289  -26.63375508204 59546.33392157 g 22.526  0.083  0.171 
DC22gfesi 16071265  116.97496364506  -26.63372454585 59549.31071363 g 22.308  0.055  0.957 
DC22gfesi 16072687  116.97496650140  -26.63374032909 59549.31443865 g 22.340  0.061  0.934 
DC22gfesi 16074244  116.97496667432  -26.63373573580 59549.31814924 g 22.266  0.059  0.887 
DC22gfesi 16075564  116.97497188411  -26.63372234042 59549.32224138 g 22.324  0.065  0.878 
DC22gfesi 16076049  116.97498624738  -26.63371692616 59549.32527606 z 19.535  0.036  0.004 
DC22gfesi 16076290  116.97496419424  -26.63373161116 59549.32595503 g 22.457  0.070  0.939 
DC22gfesi 16077292  116.97497109274  -26.63371654064 59549.32897909 z 19.416  0.032  0.006 
DC22gfesi 16077197  116.97497249250  -26.63373452573 59549.32964417 g 22.368  0.064  0.870 
DC22gfesi 16078016  116.97495845573  -26.63375058407 59549.33264084 z 19.399  0.031  0.002 
DC22gfesi 16078403  116.97496283352  -26.63372795146 59552.31378093 g 21.368  0.036  0.998 
DC22gfesi 16079493  116.97496606227  -26.63371142565 59552.31748416 g 21.384  0.034  0.987 
DC22gfesi 16080243  116.97497085504  -26.63372619264 59552.32117739 g 21.347  0.031  0.923 
DC22gfesi 16081325  116.97497905052  -26.63371732176 59552.32488202 g 21.436  0.033  0.988 
DC22gfesi 16082067  116.97498036982  -26.63371878057 59552.32856820 g 21.352  0.032  0.957 
DC22gfesi 16083989  116.97497800334  -26.63372664984 59555.30390386 g 21.530  0.029  0.955 
DC22gfesi 16085546  116.97496426308  -26.63372190171 59555.30761382 g 21.501  0.029  0.988 
DC22gfesi 16086874  116.97496197487  -26.63371854546 59555.31133945 g 21.431  0.029  0.973 
DC22gfesi 16088100  116.97497267776  -26.63373025467 59555.31507108 g 21.422  0.028  0.974 
DC22gfesi 16089328  116.97496602242  -26.63373093252 59555.31880158 g 21.424  0.029  0.997 
DC22gfesi 16090487  116.97496538491  -26.63371628942 59555.32252695 g 21.497  0.031  0.984 
DC22gfesi 16091611  116.97498060990  -26.63371447184 59558.31211954 g 21.386  0.024  0.837 
DC22gfesi 16092814  116.97496735550  -26.63372831902 59558.31584853 g 21.394  0.023  0.053 
DC22gfesi 16092917  116.97496616456  -26.63372753949 59558.31953925 g 21.394  0.024  0.461 
DC22gfesi 16095284  116.97496439233  -26.63371974369 59558.32323737 g 21.359  0.024  0.991 
DC22gfesi 16096128  116.97496596207  -26.63372231442 59558.32691675 g 21.445  0.025  0.801 
DC22gfesi 16096796  116.97496548880  -26.63372697736 59558.33061068 g 21.365  0.024  0.672 
DC22gfesi 16099005  116.97498018355  -26.63372191137 59561.29940505 g 21.579  0.038  0.976 
DC22gfesi 16100195  116.97496484901  -26.63372076168 59561.30312778 g 21.581  0.035  0.967 
DC22gfesi 16101100  116.97496214337  -26.63372209346 59561.30684490 g 21.556  0.034  0.993 
DC22gfesi 16102316  116.97495530755  -26.63371793072 59561.31056225 g 21.622  0.038  0.993 
DC22gfesi 16102908  116.97496505258  -26.63371401579 59561.31430420 g 21.219  0.025  0.268 
DC22gfesi 16104332  116.97495976426  -26.63371540251 59561.31800656 g 21.624  0.037  0.894 
DC22gfesi 16104827  116.97497367118  -26.63372069964 59564.22088104 g 21.296  0.041  1.000 
DC22gfesi 16105791  116.97497129283  -26.63371950856 59564.22233431 r 19.734  0.015  0.145 
DC22gfesi 16106405  116.97496790171  -26.63372149343 59564.22461471 g 21.380  0.045  0.999 
DC22gfesi 16107215  116.97498848797  -26.63370955384 59564.22605563 r 19.702  0.015  0.216 
DC22gfesi 16108057  116.97496588839  -26.63371850499 59564.22833010 g 21.305  0.042  0.979 
DC22gfesi 16108576  116.97496616995  -26.63371957287 59564.22985003 r 19.732  0.015  0.101 
DC22gfesi 16109134  116.97497240322  -26.63372736617 59564.23211269 g 21.586  0.059  0.999 
DC22gfesi 16109930  116.97496895977  -26.63372180229 59564.23354996 r 19.769  0.017  0.841 
DC22gfesi 16110496  116.97497630124  -26.63373747977 59564.23581748 g 21.384  0.047  1.000 
DC22gfesi 16110913  116.97496749824  -26.63372659121 59564.23726032 r 19.735  0.016  0.676 
DC22gfesi 16111216  116.97497197903  -26.63370470774 59564.23952736 g 21.346  0.053  0.998 
DC22gfesi 16111727  116.97496835744  -26.63371878758 59564.24097078 r 19.753  0.017  0.892 
DC22gfesi 16112589  116.97500135461  -26.63372714322 59567.21344016 g 21.116  0.079  0.950 
DC22gfesi 16113272  116.97497039626  -26.63372469243 59567.21489750 r 19.569  0.024  0.996 
DC22gfesi 16113451  116.97494655836  -26.63371330635 59567.21580732 i 18.835  0.018  0.198 
DC22gfesi 16114234  116.97496928885  -26.63372901338 59567.21649075 z 18.370  0.018  0.011 
DC22gfesi 16113945  116.97496219512  -26.63371927472 59567.21716718 g 21.421  0.104  0.960 
DC22gfesi 16114660  116.97496291714  -26.63370991265 59567.21860217 r 19.573  0.022  0.841 
DC22gfesi 16114654  116.97496915283  -26.63372135065 59567.21952525 i 18.774  0.015  0.327 
DC22gfesi 16115546  116.97496429951  -26.63372437712 59567.22020147 z 18.368  0.015  0.046 
DC22gfesi 16116181  116.97495809762  -26.63371455198 59567.22233646 r 19.599  0.022  0.918 
DC22gfesi 16116791  116.97495553088  -26.63371604694 59567.22325695 i 18.788  0.017  0.323 
DC22gfesi 16116574  116.97496631839  -26.63371682821 59567.22394107 z 18.393  0.017  0.015 
DC22gfesi 16115820  116.97497145166  -26.63370609171 59570.22666444 g 21.257  0.065  0.989 
DC22gfesi 16116984  116.97496393201  -26.63373127514 59570.22811131 r 19.653  0.019  0.370 
DC22gfesi 16117426  116.97496724341  -26.63372226962 59570.23037957 g 21.361  0.065  0.397 
DC22gfesi 16117759  116.97497198834  -26.63372270645 59570.23182292 r 19.664  0.018  0.540 
DC22gfesi 16118944  116.97498870003  -26.63371662971 59570.23408531 g 21.253  0.079  0.749 
DC22gfesi 16120196  116.97497965758  -26.63373382056 59570.23552964 r 19.706  0.023  0.540 
DC22gfesi 16120981  116.97495557673  -26.63367623168 59570.23779800 g 21.385  0.093  0.942 
DC22gfesi 16122293  116.97496931199  -26.63373269568 59570.23924593 r 19.663  0.024  0.800 
DC22gfesi 16124504  116.97497646829  -26.63372802569 59570.24293724 r 19.699  0.021  0.282 
DC22gfesi 16125096  116.97497355145  -26.63373062510 59570.24520909 g 21.303  0.064  0.937 
DC22gfesi 16125626  116.97498591067  -26.63372631480 59570.24664491 r 19.701  0.019  0.135 
DC22gfesi 16126192  116.97498247241  -26.63371791441 59572.22383490 g 21.467  0.062  0.998 
DC22gfesi 16126684  116.97497073313  -26.63372268160 59572.22529649 r 19.729  0.019  0.969 
DC22gfesi 16127313  116.97496430119  -26.63373754839 59572.22757464 g 21.498  0.054  0.997 
DC22gfesi 16127723  116.97496783815  -26.63372852783 59572.22900709 r 19.743  0.017  0.612 
DC22gfesi 16128108  116.97497907763  -26.63372593567 59572.23130301 g 21.419  0.049  0.999 
DC22gfesi 16128789  116.97498012617  -26.63371407046 59572.23275106 r 19.735  0.017  0.691 
DC22gfesi 16129486  116.97498605162  -26.63372148488 59572.23504920 g 21.465  0.049  0.998 
DC22gfesi 16130000  116.97496898047  -26.63371686458 59572.23648811 r 19.768  0.017  0.204 
DC22gfesi 16130956  116.97498004082  -26.63374189083 59572.23884642 g 21.472  0.053  0.998 
DC22gfesi 16131273  116.97497111635  -26.63371387734 59572.24029181 r 19.720  0.017  0.668 
DC22gfesi 16132251  116.97497381185  -26.63372480889 59572.24120807 i 18.964  0.016  0.006 
DC22gfesi 16132098  116.97498841080  -26.63372166001 59572.24258081 g 21.526  0.053  0.999 
DC22gfesi 16132679  116.97498420515  -26.63371651143 59572.24403776 r 19.727  0.017  0.910 
DC22gfesi 16133217  116.97497617190  -26.63371817149 59572.24562342 z 18.444  0.017  0.003 
DC22gfesi 16133570  116.97497007563  -26.63374427032 59576.24952143 g 21.819  0.041  0.993 
DC22gfesi 16134966  116.97496505374  -26.63373577215 59576.25327598 g 21.879  0.043  0.982 
DC22gfesi 16136284  116.97495404629  -26.63373400621 59576.25697155 g 21.858  0.041  0.996 
DC22gfesi 16137833  116.97497907567  -26.63373309977 59576.26065789 g 21.890  0.043  0.999 
DC22gfesi 16139114  116.97495663004  -26.63373170475 59576.26435230 g 21.908  0.048  0.976 
DC22gfesi 16140500  116.97496195850  -26.63371552087 59576.26805076 g 21.947  0.047  0.993 
DC22gfesi 16142205  116.97497230451  -26.63372327622 59579.25026211 g 21.685  0.034  0.962 
DC22gfesi 16143218  116.97496201240  -26.63372015379 59579.25401219 g 21.673  0.036  0.996 
DC22gfesi 16144391  116.97496821023  -26.63372242828 59579.26146859 g 21.824  0.041  0.990 
DC22gfesi 16145576  116.97496524613  -26.63371809895 59582.22177988 g 22.667  0.082  0.876 
DC22gfesi 16146901  116.97495102985  -26.63373432679 59582.22548466 g 22.879  0.100  0.192 
DC22gfesi 16148531  116.97498106454  -26.63372468591 59582.22920164 g 22.623  0.073  0.873 
DC22gfesi 16149519  116.97494468481  -26.63372871583 59582.23290633 g 22.761  0.083  0.919 
DC22gfesi 16151143  116.97498260701  -26.63374001046 59582.23664062 g 22.802  0.088  0.727 
DC22gfesi 16152359  116.97498615804  -26.63371363116 59582.24035305 g 22.730  0.083  0.807 
DC22gfesi 16187776  116.97499907394  -26.63368339742 59597.24464378 z 20.395  0.089  0.007 
DC22gfesi 16189589  116.97497439712  -26.63374998974 59597.24838494 z 20.438  0.089  0.005 
DC22gfesi 16190416  116.97494287536  -26.63374936545 59597.25139630 i 21.098  0.118  0.001 
DC22gfesi 16191172  116.97497810475  -26.63373182026 59597.25206601 z 20.471  0.099  0.015 
DC22gfesi 16192026  116.97496995030  -26.63371471969 59600.17249529 r 20.310  0.029  0.924 
DC22gfesi 16192544  116.97497135803  -26.63371330761 59600.17340207 i 19.423  0.025  0.246 
DC22gfesi 16192827  116.97497747468  -26.63373123009 59600.17408061 z 18.805  0.021  0.003 
DC22gfesi 16193207  116.97492942083  -26.63372310922 59600.17475730 g 21.941  0.095  0.708 
DC22gfesi 16193653  116.97497550809  -26.63371244404 59600.17619366 r 20.282  0.030  0.550 
DC22gfesi 16193952  116.97497270206  -26.63371687268 59600.17709720 i 19.405  0.027  0.349 
DC22gfesi 16194918  116.97497499399  -26.63373472411 59600.17776367 z 18.832  0.022  0.030 
DC22gfesi 16194250  116.97495766657  -26.63370640598 59600.17844690 g 21.914  0.077  0.997 
DC22gfesi 16195287  116.97497539409  -26.63373311738 59600.17988491 r 20.316  0.028  0.857 
DC22gfesi 16195794  116.97498197495  -26.63372323460 59600.18080298 i 19.377  0.025  0.154 
DC22gfesi 16196181  116.97497541974  -26.63371973598 59600.18147802 z 18.803  0.021  0.012 
DC22gfesi 16196559  116.97494338416  -26.63373477625 59600.18250703 g 22.022  0.093  0.974 
DC22gfesi 16197002  116.97495603552  -26.63372399937 59600.18395256 r 20.273  0.026  0.706 
DC22gfesi 16197292  116.97496932347  -26.63373032668 59600.18486015 i 19.363  0.021  0.048 
DC22gfesi 16198272  116.97496128904  -26.63374488135 59600.18620410 g 21.855  0.077  0.993 
DC22gfesi 16198609  116.97498131582  -26.63372493793 59600.18764036 r 20.249  0.029  0.652 
DC22gfesi 16199142  116.97495493153  -26.63372749367 59600.18855235 i 19.398  0.022  0.034 
DC22gfesi 16198940  116.97497560136  -26.63372810833 59600.18989608 g 21.861  0.084  0.980 
DC22gfesi 16199928  116.97496885277  -26.63372126772 59600.19134595 r 20.298  0.027  0.853 
DC22gfesi 16200371  116.97495828147  -26.63372475862 59600.19226092 i 19.343  0.019  0.004 
DC22gfesi 16200601  116.97495997424  -26.63373269309 59601.24916450 g 21.417  0.063  0.988 
DC22gfesi 16201204  116.97496262538  -26.63372153655 59601.25060647 r 19.878  0.021  0.370 
DC22gfesi 16201844  116.97496393846  -26.63370626087 59601.25285388 g 21.403  0.062  0.888 
DC22gfesi 16202176  116.97497229937  -26.63371527069 59601.25428356 r 19.863  0.021  0.196 
DC22gfesi 16202516  116.97494240900  -26.63374362950 59601.25656535 g 21.478  0.065  0.980 
DC22gfesi 16203022  116.97496377108  -26.63373121398 59601.25801313 r 19.920  0.021  0.211 
DC22gfesi 16203735  116.97494640495  -26.63370430796 59601.26028269 g 21.494  0.059  0.989 
DC22gfesi 16204096  116.97496148744  -26.63371910491 59601.26172063 r 19.875  0.020  0.806 
DC22gfesi 16204396  116.97496039367  -26.63370461582 59601.26400323 g 21.516  0.063  0.981 
DC22gfesi 16205009  116.97495740742  -26.63373145486 59601.26545330 r 19.918  0.022  0.316 
DC22gfesi 16205430  116.97494898071  -26.63372104684 59601.26772614 g 21.525  0.059  0.997 
DC22gfesi 16205970  116.97495695371  -26.63371691700 59601.26916331 r 19.890  0.020  0.739 
DC22gfesi 16206668  116.97495204108  -26.63373827128 59602.23380749 g 22.012  0.070  0.988 
DC22gfesi 16207234  116.97496568250  -26.63372850842 59602.23525441 r 20.285  0.023  0.344 
DC22gfesi 16207829  116.97497379402  -26.63374854045 59602.23780349 g 22.074  0.077  0.909 
DC22gfesi 16208508  116.97496933099  -26.63372128212 59602.23924500 r 20.247  0.023  0.873 
DC22gfesi 16208654  116.97493841281  -26.63371942356 59602.24150791 g 21.755  0.059  0.902 
DC22gfesi 16209801  116.97496031358  -26.63371429323 59602.24294217 r 20.315  0.026  0.583 
DC22gfesi 16210187  116.97495282152  -26.63371647447 59602.24521785 g 22.080  0.086  0.776 
DC22gfesi 16210679  116.97496455983  -26.63372494268 59602.24665260 r 20.257  0.023  0.651 
DC22gfesi 16211091  116.97494751800  -26.63371258607 59602.24893469 g 21.878  0.068  0.982 
DC22gfesi 16211617  116.97496400651  -26.63372482768 59602.25038982 r 20.269  0.025  0.097 
DC22gfesi 16212215  116.97495556994  -26.63373651369 59602.25266607 g 22.049  0.078  0.985 
DC22gfesi 16212504  116.97496422797  -26.63371893104 59602.25412495 r 20.212  0.023  0.851 
DC22gfeti 15876998  117.18405247704  -25.76798676922 59474.36167184 g 21.129  0.049  0.432 
DC22gfeti 15877581  117.18409105632  -25.76807868794 59474.36538152 g 21.166  0.047  0.176 
DC22gfeti 15880383  117.18407204017  -25.76803837884 59474.37698016 g 21.266  0.049  0.040 
DC22gfeti 15884796  117.18404018624  -25.76796388674 59475.36736583 g 20.798  0.047  0.691 
DC22gfeti 15886079  117.18405226664  -25.76798371969 59475.37147347 g 20.825  0.047  0.689 
DC22gfeti 15887249  117.18401689594  -25.76797715586 59475.37519259 g 20.810  0.046  0.954 
DC22gfeti 15887857  117.18404732280  -25.76799211812 59475.37892136 g 21.071  0.056  0.892 
DC22gfeti 15890066  117.18415180692  -25.76801100279 59477.35839430 g 20.519  0.077  0.876 
DC22gfeti 15890945  117.18408154342  -25.76803994318 59477.35984723 r 19.407  0.031  0.595 
DC22gfeti 15893313  117.18403865803  -25.76804335663 59477.36212110 g 20.491  0.069  0.188 
DC22gfeti 15893611  117.18407289879  -25.76808951478 59477.36356597 r 19.377  0.028  0.677 
DC22gfeti 15895882  117.18407005929  -25.76802633650 59477.36585512 g 20.543  0.066  0.934 
DC22gfeti 15896268  117.18404032973  -25.76807554459 59477.36730578 r 19.500  0.028  0.674 
DC22gfeti 15897478  117.18411515439  -25.76799095829 59477.37000817 g 20.466  0.057  0.870 
DC22gfeti 15898177  117.18406493368  -25.76804132743 59477.37146311 r 19.469  0.025  0.620 
DC22gfeti 15899382  117.18410036711  -25.76805402069 59477.37376704 g 20.558  0.058  0.958 
DC22gfeti 15899730  117.18404504307  -25.76805548894 59477.37521385 r 19.450  0.023  0.853 
DC22gfeti 15900470  117.18406441404  -25.76804087200 59477.37747337 g 20.548  0.052  0.833 
DC22gfeti 15901149  117.18401946914  -25.76803596971 59477.37892452 r 19.432  0.022  0.761 
DC22gfeti 15919705  117.18402642034  -25.76797867956 59486.34927766 g 21.309  0.051  0.797 
DC22gfeti 15920888  117.18407932920  -25.76799414043 59486.35299399 g 21.468  0.062  0.096 
DC22gfeti 15922174  117.18397448655  -25.76800544443 59486.35669738 g 21.267  0.050  0.614 
DC22gfeti 15923606  117.18398292160  -25.76800824186 59486.36040844 g 21.255  0.048  0.216 
DC22gfeti 15928198  117.18403120640  -25.76799014955 59486.36785075 g 21.372  0.053  0.335 
DC22gfeti 15929279  117.18401454073  -25.76800324870 59486.37155148 g 21.323  0.051  0.648 
DC22gfeti 15942776  117.18405245149  -25.76799524105 59498.35493712 g 20.815  0.040  0.722 
DC22gfeti 15945218  117.18400493533  -25.76801001727 59498.36612690 g 20.780  0.036  0.993 
DC22gfeti 15947266  117.18401550351  -25.76801960170 59498.37353028 g 20.768  0.033  0.514 
DC22gfeti 16228518  117.18403569365  -25.76800896362 59504.34461657 g 20.849  0.036  0.713 
DC22gfeti 15950070  117.18398097556  -25.76802315699 59504.35206138 g 20.723  0.029  0.669 
DC22gfeti 15952159  117.18399753704  -25.76803801633 59504.35950379 g 20.778  0.029  0.328 
DC22gfeti 15953355  117.18401000084  -25.76802587696 59504.36319973 g 20.797  0.027  0.336 
DC22gfeti 15954330  117.18401447085  -25.76796659575 59505.35544311 g 21.051  0.056  0.957 
DC22gfeti 15954710  117.18406614573  -25.76805789983 59505.35691087 g 21.088  0.053  0.550 
DC22gfeti 15955470  117.18410485169  -25.76805216232 59505.36061907 g 21.072  0.051  0.808 
DC22gfeti 15956092  117.18401876039  -25.76801713174 59505.36434823 g 20.927  0.044  0.741 
DC22gfeti 15956552  117.18400420102  -25.76802274907 59505.36807524 g 21.007  0.045  0.913 
DC22gfeti 15957472  117.18412576431  -25.76799618566 59505.37178993 g 20.938  0.042  0.975 
DC22gfeti 15958111  117.18410608091  -25.76802673726 59505.37551592 g 21.157  0.056  0.814 
DC22gfeti 15958504  117.18403158366  -25.76799344695 59507.34426845 g 20.740  0.070  0.516 
DC22gfeti 15959074  117.18400430930  -25.76801099278 59507.34571082 r 19.615  0.030  0.102 
DC22gfeti 15959806  117.18404326903  -25.76801574970 59507.34798516 g 20.597  0.064  0.801 
DC22gfeti 15960564  117.18398340819  -25.76802322359 59507.34941750 r 19.611  0.028  0.536 
DC22gfeti 15961268  117.18404574037  -25.76799987358 59507.35171615 g 20.667  0.068  0.729 
DC22gfeti 15961785  117.18401621687  -25.76802622422 59507.35317390 r 19.608  0.029  0.213 
DC22gfeti 15962049  117.18405406848  -25.76802454177 59507.35543444 g 20.707  0.054  0.755 
DC22gfeti 15962666  117.18400633427  -25.76804321852 59507.35686599 r 19.620  0.026  0.617 
DC22gfeti 15963229  117.18403051528  -25.76802061806 59507.35912175 g 20.700  0.057  0.922 
DC22gfeti 15963982  117.18399324849  -25.76802781933 59507.36055378 r 19.636  0.027  0.273 
DC22gfeti 15964734  117.18404535776  -25.76801750700 59507.36281337 g 20.751  0.067  0.788 
DC22gfeti 15965003  117.18400536834  -25.76803846989 59507.36425091 r 19.594  0.028  0.556 
DC22gfeti 15966112  117.18410123015  -25.76795486524 59508.35811317 r 19.657  0.031  0.443 
DC22gfeti 15967420  117.18405955328  -25.76799391899 59508.36038657 g 21.012  0.075  0.345 
DC22gfeti 15967575  117.18397742305  -25.76806998241 59508.36182601 r 19.773  0.030  0.934 
DC22gfeti 15968251  117.18403643110  -25.76802626774 59508.36409657 g 20.989  0.065  0.859 
DC22gfeti 15968542  117.18398250520  -25.76809755100 59508.36553143 r 19.772  0.027  0.073 
DC22gfeti 15968947  117.18399368018  -25.76803016089 59510.32094495 g 20.928  0.068  0.902 
DC22gfeti 15969769  117.18403869298  -25.76802856705 59510.32464954 g 21.038  0.081  0.463 
DC22gfeti 15972609  117.18400333581  -25.76804821165 59510.32834009 g 21.029  0.078  0.626 
DC22gfeti 15981622  117.18407294554  -25.76803565720 59511.35716796 g 20.920  0.058  0.833 
DC22gfeti 15984098  117.18400275576  -25.76802225552 59511.36091907 g 20.730  0.046  0.982 
DC22gfeti 15988350  117.18401449129  -25.76809938906 59511.36838430 g 20.894  0.055  0.463 
DC22gfeti 15988464  117.18401516728  -25.76803127180 59512.34062766 g 21.103  0.047  0.768 
DC22gfeti 15990442  117.18400902044  -25.76803201552 59512.34435514 g 21.170  0.048  0.799 
DC22gfeti 15992348  117.18401259524  -25.76801792338 59512.34806340 g 21.074  0.043  0.907 
DC22gfeti 15993771  117.18401208216  -25.76803946838 59512.35178398 g 21.136  0.047  0.854 
DC22gfeti 15995090  117.18400915179  -25.76800835940 59512.35549119 g 21.122  0.048  0.990 
DC22gfeti 15996304  117.18403533260  -25.76801056505 59512.35922100 g 21.145  0.048  0.879 
DC22gfeti 16016763  117.18400551270  -25.76801495030 59525.32467622 g 21.364  0.063  0.816 
DC22gfeti 16030051  117.18403651312  -25.76799689823 59534.30768689 g 20.845  0.032  0.977 
DC22gfeti 16031442  117.18403210361  -25.76800322353 59534.31145539 g 20.915  0.036  0.908 
DC22gfeti 16031994  117.18400650546  -25.76802397398 59534.31518950 g 20.855  0.034  0.304 
DC22gfeti 16104861  117.18404232162  -25.76802206897 59564.22088104 g 21.090  0.043  0.914 
DC22gfeti 16109097  117.18401427269  -25.76800405882 59564.23211269 g 21.156  0.049  0.962 
DC22gfeti 16110641  117.18407604087  -25.76800544263 59564.23581748 g 21.140  0.046  0.971 
DC22gfeti 16111236  117.18399859947  -25.76801346132 59564.23952736 g 21.097  0.051  0.894 
DC22gfeti 16122522  117.18385010509  -25.76810981234 59570.23924593 r 21.838  0.206  0.731 
DC22gfeti 16126936  117.18394207803  -25.76797476298 59572.22757464 g 22.187  0.119  0.616 
DC22gfeti 16128096  117.18392302361  -25.76798579364 59572.23130301 g 22.360  0.136  0.829 
DC22gfeti 16129392  117.18392144021  -25.76796951503 59572.23504920 g 22.173  0.111  0.011 
DC22gfeti 16134961  117.18395914838  -25.76801718665 59576.25327598 g 21.549  0.043  0.546 
DC22gfeti 16136534  117.18395300931  -25.76799714208 59576.25697155 g 21.404  0.037  0.503 
DC22gfeti 16137772  117.18394684466  -25.76800752129 59576.26065789 g 21.461  0.040  0.163 
DC22gfeti 16139284  117.18399640413  -25.76795649070 59576.26435230 g 21.734  0.054  0.253 
DC22gfeti 16164642  117.18393985941  -25.76800102114 59588.23835325 g 22.246  0.095  0.142 
DC22gfeti 16166964  117.18395698944  -25.76798532985 59588.24577754 g 22.300  0.126  0.040 
DC22gfeti 16177089  117.18399094855  -25.76792238423 59595.24836100 r 20.450  0.039  0.877 
DC22gfeti 16178695  117.18398471255  -25.76792217818 59595.25206522 r 20.514  0.043  0.744 
DC22gfeti 16182717  117.18406534958  -25.76788317605 59595.26177561 g 21.641  0.081  0.259 
DC22gfeti 16190135  117.18394091829  -25.76801999336 59597.25048844 r 21.125  0.100  0.155 
DC22gfeti 16191647  117.18395969958  -25.76801909910 59600.17104967 g 22.056  0.118  0.846 
DC22gfeti 16192478  117.18398004284  -25.76796915084 59600.17340207 i 20.056  0.053  0.599 
DC22gfeti 16193243  117.18397530907  -25.76798133405 59600.17475730 g 21.880  0.106  0.325 
DC22gfeti 16193684  117.18392719038  -25.76805812116 59600.17619366 r 20.726  0.054  0.795 
DC22gfeti 16193905  117.18394228554  -25.76802581534 59600.17709720 i 20.085  0.059  0.545 
DC22gfeti 16194690  117.18395081762  -25.76803894126 59600.17776367 z 19.900  0.061  0.341 
DC22gfeti 16195231  117.18394347981  -25.76804586219 59600.17988491 r 20.712  0.051  0.814 
DC22gfeti 16195824  117.18395727195  -25.76800639740 59600.18080298 i 20.094  0.057  0.923 
DC22gfeti 16196608  117.18396038315  -25.76798636925 59600.18250703 g 21.987  0.108  0.443 
DC22gfeti 16198239  117.18394856742  -25.76801589237 59600.18620410 g 21.937  0.101  0.714 
DC22gfeti 16201808  117.18402183889  -25.76795959100 59601.25285388 g 21.111  0.056  0.588 
DC22gfeti 16202472  117.18406673821  -25.76795008613 59601.25656535 g 21.193  0.059  0.503 
DC22gfeti 16203695  117.18405735008  -25.76794480709 59601.26028269 g 21.155  0.051  0.109 
DC22gfeti 16204310  117.18405236913  -25.76794867848 59601.26400323 g 21.162  0.055  0.642 
DC22gfeti 16205542  117.18401372351  -25.76794621505 59601.26772614 g 21.096  0.048  0.755 
DC22gfeuu 15877038  116.34110355464  -26.79960090713 59474.36167184 g 22.326  0.116  0.116 
DC22gfeuu 15877208  116.34104244662  -26.79961473417 59474.36311203 r 21.395  0.076  0.218 
DC22gfeuu 15877406  116.34105087046  -26.79958291921 59474.36402923 i 20.869  0.073  0.750 
DC22gfeuu 15877925  116.34104365226  -26.79959085803 59474.36470534 z 20.399  0.070  0.159 
DC22gfeuu 15877632  116.34111451727  -26.79961636891 59474.36538152 g 22.385  0.115  0.607 
DC22gfeuu 15878036  116.34104410689  -26.79960195725 59474.36683476 r 21.177  0.059  0.419 
DC22gfeuu 15878314  116.34104042929  -26.79961128666 59474.36842620 z 20.450  0.073  0.670 
DC22gfeuu 15878366  116.34112316435  -26.79953350500 59474.36910150 g 21.595  0.051  0.831 
DC22gfeuu 15879103  116.34105463975  -26.79958165048 59474.37146058 i 20.673  0.063  0.492 
