# Name,    RA,              Dec,              z,                 z_err,                 Type
DC21bwekf, 151.078667708925, 0.886527120664457, 1.6624273790901614, 7.75174192445489e-05, QSO: 4
DC21bwhls, 149.940033151601, 1.50894621478153, 1.10468995292949, 0.000132582307067836, QSO: 1
DC21bwimv, 151.581056669748, 2.11492157406245, 0.22784663042840797, 8.44690320346679e-05, GALAXY: 1
DC21bwirx, 150.520977951563, 1.29937966745946, 0.733190532843925, 9.73835724605981e-05, QSO: 1
DC21bwjiw, 150.996676853834, 2.3697351032652, 3.0202013247034465, 0.00020308296492786604, QSO: 4
DC21bwlwb, 149.721321611184, 2.5400044456529, 1.7398467851049852, 0.00015197321090258385, QSO: 2
DC21bwrxc, 150.605468556559, 3.41457116033447, 1.9422190710307885, 0.00010993046539819104, QSO: 4
DC21bwytd, 150.48168807099, 2.27317205883219, 2.449445237101219, 0.00014747064020877388, QSO: 2
DC21bxioj, 151.194539515287, 1.37750498975812, 2.1014299507253984, 0.00013255488464383993, QSO: 4
DC21bxsyu, 151.383820015893, 1.72793685684346, 0.810767909116027, 1.43632242646723e-05, GALAXY: 1
DC21bxv, 148.874569135344, 2.52081226503263, 0.963542372516534, 5.080249423837331e-05, QSO: 1
DC21bxvcb, 149.750629630884, 1.78567934034406, 0.338720803245395, 2.59674266256737e-05, GALAXY: 1
DC21bxwai, 151.056002204128, 1.89460960396199, 1.16546312576123, 9.300150271256359e-05, QSO: 1
DC21bxxwh, 149.095500920014, 3.14950659334565, 1.4438165021127851, 0.0001379475500369305, QSO: 1
DC21byete, 150.036342993261, 3.36312848480732, 0.791503869684562, 2.8220262308989004e-05, GALAXY: 1
DC21byfsv, 148.91459927388, 1.22118324678001, 2.1469346685232438, 0.00012581392486631386, QSO: 2
DC21byhfk, 150.83073508355, 3.35782603154943, 0.226125890510365, 5.55886151427681e-05, GALAXY: 1
DC21byjji, 149.373391219778, 1.57040492880746, 2.674924965606684, 7.926931872096633e-05, QSO: 4
DC21bykxy, 150.203586927848, 3.51091970951222, 3.3652323930649155, 2.2625253979401418e-05, QSO: 3
DC21bzmqd, 148.537655103697, 1.72658431849577, 1.6607534151382675, 0.00012555729397587502, QSO: 2
DC21bznyq, 149.234152057353, 2.2208604231048, 1.1216373965329167, 2.3115819326440764e-05, QSO: 3
DC21bzqk, 149.152925302939, 3.13352232968832, 1.20201661650036, 0.00018019855380198903, QSO: 1
DC21caggg, 149.716043806932, 2.96119690506269, 2.1427769691851823, 9.308152537975115e-05, QSO: 3
DC21cagqk, 151.161759686386, 2.20931813344442, 5.027248005838266, 7.994720542753783e-05, QSO: 2
DC21caozn, 149.138182060819, 2.2081483031733, 1.43307032152145, 0.000304837637930592, QSO: 1
DC21cavws, 151.030078383504, 1.34415406254663, 1.8517092398165058, 6.612261273712731e-05, QSO: 3
DC21cbgoi, 148.868222635137, 2.41841223449937, 0.31256846221402906, 2.4454162707581905e-05, QSO: 1
DC21cch, 149.016184350311, 1.4291161767841, 1.47192246457046, 0.000214837943295052, QSO: 1
DC21cgk, 150.659390027985, 1.62960187756356, 2.498627162838746, 2.8104508992037107e-05, QSO: 4
DC21chy, 150.730455392802, 1.89798451007579, 1.2582440815968, 0.000141931980131557, QSO: 1
DC21clj, 149.6691944316, 2.9071052754599, -9.79558102417218e-07, 1.0615054861463434e-05, STAR: 4
DC21cpt, 150.63386491313, 2.59371208570653, 0.6566497074806015, 2.2665059791164208e-05, QSO: 2
DC21csoi, 150.007596347973, 3.90057835099594, 0.214994971434949, 3.3057595940978394e-05, QSO: 1
DC21ctfe, 150.170669099125, 1.36824052250839, 0.0003502281199435626, 1.0389183310478125e-05, STAR: 1
DC21cveh, 149.051484965851, 1.22571554901773, 2.127509129715193, 0.00018133511519070517, QSO: 2
DC21cwx, 149.825096792957, 3.29686217114004, 2.458968764397953, 8.289869800171286e-05, QSO: 2
DC21cxqp, 149.312931155559, 3.28956411296287, 2.746788154736028, 0.00019903383762659817, QSO: 2
DC21czz, 148.846763313222, 2.22096111236699, 1.54496993397064, 0.000204883881054326, QSO: 1
DC21daju, 151.263232407255, 2.29384130935936, 0.94501178105604, 0.000160702976009114, QSO: 1
DC21dfa, 149.93089059421, 2.11871105834924, 2.2230150192904716, 4.544800975307803e-05, QSO: 2
DC21dhmn, 150.550450573969, 1.70894577464929, 0.3693701447703258, 9.847288144107747e-06, QSO: 2
DC21dna, 149.910034006954, 2.01187707453293, 0.16520984916148726, 5.364254359411897e-06, GALAXY: 3
DC21doyv, 150.899132450277, 1.72468192762886, 2.0684045612600817, 0.00010759790884056602, QSO: 4
DC21dplwg, 149.553844609809, 1.13041890686731, 0.18382553165382998, 5.26845336545544e-06, GALAXY: 1
DC21dprk, 148.530160838279, 1.9651283973492, 3.1566411763460254, 0.0001368034280495936, QSO: 3
DC21dqik, 151.68947278473, 2.00512986790448, 0.179366203133818, 1.13064750825282e-05, GALAXY: 1
DC21dqqr, 151.446629673474, 1.54952318927956, 2.035070081906482, 0.00011907975039792014, QSO: 2
DC21dqxs, 149.058899, 2.020456, 1.3939549045921602, 0.00011695074875661, GALAXY: 1
DC21dryc, 149.085399174772, 2.27101402757114, 1.7233830559688763, 9.181829438284675e-05, QSO: 1
DC21dsij, 150.101630439578, 1.84832289503372, 1.665098960404001, 8.141383530121321e-05, QSO: 5
DC21dswo, 150.17655671954, 1.37901227643739, 1.6563327664467735, 0.0001298997842836889, QSO: 2
DC21dtwb, 149.302882, 1.779528, 0.3049265730713394, 2.8101231804199304e-05, GALAXY: 2
DC21duah, 148.785223062374, 1.20158124900234, 2.1699402381116606, 0.00011576686227708956, QSO: 2
DC21dudu, 151.425082618582, 1.10826663404839, 1.7414313541833644, 9.661518179142541e-05, QSO: 1
DC21dukb, 148.980202646093, 2.46477008313866, 0.7938914922520078, 0.000122794210924674, QSO: 1
DC21duts, 149.995263013194, 2.00664037646538, 1.03466906201677, 0.000256061686632024, QSO: 1
DC21duzd, 149.773501795352, 1.54070418432099, 0.265770470004134, 2.98057680395965e-05, GALAXY: 1
DC21dvyx, 150.194725888029, 2.06790637545615, 0.5531862971891482, 3.516174409973752e-05, QSO: 2
DC21dwcc, 150.580914952221, 2.84709391733976, 1.4574944699809949, 7.133895791501985e-05, QSO: 2
DC21dxm, 149.479539953278, 2.80180510710166, 1.11191497088894, 0.000131326777904802, QSO: 1
DC21dxrs, 150.028539253263, 2.20990609316619, 1.25727149439112, 0.000253475361485005, QSO: 1
DC21dzvl, 149.822702598831, 2.08963663241543, 2.0372355582575445, 0.00025092197984417333, QSO: 3
DC21eams, 149.377096139269, 3.11599069695047, 1.1291486924701197, 9.97501908082544e-05, QSO: 1
DC21ebdd, 151.360143019414, 2.56188299514506, 1.1918436626802642, 0.0001334655117058836, QSO: 2
DC21ebgr, 149.493370537, 3.55409488356055, 1.46812961740451, 0.000177233137780274, QSO: 1
DC21ebrc, 149.400667616729, 3.08722340868069, 0.3278032533790218, 8.663044521461428e-06, QSO: 2
DC21eclm, 149.362547349423, 2.33280888645795, 1.0039644092192128, 0.0001684204511210928, QSO: 1
DC21edaf, 150.401501692946, 2.79082136905782, 0.9170758685019909, 0.000174479602535707, QSO: 1
DC21edbu, 149.795641277259, 1.16309765928859, 2.695654227559739, 0.00019653381820237248, QSO: 2
DC21edlx, 149.582808742384, 2.48431928847728, 0.3453201996509605, 1.9771502594503543e-05, QSO: 3
DC21edp, 149.615342884255, 3.72028909000605, 2.7228428899478945, 8.284287601756897e-05, QSO: 4
DC21edww, 149.82793685694, 2.16430285670787, 1.1550300198368604, 2.0608097153784427e-05, QSO: 3
DC21eegz, 149.315371706388, 0.999244811759854, 2.185076920999828, 0.00013763619674156093, QSO: 2
DC21eere, 150.492471173748, 1.45989862184491, 0.538666399935664, 1.8478388622734394e-05, QSO: 3
DC21ehxz, 151.448205337057, 2.00875739027048, 1.18109730226709, 0.00014942092913021, QSO: 1
DC21eje, 149.197891166306, 3.45087090276214, 1.240515467831261, 0.00026563174882204263, QSO: 1
DC21ejlj, 149.888649026161, 3.19371149595278, 2.402021092996397, 0.0002456635686940914, QSO: 3
DC21ejsr, 150.366685357449, 2.30533883629731, 1.18971802864466, 0.000196791111770289, QSO: 1
DC21ektd, 150.056443304846, 1.62747887230404, 1.6193316655285612, 0.00010412714749338204, QSO: 4
DC21ekzo, 149.862024927357, 1.89482136753125, 0.44374629119440795, 1.4130720506084706e-05, QSO: 4
DC21emr, 150.871455690028, 2.90756628333195, 1.5166113411024102, 8.874170510440831e-05, QSO: 2
DC21eose, 150.484375020955, 2.16201787052535, 1.6387319007571812, 0.00011422788400506858, QSO: 2
DC21eov, 148.920644498909, 2.12768510088733, 2.2190639589527157, 2.3170042075604113e-05, QSO: 3
DC21epxq, 150.581120105321, 2.22103754149262, 2.02328126380682, 0.000415296258000994, QSO: 1
DC21eqra, 150.95862146393, 3.02751332992197, 0.970451482601727, 0.000129822597406384, QSO: 1
DC21eqsd, 150.244590476404, 2.43227362630386, 0.694001751951114, 4.03893910268605e-05, QSO: 1
DC21eqt, 149.340243385743, 2.22639662852266, 0.13022603424625057, 2.0558740022371332e-06, GALAXY: 3
DC21erhd, 148.47927422255, 2.35277745983763, 1.16302452742379, 0.000298609013967723, QSO: 1
DC21esh, 149.458239840625, 1.56503451562734, 2.005384485056403, 2.8810863104166127e-05, QSO: 3
DC21esmb, 150.545356230034, 1.15437765614203, 2.183988352491046, 0.0001558688747177328, QSO: 4
DC21esqe, 149.623261178914, 3.20032325060026, 0.935417285457731, 6.122441450278699e-05, QSO: 1
DC21ests, 149.57561659224, 2.57566408565351, 1.1668756604236827, 0.000175903623279742, QSO: 2
DC21etnw, 150.511555986263, 2.4096164703288, 0.987031607089933, 0.000130309943815269, QSO: 1
DC21eujl, 149.003292864289, 3.11760059236211, 4.015780725439841, 4.73155071067873e-05, QSO: 5
DC21evee, 149.446009127679, 3.70760604659358, 1.26617176860632, 0.000198437675469882, QSO: 1
DC21evix, 148.905107670115, 1.10793659422998, 3.360857829356515, 8.585886422365919e-05, QSO: 2
DC21evjc, 149.471069417965, 1.6873548026001, 2.143403503243006, 0.0001563254439689738, QSO: 3
DC21ewdn, 148.710954451664, 2.00129090284664, 0.297082395559888, 8.47652560809292e-05, GALAXY: 1
DC21ewlp, 148.952428649747, 2.35462172985382, 1.618871369216519, 7.875282595840103e-05, QSO: 2
DC21exu, 150.438149552581, 2.41581112493415, 2.024091001965307, 0.00014054888096575835, QSO: 2
DC21eyhw, 149.591984793511, 1.44809787451875, 1.56690585631483, 0.000277488403390297, QSO: 1
DC21ezt, 150.808548485518, 2.90293212824479, 0.36534160266759513, 1.3346394297254473e-05, QSO: 3
DC21fbxw, 149.367596751874, 2.83398357888487, 1.6965858704659542, 5.8578622265861276e-05, QSO: 3
DC21fco, 150.015937607193, 3.00145374626836, 2.740665262352291, 7.504842043937162e-05, QSO: 4
DC21fczc, 150.591095556738, 3.31348383593919, 0.673991424243944, 6.31238159154765e-05, QSO: 1
DC21fdxz, 150.785725669993, 2.72306512378933, 1.4399445001824798, 0.000177004266718846, QSO: 1
DC21fesl, 149.679163973886, 3.31381993503665, 0.25564727519961145, 1.3574252831727652e-05, QSO: 2
DC21fetk, 151.353690272879, 2.09664302650997, 1.0845592461894302, 0.00021658960839398482, QSO: 2
DC21ffj, 150.885808746792, 1.51174682589581, 1.1412134225029602, 0.00023842962739872902, QSO: 1
DC21ffop, 149.883328053381, 2.34674008526902, 1.0224852866809797, 0.000290726257827971, QSO: 1
DC21ffpq, 150.444544049698, 1.29432140293542, 3.0599272471135515, 0.00010242330805101611, QSO: 2
DC21fg, 149.176404269406, 2.09844911812003, 1.0332813601725608, 2.7802008888897084e-05, QSO: 2
DC21fhe, 150.705530173081, 2.62959653371567, 2.1267660769316308, 7.452766953964234e-05, QSO: 3
DC21fhu, 149.308415772005, 1.5293046109102, 2.1379236138716036, 8.433229416094706e-05, QSO: 4
DC21fitd, 149.969675586646, 2.98950118639537, 0.665333734587069, 5.806592137157549e-05, GALAXY: 1
DC21fjy, 150.682073070758, 2.7855229509226, 2.5398052492728076, 3.55169803424376e-05, QSO: 2
DC21fkio, 148.62795189869, 1.56475421963796, 1.5491025949177546, 0.00011673679439229775, QSO: 1
DC21fko, 151.337092949098, 2.18693145839188, 2.3884770148821732, 0.00010622420971031958, QSO: 3
DC21fll, 150.29274834248, 3.61887731988995, 1.675711753010633, 0.0001111096830140116, QSO: 4
DC21fme, 150.807504874695, 1.15070063644157, 1.0947871219208503, 0.00023806516191282102, QSO: 1
DC21fmlu, 150.048707559198, 1.4626490072448, 0.168237597736121, 1.28576853336524e-05, GALAXY: 1
DC21fnqg, 150.800211231625, 2.20593278887022, 0.47340674404408645, 1.977328539888907e-05, GALAXY: 2
DC21fob, 149.129782867132, 2.2573679809278, 1.54130613199722, 0.000172847898579961, QSO: 1
DC21fofy, 151.16909015167, 1.47793341586162, 0.3034380649408732, 1.3194931737181017e-05, QSO: 4
DC21fpe, 151.304934355396, 2.21866730176563, 1.9009632863956798, 0.00013877202002592992, QSO: 3
DC21frc, 150.193527822095, 3.61910947974546, 1.6964590769952947, 7.527165352817565e-05, QSO: 3
DC21frct, 150.455884602452, 3.33596824147625, 0.5324964475011713, 2.0915775539451857e-05, QSO: 3, GALAXY: 1
DC21frzh, 149.094121954119, 2.90499152113674, 1.8144710094532401, 0.00013780341857624792, QSO: 4
DC21fsbi, 150.891595128401, 2.69062885932466, 0.988794183344773, 6.7652229794166e-05, QSO: 1
DC21fsbv, 149.69632969765, 3.83448310744112, 1.8580993294645727, 7.63691151086519e-05, QSO: 2
DC21fsdd, 149.467579948361, 3.02851886136557, 0.3589006987895661, 6.7757439445462595e-06, GALAXY: 3
DC21ftm, 149.898672712911, 2.81088408418297, 1.983956982587368, 0.00011740356736155852, QSO: 4
DC21fusg, 150.684257882108, 1.00632806247894, 2.505201217158933, 0.0001674788199262724, QSO: 4
DC21fvf, 150.57257156779, 2.4999309854949, 1.1016895817858072, 7.152472766539668e-05, QSO: 2
DC21fviw, 149.919762555179, 2.32742709048181, 1.45584425304136, 0.000149744784383695, QSO: 1
DC21fvnl, 150.496051000824, 1.00147041692769, 2.249609626759303, 0.00012969117817116175, QSO: 2
DC21fwp, 150.353598758193, 2.34216255216606, 1.715013858971281, 5.714419348600152e-05, QSO: 3
DC21fwtv, 148.79204791211, 1.83946310027126, 0.42354579484098726, 7.419666717966589e-05, GALAXY: 1
DC21fyl, 151.194250227716, 1.99475527940781, 1.7169826969322024, 4.518334764447064e-05, QSO: 2
DC21fyx, 149.872747081624, 3.18377002116246, 0.12436114397073315, 8.875316075663137e-06, QSO: 2
DC21fza, 149.455933108379, 0.797724551732942, 0.23798143600215438, 2.126860892657383e-05, GALAXY: 1
DC21fzls, 150.37163341466, 1.28773626733645, 1.607036333787086, 3.053831365475465e-05, QSO: 3
DC21gayy, 149.716809029684, 2.4778123744984, 0.09251626213053157, 2.490170919964623e-05, GALAXY: 2
DC21gbv, 149.126120360125, 1.3772751861608, 1.4487510016625, 0.00013475419618178, QSO: 1
DC21gdn, 149.018360427077, 2.64894256076734, 1.4424998693575497, 0.00016135318790891397, QSO: 1
DC21gfhp, 150.879700082958, 3.57718786333969, 1.7981335835295598, 0.0001373246738204553, QSO: 2
DC21ggji, 149.64380483357, 3.72747570774887, 1.265014838363471, 9.213651380236238e-05, QSO: 2
DC21ghfy, 150.812185151786, 2.9005166763781, 0.0003487561181762607, 8.077670090140135e-06, STAR: 2
DC21ghpw, 150.204934257625, 1.14284997218297, 0.23239911390298124, 3.6548114154028064e-05, GALAXY: 2
DC21ghzk, 149.699001547835, 1.34537015677326, 1.8210945646684333, 0.00029051478241634137, QSO: 1
DC21gjb, 151.184766047512, 1.68416687923563, 1.52756198717085, 0.00018110952446827598, QSO: 1
DC21gjm, 149.088390412963, 2.12279609519428, 2.2437528599688163, 9.797868911401572e-05, QSO: 5
DC21gjxf, 148.842318586376, 1.47331552954547, 1.07620658026949, 0.00019051942710046965, QSO: 2
DC21gkjw, 150.299815829302, 3.24906004576815, 0.4209296024458669, 2.2483777940528092e-05, GALAXY: 2
DC21gkmn, 150.441884235035, 1.47768634635785, 1.8190765551029133, 0.0001345249499034677, QSO: 3
DC21gkn, 151.529569942079, 2.00002446135728, 0.7118209453695119, 6.31332477925172e-05, QSO: 1
DC21gkz, 150.235593297041, 1.22195959070849, 0.5201620935424234, 1.1610521060845727e-05, GALAXY: 2
DC21gnwt, 149.16183197322, 1.04395923988902, 0.756076636475841, 0.000140925029505655, GALAXY: 1
DC21grdb, 150.115011542658, 3.77155269005027, 1.964079060298096, 9.468542673218238e-05, QSO: 2
DC21gsa, 150.245173700606, 1.90006392372083, 1.562326224511591, 4.0988185015017854e-05, QSO: 2
DC21gto, 150.243076953907, 1.86907745600347, 2.026316341672868, 8.68277224997871e-05, QSO: 3
DC21gux, 150.050561785391, 1.22237937245626, 1.6281976865564354, 5.4433352986241404e-05, QSO: 4
DC21gwql, 150.733519304824, 2.15644492594348, 0.9771398750540892, 4.844252103322834e-05, GALAXY: 1
DC21gye, 149.786201743059, 2.90667713458298, 1.563251148218146, 0.00011568791686314367, QSO: 3
DC21hcv, 150.540056463918, 0.946839801374388, 0.356877087846229, 1.5338458496249923e-05, QSO: 5
DC21hdn, 150.714842966622, 1.30859382301164, 1.00505426976894, 0.000180195324429443, QSO: 1
DC21hep, 150.574890870932, 1.97675215572696, 1.5413249450107973, 0.00028091019922857574, QSO: 1
DC21hhx, 150.789087822195, 1.23820865883454, 1.740664410036135, 0.00010712530389337749, QSO: 2
DC21homb, 150.64855288636, 2.31573160714176, 0.342697545514478, 1.96424792905468e-05, GALAXY: 1
DC21htzq, 150.18514229448, 1.04717348535374, 0.5501845969033224, 7.739066101200405e-06, GALAXY: 2
DC21huv, 150.882001564985, 2.69251889943289, 1.967991006908661, 0.00010633260669125329, QSO: 3
DC21hyaw, 150.145595703017, 2.04305276968786, 1.17699372460339, 8.903641623390271e-05, QSO: 2
DC21hzli, 151.630026046868, 2.15116056221532, 0.7397770996966618, 3.378726727315934e-05, QSO: 2
DC21hzoq, 151.355882988811, 1.44857190620853, 0.41440648818349834, 6.562108746555211e-06, GALAXY: 2
DC21iao, 150.998340794395, 1.79371594717211, 1.8051400148940455, 9.536892133090446e-05, QSO: 2
DC21iaz, 149.653900991445, 3.08994726685678, 1.5563801214011272, 0.00014436117738384746, QSO: 2
DC21ibj, 150.419165446754, 3.36919753666587, 2.9182790869902275, 5.6867538606974026e-05, QSO: 5
DC21idu, 148.857667154938, 1.86505931441666, 1.1179267817142506, 4.8915452173319494e-05, GALAXY: 1, QSO: 1
DC21ieh, 150.594443282, 3.07949179521867, 1.5428026326683468, 6.212921234534385e-05, GALAXY: 1
DC21ieq, 149.441495382995, 3.62816633233866, 1.7861099737282233, 0.0002153517889612931, QSO: 2
DC21ifio, 151.013783917303, 1.79584394021939, 0.3709574424799656, 1.7826138056363635e-05, GALAXY: 2
DC21igk, 151.29753267841, 2.38776538546175, 0.371479306339838, 5.6119529378216904e-05, QSO: 1
DC21ii, 148.770294691982, 2.69855224918695, 1.3854542403539218, 6.153377958840064e-05, QSO: 1
DC21ijs, 150.297528557344, 3.68345541474378, 2.2676318387403365, 3.0265823437165932e-05, QSO: 2
DC21ijz, 151.199784184869, 2.50717135255625, 1.6597768839459, 0.000216765813367384, QSO: 1
DC21ikd, 150.720686954782, 2.69363002188945, 2.619305519166009, 0.00011679733655752022, QSO: 4
DC21iko, 149.621902042906, 2.73831352856473, 1.8941637878778732, 9.281170503894257e-05, QSO: 2
DC21ilzz, 148.875711463255, 2.60891952816812, 0.693543501841489, 2.6958650948675705e-05, QSO: 1
DC21imvl, 151.31322777642, 1.33610809719868, 0.9789948341268069, 8.592688146061949e-05, GALAXY: 1
DC21inm, 149.202688820685, 0.994112294506248, 0.763785157680893, 4.37335435603993e-05, QSO: 1
DC21ioi, 148.61855442534, 2.31095930970165, 1.2215591170812, 0.000145012863330199, QSO: 1
DC21iqvk, 148.781963093275, 2.67436199361008, 0.253685322923025, 2.47593533332439e-05, GALAXY: 1
DC21iuu, 149.489617, 1.793822, 0.6712357449572772, 5.874767377677197e-05, GALAXY: 2, QSO: 1
DC21ivn, 148.865346223894, 2.45308941762272, 1.50808346839147, 0.000125665389945271, QSO: 1
