# Accumulated photometry of sn2015V 
# Photometry is in the natural system NOT Landolt 
# MJD          Mag       Err       LimMag    Passband  Telescope Filename  
57226.28       16.35     0.03      nan       R         nickel2   unk       
57226.28       15.93     0.02      nan       I         nickel2   unk       
57234.39       19.57     0.37      nan       B         nickel2   unk       
57234.39       17.97     0.10      nan       V         nickel2   unk       
57234.39       17.27     0.05      nan       R         nickel2   unk       
57234.39       16.75     0.04      nan       I         nickel2   unk       
57238.27       19.65     0.09      nan       B         nickel2   unk       
57238.27       18.15     0.03      nan       V         nickel2   unk       
57238.27       17.35     0.02      nan       R         nickel2   unk       
57238.27       16.89     0.03      nan       I         nickel2   unk       
57252.28       19.85     0.07      nan       B         nickel2   unk       
57252.28       18.31     0.02      nan       V         nickel2   unk       
57252.28       17.46     0.01      nan       R         nickel2   unk       
57252.28       16.98     0.02      nan       I         nickel2   unk       
57260.21       19.64     0.08      nan       B         nickel2   unk       
57260.21       18.34     0.03      nan       V         nickel2   unk       
57260.21       17.06     0.02      nan       I         nickel2   unk       
57268.26       20.31     0.72      nan       B         nickel2   unk       
57268.26       17.76     0.04      nan       R         nickel2   unk       
57268.26       17.37     0.05      nan       I         nickel2   unk       
57272.20       20.02     0.06      nan       B         nickel2   unk       
57272.20       17.69     0.02      nan       R         nickel2   unk       
57272.20       17.24     0.02      nan       I         nickel2   unk       
57283.24       20.13     0.19      nan       B         nickel2   unk       
57283.24       18.75     0.03      nan       V         nickel2   unk       
57283.24       17.93     0.03      nan       R         nickel2   unk       
57283.24       17.41     0.03      nan       I         nickel2   unk       
57302.18       20.20     0.08      nan       B         nickel2   unk       
57302.18       18.81     0.03      nan       V         nickel2   unk       
57302.18       18.00     0.03      nan       R         nickel2   unk       
57302.18       17.52     0.04      nan       I         nickel2   unk       
57311.13       18.98     0.06      nan       V         nickel2   unk       
57311.13       18.09     0.02      nan       R         nickel2   unk       
57311.13       17.75     0.04      nan       I         nickel2   unk       
57317.12       20.45     0.09      nan       B         nickel2   unk       
57317.12       19.01     0.05      nan       V         nickel2   unk       
57317.12       18.05     0.04      nan       R         nickel2   unk       
57317.12       17.59     0.05      nan       I         nickel2   unk       
