2023-02-17 59992.36 −4.89 ZTF r 16.14 0.11
2023-03-13 60016.35 19.10 ZTF r 16.27 0.10
2023-03-28 60031.30 34.05 ZTF r 16.75 0.11
2023-04-24 60058.21 60.96 ZTF r 17.78 0.15
2023-05-26 60090.18 92.93 ZTF r 18.22 0.23
2023-06-04 60099.25 102.00 ZTF r 18.30 0.23
