# fnm 	 exptime
c4d_211002_070203_ori	15.0
c4d_211002_081521_ori	15.0
c4d_211005_043232_ori	15.0
c4d_211005_070910_ori	15.0
c4d_211005_083836_ori	15.0
c4d_211011_044914_ori	60.0
c4d_211011_051502_ori	86.0
c4d_211011_054224_ori	50.0
c4d_211011_063149_ori	150.0
c4d_211011_065038_ori	50.0
c4d_211011_080351_ori	50.0
c4d_211011_053558_ori	15.0
c4d_211011_070204_ori	15.0
c4d_210917_022819_ori	50.0
c4d_210322_031715_ori	130.0
c4d_210328_032812_ori	30.0
c4d_210917_044810_ori	50.0
c4d_210521_234834_ori	90.0
c4d_210604_234838_ori	90.0
c4d_210917_033413_ori	60.0
c4d_210918_080752_ori	50.0
c4d_210920_033450_ori	60.0
c4d_210920_040455_ori	50.0
c4d_210920_054624_ori	50.0
c4d_210920_073951_ori	50.0
c4d_210921_075947_ori	50.0
c4d_210923_022331_ori	86.0
c4d_210923_005909_ori	50.0
c4d_210923_041926_ori	50.0
c4d_210923_063451_ori	50.0
c4d_210926_045136_ori	130.0
c4d_210926_071321_ori	50.0
c4d_210917_074641_ori	15.0
c4d_210918_083602_ori	15.0
c4d_210920_083223_ori	15.0
c4d_210923_064927_ori	15.0
c4d_210925_042009_ori	25.0
c4d_210926_042715_ori	15.0
c4d_210929_042155_ori	15.0
c4d_210929_070417_ori	15.0
c4d_210929_045432_ori	60.0
c4d_210929_063007_ori	50.0
c4d_211002_050549_ori	130.0
c4d_211002_055445_ori	50.0
c4d_211002_065525_ori	50.0
c4d_211005_050842_ori	130.0
c4d_211005_055456_ori	50.0
c4d_211005_065632_ori	50.0
c4d_211002_042814_ori	15.0
c4d_211002_070245_ori	15.0
c4d_211002_081604_ori	15.0
c4d_211005_043315_ori	15.0
c4d_211005_070953_ori	15.0
c4d_211005_083918_ori	15.0
c4d_211011_045043_ori	86.0
c4d_211011_051655_ori	130.0
c4d_211011_054344_ori	50.0
c4d_211011_063451_ori	50.0
c4d_211011_065158_ori	50.0
c4d_211011_080511_ori	50.0
c4d_211011_053641_ori	15.0
c4d_211011_070248_ori	15.0
c4d_210917_022938_ori	50.0
c4d_210324_000418_ori	130.0
c4d_210328_032911_ori	30.0
c4d_210418_025650_ori	130.0
c4d_210521_235033_ori	90.0
c4d_210610_235059_ori	90.0
c4d_210917_044929_ori	50.0
c4d_210917_033542_ori	86.0
c4d_210918_080912_ori	50.0
c4d_210920_033620_ori	86.0
c4d_210920_040614_ori	50.0
c4d_210920_054750_ori	50.0
c4d_210920_074110_ori	50.0
c4d_210923_022527_ori	130.0
c4d_210923_010029_ori	50.0
c4d_210923_042044_ori	50.0
c4d_210923_063612_ori	50.0
c4d_210926_045415_ori	60.0
c4d_210926_071441_ori	50.0
c4d_210917_074722_ori	15.0
c4d_210920_001529_ori	25.0
c4d_210920_083307_ori	15.0
c4d_210923_065009_ori	15.0
c4d_210925_042102_ori	25.0
c4d_210926_042823_ori	15.0
c4d_210929_042432_ori	15.0
c4d_210929_072122_ori	15.0
c4d_210929_045600_ori	86.0
c4d_210929_063127_ori	50.0
c4d_211002_050829_ori	60.0
c4d_211002_055604_ori	50.0
c4d_211002_065645_ori	50.0
c4d_211005_051120_ori	60.0
c4d_211005_055616_ori	50.0
c4d_211005_065751_ori	50.0
c4d_211002_042857_ori	15.0
c4d_211002_070327_ori	15.0
c4d_211005_042032_ori	15.0
c4d_211005_043357_ori	15.0
c4d_211005_071036_ori	15.0
c4d_211005_084012_ori	15.0
c4d_211011_045238_ori	130.0
c4d_211011_051934_ori	60.0
c4d_211011_054510_ori	50.0
c4d_211011_063611_ori	50.0
c4d_211011_065327_ori	50.0
c4d_211011_041835_ori	15.0
c4d_211011_053724_ori	15.0
c4d_211011_070414_ori	15.0
c4d_210917_022540_ori	50.0
c4d_210324_001020_ori	130.0
c4d_210331_003734_ori	130.0
c4d_210418_030252_ori	130.0
c4d_210522_000007_ori	90.0
c4d_210610_235258_ori	90.0
c4d_210917_045048_ori	50.0
c4d_210917_033736_ori	130.0
c4d_210918_081031_ori	50.0
c4d_210920_033814_ori	130.0
c4d_210920_040735_ori	50.0
c4d_210920_054909_ori	50.0
c4d_210920_074230_ori	50.0
c4d_210923_022806_ori	60.0
c4d_210923_010148_ori	50.0
c4d_210923_042204_ori	50.0
c4d_210923_063730_ori	50.0
c4d_210926_045544_ori	86.0
c4d_210926_071600_ori	50.0
c4d_210917_074805_ori	15.0
c4d_210920_001623_ori	25.0
c4d_210920_083349_ori	15.0
c4d_210923_070733_ori	15.0
c4d_210925_042157_ori	15.0
c4d_210926_042906_ori	15.0
c4d_210929_042237_ori	15.0
c4d_210929_072205_ori	15.0
c4d_210929_045757_ori	130.0
c4d_210929_063246_ori	50.0
c4d_211002_050958_ori	86.0
c4d_211002_055724_ori	50.0
c4d_211002_065803_ori	50.0
c4d_211005_051250_ori	86.0
c4d_211005_055736_ori	50.0
c4d_211005_065909_ori	50.0
c4d_211002_042940_ori	15.0
c4d_211002_070409_ori	15.0
c4d_211005_042116_ori	15.0
c4d_211005_054213_ori	15.0
c4d_211005_071118_ori	15.0
c4d_211005_084055_ori	15.0
c4d_211011_045524_ori	60.0
c4d_211011_052102_ori	86.0
c4d_211011_054629_ori	50.0
c4d_211011_063810_ori	50.0
c4d_211011_065447_ori	50.0
c4d_211011_041917_ori	15.0
c4d_211011_065649_ori	15.0
c4d_211011_070457_ori	15.0
c4d_210917_023059_ori	50.0
c4d_210324_001623_ori	130.0
c4d_210331_004335_ori	130.0
c4d_210421_010512_ori	130.0
c4d_210522_000207_ori	90.0
c4d_210611_000231_ori	90.0
c4d_210917_045207_ori	50.0
c4d_210917_034016_ori	60.0
c4d_210918_081152_ori	50.0
c4d_210920_034053_ori	60.0
c4d_210920_040853_ori	50.0
c4d_210920_055032_ori	50.0
c4d_210920_074350_ori	50.0
c4d_210923_022935_ori	86.0
c4d_210923_010307_ori	50.0
c4d_210923_042323_ori	50.0
c4d_210923_063849_ori	50.0
c4d_210926_045739_ori	130.0
c4d_210926_071719_ori	50.0
c4d_210917_074849_ori	15.0
c4d_210920_001717_ori	25.0
c4d_210921_060413_ori	15.0
c4d_210923_070817_ori	15.0
c4d_210925_042341_ori	15.0
c4d_210926_042950_ori	15.0
c4d_210929_042515_ori	15.0
c4d_210929_072248_ori	15.0
c4d_210929_050040_ori	60.0
c4d_210929_063408_ori	50.0
c4d_211002_051153_ori	130.0
c4d_211002_055843_ori	50.0
c4d_211002_074359_ori	50.0
c4d_211005_051445_ori	130.0
c4d_211005_055854_ori	50.0
c4d_211005_070033_ori	50.0
c4d_211002_043047_ori	15.0
c4d_211002_070452_ori	15.0
c4d_211005_042158_ori	15.0
c4d_211005_054256_ori	15.0
c4d_211005_071204_ori	15.0
c4d_211011_043021_ori	60.0
c4d_211011_045654_ori	86.0
c4d_211011_052257_ori	130.0
c4d_211011_054750_ori	50.0
c4d_211011_063929_ori	50.0
c4d_211011_075529_ori	50.0
c4d_211011_042147_ori	15.0
c4d_211011_065732_ori	15.0
c4d_211011_070540_ori	15.0
c4d_210917_023218_ori	50.0
c4d_210324_002225_ori	130.0
c4d_210331_004944_ori	130.0
c4d_210421_012326_ori	130.0
c4d_210524_001156_ori	90.0
c4d_210611_000430_ori	90.0
c4d_210917_045326_ori	50.0
c4d_210917_034144_ori	86.0
c4d_210918_081310_ori	50.0
c4d_210920_034221_ori	86.0
c4d_210920_041015_ori	50.0
c4d_210920_055150_ori	50.0
c4d_210920_075101_ori	50.0
c4d_210923_023130_ori	130.0
c4d_210923_010427_ori	50.0
c4d_210923_042443_ori	50.0
c4d_210923_064008_ori	50.0
c4d_210926_050018_ori	60.0
c4d_210926_071838_ori	50.0
c4d_210917_074957_ori	15.0
c4d_210920_001811_ori	25.0
c4d_210921_060456_ori	25.0
c4d_210923_070901_ori	15.0
c4d_210925_042423_ori	25.0
c4d_210926_043033_ori	15.0
c4d_210929_042557_ori	15.0
c4d_210929_072330_ori	15.0
c4d_210929_050208_ori	86.0
c4d_210929_063526_ori	50.0
c4d_211002_051431_ori	60.0
c4d_211002_060005_ori	50.0
c4d_211002_074519_ori	50.0
c4d_211005_051722_ori	60.0
c4d_211005_060017_ori	50.0
c4d_211005_070150_ori	50.0
c4d_211002_043131_ori	15.0
c4d_211002_070534_ori	15.0
c4d_211005_042240_ori	15.0
c4d_211005_054339_ori	15.0
c4d_211005_071247_ori	15.0
c4d_211011_043150_ori	86.0
c4d_211011_045849_ori	130.0
c4d_211011_052538_ori	60.0
c4d_211011_054909_ori	50.0
c4d_211011_064049_ori	50.0
c4d_211011_075648_ori	50.0
c4d_211011_042229_ori	15.0
c4d_211011_065814_ori	15.0
c4d_211011_074139_ori	15.0
c4d_210917_023337_ori	50.0
c4d_210324_002829_ori	130.0
c4d_210331_005545_ori	130.0
c4d_210424_235023_ori	130.0
c4d_210524_001356_ori	90.0
c4d_210917_045543_ori	50.0
c4d_210917_034339_ori	130.0
c4d_210918_081431_ori	50.0
c4d_210920_034416_ori	130.0
c4d_210920_041134_ori	50.0
c4d_210920_055316_ori	50.0
c4d_210920_075219_ori	50.0
c4d_210923_023409_ori	60.0
c4d_210923_010547_ori	50.0
c4d_210923_042602_ori	50.0
c4d_210923_064132_ori	50.0
c4d_210926_050148_ori	86.0
c4d_210926_071958_ori	50.0
c4d_210917_075040_ori	15.0
c4d_210920_015019_ori	15.0
c4d_210921_060550_ori	25.0
c4d_210923_070942_ori	15.0
c4d_210925_042517_ori	25.0
c4d_210926_043134_ori	15.0
c4d_210929_042640_ori	15.0
c4d_210929_072438_ori	15.0
c4d_210929_050403_ori	130.0
c4d_210929_063652_ori	50.0
c4d_211002_051600_ori	86.0
c4d_211002_060124_ori	50.0
c4d_211002_074640_ori	50.0
c4d_211005_051851_ori	86.0
c4d_211005_060135_ori	50.0
c4d_211005_070311_ori	50.0
c4d_211002_043225_ori	15.0
c4d_211002_070616_ori	15.0
c4d_211005_042434_ori	15.0
c4d_211005_054420_ori	15.0
c4d_211005_071330_ori	15.0
c4d_211011_043345_ori	130.0
c4d_211011_050129_ori	60.0
c4d_211011_052708_ori	86.0
c4d_211011_055027_ori	50.0
c4d_211011_064242_ori	50.0
c4d_211011_075810_ori	50.0
c4d_211011_042312_ori	15.0
c4d_211011_065857_ori	15.0
c4d_211011_074222_ori	15.0
c4d_211011_074419_ori	15.0
c4d_210917_023456_ori	50.0
c4d_210324_012741_ori	130.0
c4d_210331_010146_ori	130.0
c4d_210424_235625_ori	130.0
c4d_210917_045701_ori	50.0
c4d_210917_034618_ori	60.0
c4d_210918_081549_ori	50.0
c4d_210920_034656_ori	60.0
c4d_210920_041254_ori	50.0
c4d_210920_055434_ori	50.0
c4d_210920_075341_ori	50.0
c4d_210923_023538_ori	86.0
c4d_210923_010706_ori	50.0
c4d_210923_042820_ori	50.0
c4d_210923_064252_ori	50.0
c4d_210926_050343_ori	130.0
c4d_210926_072117_ori	50.0
c4d_210917_075122_ori	15.0
c4d_210920_020856_ori	15.0
c4d_210921_060645_ori	25.0
c4d_210923_071118_ori	15.0
c4d_210925_042609_ori	15.0
c4d_210926_043217_ori	15.0
c4d_210929_042733_ori	15.0
c4d_210929_072520_ori	15.0
c4d_210929_050640_ori	60.0
c4d_210929_063810_ori	50.0
c4d_211002_051753_ori	130.0
c4d_211002_060837_ori	50.0
c4d_211002_074758_ori	50.0
c4d_211005_052045_ori	130.0
c4d_211005_063602_ori	50.0
c4d_211005_070429_ori	50.0
c4d_211002_043308_ori	15.0
c4d_211002_070658_ori	15.0
c4d_211005_042517_ori	15.0
c4d_211005_054507_ori	15.0
c4d_211005_071412_ori	15.0
c4d_211011_043623_ori	60.0
c4d_211011_050258_ori	86.0
c4d_211011_052902_ori	130.0
c4d_211011_055147_ori	50.0
c4d_211011_064402_ori	50.0
c4d_211011_075929_ori	50.0
c4d_211011_053335_ori	15.0
c4d_211011_065941_ori	15.0
c4d_211011_074305_ori	15.0
c4d_211011_074502_ori	15.0
c4d_211011_074545_ori	15.0
c4d_210324_013343_ori	130.0
c4d_210331_020954_ori	130.0
c4d_210425_000231_ori	130.0
c4d_210524_002530_ori	90.0
c4d_210917_045821_ori	50.0
c4d_210917_034748_ori	86.0
c4d_210918_081713_ori	50.0
c4d_210920_034826_ori	86.0
c4d_210920_041415_ori	50.0
c4d_210920_055605_ori	50.0
c4d_210920_075459_ori	50.0
c4d_210923_023732_ori	130.0
c4d_210923_010851_ori	50.0
c4d_210923_042939_ori	50.0
c4d_210923_064413_ori	50.0
c4d_210926_050622_ori	60.0
c4d_210926_072240_ori	50.0
c4d_210917_075204_ori	15.0
c4d_210920_020939_ori	15.0
c4d_210923_004826_ori	20.0
c4d_210923_071202_ori	15.0
c4d_210925_042714_ori	25.0
c4d_210926_043300_ori	15.0
c4d_210929_042816_ori	15.0
c4d_210929_072602_ori	15.0
c4d_210929_050808_ori	86.0
c4d_210929_063944_ori	50.0
c4d_211002_052032_ori	60.0
c4d_211002_060957_ori	50.0
c4d_211002_074944_ori	50.0
c4d_211005_052323_ori	60.0
c4d_211005_063721_ori	50.0
c4d_211005_080714_ori	50.0
c4d_211002_043351_ori	15.0
c4d_211002_073458_ori	15.0
c4d_210319_002223_ori	10.0
c4d_210319_002356_ori	60.0
c4d_210319_002525_ori	86.0
c4d_211005_042600_ori	15.0
c4d_210319_003000_ori	60.0
c4d_210319_003128_ori	86.0
c4d_211005_054549_ori	15.0
c4d_210319_003604_ori	60.0
c4d_210319_003732_ori	86.0
c4d_210319_004207_ori	60.0
c4d_210319_004336_ori	86.0
c4d_210319_004810_ori	60.0
c4d_210319_004940_ori	86.0
c4d_210319_022002_ori	10.0
c4d_210319_022133_ori	60.0
c4d_210319_022302_ori	86.0
c4d_210917_024434_ori	50.0
c4d_210319_022735_ori	60.0
c4d_210319_022904_ori	86.0
c4d_210324_013946_ori	130.0
c4d_210319_023337_ori	60.0
c4d_210319_023510_ori	86.0
c4d_210331_021601_ori	130.0
c4d_210319_023945_ori	60.0
c4d_210319_024114_ori	86.0
c4d_210425_000956_ori	130.0
c4d_210319_024549_ori	60.0
c4d_210319_024717_ori	86.0
c4d_210524_003505_ori	90.0
c4d_210322_002500_ori	60.0
c4d_210322_002630_ori	86.0
c4d_210917_045952_ori	50.0
c4d_210322_003103_ori	60.0
c4d_210322_003232_ori	86.0
c4d_210917_034943_ori	130.0
c4d_210322_003706_ori	60.0
c4d_210322_003835_ori	86.0
c4d_210918_081833_ori	50.0
c4d_210322_004308_ori	60.0
c4d_210322_004436_ori	86.0
c4d_210920_035021_ori	130.0
c4d_210322_004909_ori	60.0
c4d_210322_005038_ori	86.0
c4d_210920_041600_ori	50.0
c4d_210322_013848_ori	10.0
c4d_210322_014031_ori	60.0
c4d_210322_014201_ori	86.0
c4d_210920_055723_ori	50.0
c4d_210322_014633_ori	60.0
c4d_210322_014801_ori	86.0
c4d_210920_075643_ori	50.0
c4d_210322_015236_ori	60.0
c4d_210322_015405_ori	86.0
c4d_210923_024011_ori	60.0
c4d_210322_015839_ori	60.0
c4d_210322_020008_ori	86.0
c4d_210923_011009_ori	50.0
c4d_210322_020442_ori	60.0
c4d_210322_020610_ori	86.0
c4d_210923_043101_ori	50.0
c4d_210322_024737_ori	10.0
c4d_210322_024919_ori	60.0
c4d_210322_025048_ori	86.0
c4d_210322_025532_ori	60.0
c4d_210322_025702_ori	86.0
c4d_210324_014550_ori	130.0
c4d_210322_030144_ori	60.0
c4d_210322_030314_ori	86.0
c4d_210331_022202_ori	130.0
c4d_210322_030751_ori	60.0
c4d_210322_030920_ori	86.0
c4d_210425_001557_ori	130.0
c4d_210322_031353_ori	60.0
c4d_210322_031521_ori	86.0
c4d_210917_050232_ori	50.0
c4d_210324_000054_ori	60.0
c4d_210324_000223_ori	86.0
c4d_210917_035221_ori	60.0
c4d_210324_000656_ori	60.0
c4d_210324_000825_ori	86.0
c4d_210918_081955_ori	50.0
c4d_210324_001258_ori	60.0
c4d_210324_001429_ori	86.0
c4d_210920_011228_ori	50.0
c4d_210324_001901_ori	60.0
c4d_210324_002030_ori	86.0
c4d_210920_041718_ori	50.0
c4d_210324_002505_ori	60.0
c4d_210324_002633_ori	86.0
c4d_210920_063127_ori	50.0
c4d_210324_012243_ori	10.0
c4d_210324_012417_ori	60.0
c4d_210324_012545_ori	86.0
c4d_210920_075803_ori	50.0
c4d_210324_013018_ori	60.0
c4d_210324_013148_ori	86.0
c4d_210923_024140_ori	86.0
c4d_210324_013623_ori	60.0
c4d_210324_013752_ori	86.0
c4d_210923_011131_ori	50.0
c4d_210324_014224_ori	60.0
c4d_210324_014354_ori	86.0
c4d_210923_043220_ori	50.0
c4d_210324_014828_ori	60.0
c4d_210324_014958_ori	86.0
c4d_210923_064531_ori	50.0
c4d_210324_030404_ori	10.0
c4d_210324_030543_ori	60.0
c4d_210324_030711_ori	86.0
c4d_210926_050752_ori	86.0
c4d_210324_031146_ori	60.0
c4d_210926_072400_ori	50.0
c4d_210324_031315_ori	86.0
c4d_210324_031752_ori	60.0
c4d_210324_031921_ori	86.0
c4d_210324_015154_ori	130.0
c4d_210324_032355_ori	60.0
c4d_210324_032524_ori	86.0
c4d_210331_022804_ori	130.0
c4d_210324_032959_ori	60.0
c4d_210328_001242_ori	10.0
c4d_210328_001320_ori	60.0
c4d_210328_001449_ori	86.0
c4d_210425_010706_ori	130.0
c4d_210328_001921_ori	60.0
c4d_210328_002050_ori	86.0
c4d_210526_233113_ori	90.0
c4d_210328_002527_ori	60.0
c4d_210328_002656_ori	86.0
c4d_210917_050112_ori	50.0
c4d_210328_003130_ori	60.0
c4d_210328_003259_ori	86.0
c4d_210917_035350_ori	86.0
c4d_210328_003733_ori	60.0
c4d_210328_003903_ori	86.0
c4d_210918_082114_ori	50.0
c4d_210328_013530_ori	10.0
c4d_210328_013607_ori	60.0
c4d_210328_013735_ori	30.0
c4d_210328_013834_ori	30.0
c4d_210920_011428_ori	50.0
c4d_210920_041838_ori	50.0
c4d_210920_063247_ori	50.0
c4d_210328_014230_ori	60.0
c4d_210328_014358_ori	30.0
c4d_210328_014456_ori	30.0
c4d_210920_075923_ori	50.0
c4d_210923_024335_ori	130.0
c4d_210923_011250_ori	50.0
c4d_210328_014850_ori	60.0
c4d_210328_015019_ori	30.0
c4d_210328_015118_ori	30.0
c4d_210923_043341_ori	50.0
c4d_210923_065104_ori	50.0
c4d_210926_050946_ori	130.0
c4d_210328_015511_ori	60.0
c4d_210328_015639_ori	30.0
c4d_210328_015737_ori	30.0
c4d_210926_072521_ori	50.0
c4d_210917_075247_ori	15.0
c4d_210920_021022_ori	15.0
c4d_210917_024316_ori	50.0
c4d_210328_020131_ori	60.0
c4d_210328_020300_ori	30.0
c4d_210328_020358_ori	30.0
c4d_210324_030907_ori	130.0
c4d_210917_050656_ori	50.0
c4d_210425_011310_ori	130.0
c4d_210328_025740_ori	10.0
c4d_210328_025818_ori	60.0
c4d_210328_025948_ori	30.0
c4d_210328_030048_ori	30.0
c4d_210526_233312_ori	90.0
c4d_210917_035544_ori	130.0
c4d_210920_021449_ori	60.0
c4d_210328_030443_ori	60.0
c4d_210328_030711_ori	30.0
c4d_210328_030611_ori	30.0
c4d_210920_011549_ori	50.0
c4d_210920_041958_ori	50.0
c4d_210920_063415_ori	50.0
c4d_210328_031103_ori	60.0
c4d_210328_031231_ori	30.0
c4d_210328_031329_ori	30.0
c4d_210920_080042_ori	50.0
c4d_210923_024613_ori	60.0
c4d_210923_011413_ori	50.0
c4d_210328_031723_ori	60.0
c4d_210328_031852_ori	30.0
c4d_210328_031951_ori	30.0
c4d_210923_043500_ori	50.0
c4d_210923_065224_ori	50.0
c4d_210926_051225_ori	60.0
c4d_210328_032346_ori	60.0
c4d_210328_032516_ori	30.0
c4d_210328_032613_ori	30.0
c4d_210926_072640_ori	50.0
c4d_210917_075330_ori	15.0
c4d_210920_021104_ori	15.0
c4d_210331_003333_ori	10.0
c4d_210331_003411_ori	60.0
c4d_210331_003540_ori	86.0
c4d_210923_004916_ori	20.0
c4d_210331_004013_ori	60.0
c4d_210331_004141_ori	86.0
c4d_210923_071245_ori	15.0
c4d_210331_004619_ori	60.0
c4d_210331_004749_ori	86.0
c4d_210925_042807_ori	25.0
c4d_210331_005222_ori	60.0
c4d_210331_005351_ori	86.0
c4d_210917_024833_ori	50.0
c4d_210331_005824_ori	60.0
c4d_210331_005952_ori	86.0
c4d_210324_031511_ori	130.0
c4d_210331_020552_ori	10.0
c4d_210331_020629_ori	60.0
c4d_210331_020800_ori	86.0
c4d_210331_031026_ori	130.0
c4d_210331_021233_ori	60.0
c4d_210331_021402_ori	86.0
c4d_210418_015052_ori	130.0
c4d_210331_021839_ori	60.0
c4d_210331_022009_ori	86.0
c4d_210526_234241_ori	90.0
c4d_210331_022441_ori	60.0
c4d_210331_022609_ori	86.0
c4d_210331_023042_ori	60.0
c4d_210331_023210_ori	86.0
c4d_210917_035824_ori	60.0
c4d_210331_030627_ori	10.0
c4d_210331_030705_ori	60.0
c4d_210331_030832_ori	86.0
c4d_210920_021620_ori	86.0
c4d_210331_031304_ori	60.0
c4d_210331_031433_ori	86.0
c4d_210920_011707_ori	50.0
c4d_210331_031909_ori	60.0
c4d_210331_032037_ori	86.0
c4d_210920_042120_ori	50.0
c4d_210331_032511_ori	60.0
c4d_210331_032640_ori	86.0
c4d_210920_063535_ori	50.0
c4d_210331_033114_ori	60.0
c4d_210331_033243_ori	86.0
c4d_210921_061130_ori	240.0
c4d_210403_003031_ori	10.0
c4d_210403_003109_ori	60.0
c4d_210403_003239_ori	86.0
c4d_210923_024743_ori	86.0
c4d_210403_003712_ori	60.0
c4d_210403_003841_ori	86.0
c4d_210923_011531_ori	50.0
c4d_210403_004317_ori	60.0
c4d_210403_004445_ori	86.0
c4d_210923_043628_ori	50.0
c4d_210403_004918_ori	60.0
c4d_210403_005047_ori	86.0
c4d_210923_065344_ori	50.0
c4d_210917_024950_ori	50.0
c4d_210403_005520_ori	60.0
c4d_210403_005649_ori	86.0
c4d_210324_032115_ori	130.0
c4d_210403_010122_ori	10.0
c4d_210403_010159_ori	60.0
c4d_210403_010328_ori	86.0
c4d_210331_031628_ori	130.0
c4d_210403_010802_ori	60.0
c4d_210403_010931_ori	86.0
c4d_210418_020300_ori	130.0
c4d_210403_011403_ori	60.0
c4d_210403_011533_ori	86.0
c4d_210917_050536_ori	50.0
c4d_210403_012007_ori	60.0
c4d_210403_012137_ori	86.0
c4d_210917_035953_ori	86.0
c4d_210403_012610_ori	60.0
c4d_210403_012739_ori	86.0
c4d_210920_021815_ori	130.0
c4d_210403_023752_ori	10.0
c4d_210403_023830_ori	60.0
c4d_210403_024000_ori	86.0
c4d_210920_011829_ori	50.0
c4d_210403_024435_ori	60.0
c4d_210403_024604_ori	86.0
c4d_210920_042240_ori	50.0
c4d_210403_025037_ori	60.0
c4d_210403_025205_ori	86.0
c4d_210920_063655_ori	50.0
c4d_210403_025639_ori	60.0
c4d_210403_025808_ori	86.0
c4d_210921_061600_ori	240.0
c4d_210403_030241_ori	60.0
c4d_210403_030409_ori	86.0
c4d_210923_024938_ori	130.0
c4d_210403_082042_ori	96.0
c4d_210403_082247_ori	50.0
c4d_210923_011652_ori	50.0
c4d_210403_082535_ori	96.0
c4d_210406_003230_ori	10.0
c4d_210406_003306_ori	60.0
c4d_210406_003434_ori	86.0
c4d_210923_043748_ori	50.0
c4d_210406_003908_ori	60.0
c4d_210406_004037_ori	86.0
c4d_210923_065503_ori	50.0
c4d_210406_004510_ori	60.0
c4d_210406_004639_ori	86.0
c4d_210406_005115_ori	60.0
c4d_210406_005243_ori	86.0
c4d_210324_032720_ori	130.0
c4d_210406_005716_ori	60.0
c4d_210406_005845_ori	86.0
c4d_210331_032232_ori	130.0
c4d_210406_013613_ori	10.0
c4d_210406_013651_ori	60.0
c4d_210406_013819_ori	86.0
c4d_210418_025047_ori	130.0
c4d_210406_014252_ori	60.0
c4d_210406_014421_ori	86.0
c4d_210526_235408_ori	90.0
c4d_210406_014854_ori	60.0
c4d_210406_015023_ori	86.0
c4d_210406_015501_ori	60.0
c4d_210406_015628_ori	86.0
c4d_210917_040148_ori	130.0
c4d_210406_020103_ori	60.0
c4d_210406_020232_ori	86.0
c4d_210920_022054_ori	60.0
c4d_210406_023958_ori	10.0
c4d_210406_024036_ori	60.0
c4d_210406_024206_ori	86.0
c4d_210920_011948_ori	50.0
c4d_210406_024639_ori	60.0
c4d_210406_024809_ori	86.0
c4d_210920_042401_ori	50.0
c4d_210406_025241_ori	60.0
c4d_210406_025409_ori	86.0
c4d_210920_063815_ori	50.0
c4d_210406_025843_ori	60.0
c4d_210406_030010_ori	86.0
c4d_210921_062029_ori	240.0
c4d_210406_030443_ori	60.0
c4d_210406_030613_ori	86.0
c4d_210923_025216_ori	60.0
c4d_210409_002352_ori	10.0
c4d_210409_002430_ori	60.0
c4d_210409_002559_ori	86.0
c4d_210923_011811_ori	50.0
c4d_210409_003033_ori	60.0
c4d_210409_003201_ori	86.0
c4d_210923_043959_ori	50.0
c4d_210409_003637_ori	60.0
c4d_210409_003806_ori	86.0
c4d_210923_065627_ori	50.0
c4d_210926_051354_ori	86.0
c4d_210926_083255_ori	50.0
c4d_210409_004239_ori	60.0
c4d_210409_004408_ori	86.0
c4d_210917_025130_ori	50.0
c4d_210409_004841_ori	60.0
c4d_210409_005010_ori	86.0
c4d_210324_033129_ori	86.0
c4d_210409_012657_ori	10.0
c4d_210409_012736_ori	60.0
c4d_210409_012904_ori	86.0
c4d_210331_032835_ori	130.0
c4d_210409_013339_ori	60.0
c4d_210409_013508_ori	86.0
c4d_210319_024912_ori	130.0
c4d_210409_013941_ori	60.0
c4d_210409_014110_ori	86.0
c4d_210526_235606_ori	90.0
c4d_210409_014543_ori	60.0
c4d_210409_014712_ori	86.0
c4d_210917_024038_ori	50.0
c4d_210409_015145_ori	60.0
c4d_210409_015314_ori	86.0
c4d_210920_022224_ori	86.0
c4d_210409_022225_ori	10.0
c4d_210409_022303_ori	60.0
c4d_210409_022432_ori	86.0
c4d_210920_012108_ori	50.0
c4d_210409_022906_ori	60.0
c4d_210409_023035_ori	86.0
c4d_210920_042520_ori	50.0
c4d_210409_023513_ori	60.0
c4d_210409_023643_ori	86.0
c4d_210920_064029_ori	50.0
c4d_210409_024118_ori	60.0
c4d_210409_024247_ori	86.0
c4d_210921_062459_ori	240.0
c4d_210409_024721_ori	60.0
c4d_210409_024850_ori	86.0
c4d_210923_025344_ori	86.0
c4d_210412_000252_ori	10.0
c4d_210412_000331_ori	60.0
c4d_210412_000500_ori	86.0
c4d_210923_011936_ori	50.0
c4d_210412_000934_ori	60.0
c4d_210412_001104_ori	86.0
c4d_210923_044120_ori	50.0
c4d_210412_001541_ori	60.0
c4d_210412_001711_ori	86.0
c4d_210923_065747_ori	50.0
c4d_210412_002145_ori	60.0
c4d_210412_002313_ori	86.0
c4d_210917_025249_ori	50.0
c4d_210412_002748_ori	60.0
c4d_210412_002918_ori	86.0
c4d_210324_033324_ori	130.0
c4d_210412_010641_ori	10.0
c4d_210412_010923_ori	60.0
c4d_210412_011053_ori	86.0
c4d_210331_033438_ori	130.0
c4d_210412_011527_ori	60.0
c4d_210412_011658_ori	86.0
c4d_210322_031114_ori	130.0
c4d_210412_012131_ori	60.0
c4d_210412_012301_ori	86.0
c4d_210529_235531_ori	90.0
c4d_210412_012736_ori	60.0
c4d_210412_012908_ori	86.0
c4d_210917_024157_ori	50.0
c4d_210412_013343_ori	60.0
c4d_210412_013513_ori	86.0
c4d_210920_022419_ori	130.0
c4d_210412_015824_ori	10.0
c4d_210412_015902_ori	60.0
c4d_210412_020032_ori	86.0
c4d_210920_012227_ori	50.0
