# fnm 	 exptime
c4d_210412_020506_ori	60.0
c4d_210412_020636_ori	86.0
c4d_210920_042641_ori	50.0
c4d_210412_021114_ori	60.0
c4d_210412_021243_ori	86.0
c4d_210920_064148_ori	50.0
c4d_210412_021718_ori	60.0
c4d_210412_021846_ori	86.0
c4d_210921_062928_ori	240.0
c4d_210412_022318_ori	60.0
c4d_210412_022447_ori	86.0
c4d_210923_025539_ori	130.0
c4d_210415_005603_ori	10.0
c4d_210415_005641_ori	60.0
c4d_210415_005809_ori	86.0
c4d_210923_012055_ori	50.0
c4d_210415_010242_ori	60.0
c4d_210415_010411_ori	86.0
c4d_210923_044245_ori	50.0
c4d_210415_010845_ori	60.0
c4d_210415_011013_ori	86.0
c4d_210923_065907_ori	50.0
c4d_210415_011446_ori	60.0
c4d_210415_011615_ori	86.0
c4d_210917_025422_ori	50.0
c4d_210415_012048_ori	60.0
c4d_210415_012217_ori	86.0
c4d_210328_001642_ori	130.0
c4d_210415_012654_ori	10.0
c4d_210415_012732_ori	60.0
c4d_210415_012901_ori	86.0
c4d_210917_024555_ori	50.0
c4d_210415_013335_ori	60.0
c4d_210415_013503_ori	86.0
c4d_210425_011916_ori	130.0
c4d_210415_014106_ori	86.0
c4d_210415_013938_ori	60.0
c4d_210529_235729_ori	90.0
c4d_210415_014547_ori	60.0
c4d_210415_014716_ori	86.0
c4d_210920_022658_ori	60.0
c4d_210415_015150_ori	60.0
c4d_210415_015318_ori	86.0
c4d_210920_012349_ori	50.0
c4d_210415_023700_ori	10.0
c4d_210415_023737_ori	60.0
c4d_210415_023907_ori	86.0
c4d_210920_042800_ori	50.0
c4d_210415_024341_ori	60.0
c4d_210415_024511_ori	86.0
c4d_210920_064310_ori	50.0
c4d_210415_024947_ori	60.0
c4d_210415_025115_ori	86.0
c4d_210921_063357_ori	240.0
c4d_210415_025550_ori	60.0
c4d_210415_025719_ori	86.0
c4d_210923_025818_ori	60.0
c4d_210415_030155_ori	60.0
c4d_210415_030323_ori	86.0
c4d_210923_012219_ori	50.0
c4d_210418_003101_ori	10.0
c4d_210418_003140_ori	60.0
c4d_210418_003308_ori	86.0
c4d_210923_044403_ori	50.0
c4d_210418_003746_ori	60.0
c4d_210418_003915_ori	86.0
c4d_210923_070025_ori	50.0
c4d_210418_004348_ori	60.0
c4d_210418_004517_ori	86.0
c4d_210926_051548_ori	130.0
c4d_210418_004950_ori	60.0
c4d_210418_005118_ori	86.0
c4d_210926_083414_ori	50.0
c4d_210418_005552_ori	60.0
c4d_210418_005721_ori	86.0
c4d_210917_025540_ori	50.0
c4d_210418_013446_ori	10.0
c4d_210418_013523_ori	60.0
c4d_210418_013652_ori	86.0
c4d_210328_002244_ori	130.0
c4d_210418_014126_ori	60.0
c4d_210418_014255_ori	86.0
c4d_210403_004038_ori	130.0
c4d_210418_014728_ori	60.0
c4d_210418_014857_ori	86.0
c4d_210530_000657_ori	90.0
c4d_210418_015332_ori	60.0
c4d_210418_015500_ori	86.0
c4d_210917_024713_ori	50.0
c4d_210418_015935_ori	60.0
c4d_210418_020104_ori	86.0
c4d_210920_022826_ori	86.0
c4d_210418_023439_ori	10.0
c4d_210418_023516_ori	60.0
c4d_210418_023645_ori	86.0
c4d_210920_012601_ori	50.0
c4d_210418_024119_ori	60.0
c4d_210418_024247_ori	86.0
c4d_210920_042921_ori	50.0
c4d_210418_024724_ori	60.0
c4d_210418_024852_ori	86.0
c4d_210920_064429_ori	50.0
c4d_210418_025326_ori	60.0
c4d_210418_025456_ori	86.0
c4d_210921_063825_ori	240.0
c4d_210418_025930_ori	60.0
c4d_210418_030058_ori	86.0
c4d_210923_025947_ori	86.0
c4d_210421_010108_ori	10.0
c4d_210421_010147_ori	60.0
c4d_210421_010317_ori	86.0
c4d_210923_012339_ori	50.0
c4d_210421_011925_ori	10.0
c4d_210421_012003_ori	60.0
c4d_210421_012132_ori	86.0
c4d_210923_044522_ori	50.0
c4d_210421_012605_ori	60.0
c4d_210421_012735_ori	86.0
c4d_210421_012929_ori	60.0
c4d_210421_012929_ori	60.0
c4d_210421_012003_ori	60.0
c4d_210421_011925_ori	10.0
c4d_210421_010317_ori	86.0
c4d_210421_010147_ori	60.0
c4d_210421_010108_ori	10.0
c4d_210424_234528_ori	10.0
c4d_210424_234654_ori	60.0
c4d_210424_234825_ori	86.0
c4d_210917_040645_ori	50.0
c4d_210424_235301_ori	60.0
c4d_210424_235430_ori	86.0
c4d_210328_002851_ori	130.0
c4d_210424_235904_ori	60.0
c4d_210425_000033_ori	86.0
c4d_210530_000855_ori	90.0
c4d_210425_000633_ori	60.0
c4d_210425_000802_ori	86.0
c4d_210917_050816_ori	50.0
c4d_210425_001233_ori	60.0
c4d_210425_001402_ori	86.0
c4d_210920_023022_ori	130.0
c4d_210425_010258_ori	10.0
c4d_210425_010337_ori	60.0
c4d_210425_010506_ori	86.0
c4d_210920_012721_ori	50.0
c4d_210425_010945_ori	60.0
c4d_210425_011115_ori	86.0
c4d_210920_043039_ori	50.0
c4d_210425_011549_ori	60.0
c4d_210425_011720_ori	86.0
c4d_210920_064551_ori	50.0
c4d_210425_012153_ori	60.0
c4d_210425_012324_ori	86.0
c4d_210921_064254_ori	240.0
c4d_210425_012759_ori	60.0
c4d_210425_012929_ori	86.0
c4d_210923_030142_ori	130.0
c4d_210425_025241_ori	10.0
c4d_210425_025319_ori	60.0
c4d_210425_025449_ori	86.0
c4d_210923_012548_ori	50.0
c4d_210425_025922_ori	60.0
c4d_210425_030050_ori	86.0
c4d_210923_044641_ori	50.0
c4d_210425_030524_ori	60.0
c4d_210425_030652_ori	86.0
c4d_210923_070145_ori	50.0
c4d_210425_031129_ori	60.0
c4d_210425_031300_ori	86.0
c4d_210926_051827_ori	60.0
c4d_210425_031735_ori	60.0
c4d_210425_031904_ori	86.0
c4d_210319_002721_ori	130.0
c4d_210427_000111_ori	10.0
c4d_210427_000211_ori	60.0
c4d_210427_000339_ori	86.0
c4d_210328_003454_ori	130.0
c4d_210427_000813_ori	60.0
c4d_210427_000942_ori	86.0
c4d_210530_001826_ori	90.0
c4d_210427_001415_ori	60.0
c4d_210427_001543_ori	86.0
c4d_210917_040804_ori	50.0
c4d_210427_002019_ori	60.0
c4d_210427_002147_ori	86.0
c4d_210917_051053_ori	50.0
c4d_210427_002620_ori	60.0
c4d_210427_002750_ori	86.0
c4d_210920_023300_ori	60.0
c4d_210427_010246_ori	10.0
c4d_210427_010325_ori	60.0
c4d_210427_010454_ori	86.0
c4d_210920_012840_ori	50.0
c4d_210427_010926_ori	60.0
c4d_210427_011055_ori	86.0
c4d_210920_043256_ori	50.0
c4d_210427_011529_ori	60.0
c4d_210427_011657_ori	86.0
c4d_210920_064710_ori	50.0
c4d_210427_012131_ori	60.0
c4d_210427_012259_ori	86.0
c4d_210921_064812_ori	240.0
c4d_210427_012733_ori	60.0
c4d_210427_012902_ori	86.0
c4d_210923_030420_ori	60.0
c4d_210427_023500_ori	10.0
c4d_210427_023537_ori	60.0
c4d_210427_023707_ori	86.0
c4d_210923_012707_ori	50.0
c4d_210427_024140_ori	60.0
c4d_210427_024311_ori	86.0
c4d_210923_044801_ori	50.0
c4d_210427_024743_ori	60.0
c4d_210427_024912_ori	86.0
c4d_210923_070304_ori	50.0
c4d_210427_025348_ori	60.0
c4d_210427_025517_ori	86.0
c4d_210926_051956_ori	86.0
c4d_210427_025953_ori	60.0
c4d_210427_030123_ori	86.0
c4d_210917_041043_ori	50.0
c4d_210428_234047_ori	86.0
c4d_210328_004057_ori	130.0
c4d_210428_234521_ori	60.0
c4d_210428_234651_ori	86.0
c4d_210530_002024_ori	90.0
c4d_210428_235126_ori	60.0
c4d_210428_235255_ori	86.0
c4d_210918_061513_ori	120.0
c4d_210428_235729_ori	60.0
c4d_210428_235858_ori	86.0
c4d_210920_023428_ori	86.0
c4d_210429_000332_ori	60.0
c4d_210429_000501_ori	86.0
c4d_210920_013030_ori	50.0
c4d_210429_004410_ori	10.0
c4d_210429_004448_ori	60.0
c4d_210429_004617_ori	86.0
c4d_210920_043415_ori	50.0
c4d_210429_005051_ori	60.0
c4d_210429_005220_ori	86.0
c4d_210920_064910_ori	50.0
c4d_210429_005653_ori	60.0
c4d_210429_005821_ori	86.0
c4d_210921_065241_ori	240.0
c4d_210429_010256_ori	60.0
c4d_210429_010425_ori	86.0
c4d_210923_030549_ori	86.0
c4d_210429_010857_ori	60.0
c4d_210429_011026_ori	86.0
c4d_210923_012827_ori	50.0
c4d_210429_022315_ori	10.0
c4d_210429_022352_ori	60.0
c4d_210429_022522_ori	86.0
c4d_210923_044919_ori	50.0
c4d_210429_022956_ori	60.0
c4d_210429_023126_ori	86.0
c4d_210923_070423_ori	50.0
c4d_210429_023559_ori	60.0
c4d_210429_023728_ori	86.0
c4d_210926_052149_ori	130.0
c4d_210429_024200_ori	60.0
c4d_210429_024330_ori	86.0
c4d_210926_083535_ori	50.0
c4d_210429_024806_ori	60.0
c4d_210429_024936_ori	86.0
c4d_210917_075437_ori	15.0
c4d_210502_234331_ori	86.0
c4d_210920_035431_ori	15.0
c4d_210502_234805_ori	60.0
c4d_210502_235540_ori	86.0
c4d_210917_041322_ori	50.0
c4d_210503_000145_ori	86.0
c4d_210328_013932_ori	30.0
c4d_210503_004652_ori	86.0
c4d_210601_233241_ori	90.0
c4d_210503_023234_ori	86.0
c4d_210918_061742_ori	120.0
c4d_210503_024444_ori	86.0
c4d_210503_003441_ori	86.0
c4d_210502_233522_ori	10.0
c4d_210502_233559_ori	60.0
c4d_210502_233728_ori	86.0
c4d_210920_023623_ori	130.0
c4d_210502_234202_ori	60.0
c4d_210502_234933_ori	86.0
c4d_210920_013148_ori	50.0
c4d_210502_235410_ori	60.0
c4d_210503_000017_ori	60.0
c4d_210920_043547_ori	50.0
c4d_210503_002628_ori	10.0
c4d_210503_002706_ori	60.0
c4d_210503_002836_ori	86.0
c4d_210920_065028_ori	50.0
c4d_210503_003312_ori	60.0
c4d_210921_065709_ori	240.0
c4d_210503_003920_ori	60.0
c4d_210503_004049_ori	86.0
c4d_210503_004525_ori	60.0
c4d_210503_005126_ori	60.0
c4d_210503_005254_ori	86.0
c4d_210923_030744_ori	130.0
c4d_210503_022424_ori	10.0
c4d_210503_022502_ori	60.0
c4d_210503_022631_ori	86.0
c4d_210923_012946_ori	50.0
c4d_210503_023105_ori	60.0
c4d_210923_045042_ori	50.0
c4d_210503_023707_ori	60.0
c4d_210503_023837_ori	86.0
c4d_210503_024314_ori	60.0
c4d_210923_070542_ori	50.0
c4d_210503_025046_ori	86.0
c4d_210926_052429_ori	60.0
c4d_210506_001800_ori	10.0
c4d_210506_001838_ori	60.0
c4d_210506_002006_ori	86.0
c4d_210926_083655_ori	50.0
c4d_210506_002441_ori	60.0
c4d_210506_002609_ori	86.0
c4d_210319_003322_ori	130.0
c4d_210506_003046_ori	60.0
c4d_210506_003214_ori	86.0
c4d_210917_040923_ori	50.0
c4d_210506_003647_ori	60.0
c4d_210506_003816_ori	86.0
c4d_210601_233441_ori	90.0
c4d_210506_004249_ori	60.0
c4d_210506_004418_ori	86.0
c4d_210918_062010_ori	120.0
c4d_210506_014924_ori	10.0
c4d_210506_015002_ori	60.0
c4d_210506_015130_ori	86.0
c4d_210920_023903_ori	60.0
c4d_210506_015603_ori	60.0
c4d_210506_015731_ori	86.0
c4d_210920_013311_ori	50.0
c4d_210506_020206_ori	60.0
c4d_210506_020334_ori	86.0
c4d_210920_043705_ori	50.0
c4d_210506_020807_ori	60.0
c4d_210506_020935_ori	86.0
c4d_210920_065147_ori	50.0
c4d_210506_021407_ori	60.0
c4d_210506_021536_ori	86.0
c4d_210921_070138_ori	240.0
c4d_210506_024205_ori	10.0
c4d_210506_024244_ori	60.0
c4d_210506_024413_ori	86.0
c4d_210923_031023_ori	60.0
c4d_210506_024847_ori	60.0
c4d_210506_025016_ori	86.0
c4d_210923_013106_ori	50.0
c4d_210506_025449_ori	60.0
c4d_210506_025619_ori	86.0
c4d_210923_045201_ori	50.0
c4d_210506_030052_ori	60.0
c4d_210506_030222_ori	86.0
c4d_210923_071447_ori	50.0
c4d_210506_030654_ori	60.0
c4d_210506_030823_ori	86.0
c4d_210926_052558_ori	86.0
c4d_210509_002417_ori	10.0
c4d_210509_002454_ori	60.0
c4d_210509_002622_ori	86.0
c4d_210926_083815_ori	50.0
c4d_210509_003055_ori	60.0
c4d_210509_003224_ori	86.0
c4d_210917_041202_ori	50.0
c4d_210509_003657_ori	60.0
c4d_210509_003825_ori	86.0
c4d_210328_014131_ori	30.0
c4d_210509_004259_ori	60.0
c4d_210509_004429_ori	86.0
c4d_210601_234416_ori	90.0
c4d_210509_004902_ori	60.0
c4d_210509_005031_ori	86.0
c4d_210918_062239_ori	120.0
c4d_210509_011601_ori	10.0
c4d_210509_011639_ori	60.0
c4d_210509_011807_ori	86.0
c4d_210920_024032_ori	86.0
c4d_210509_012240_ori	60.0
c4d_210509_012408_ori	86.0
c4d_210920_013430_ori	50.0
c4d_210509_012841_ori	60.0
c4d_210509_013010_ori	86.0
c4d_210920_043827_ori	50.0
c4d_210509_013444_ori	60.0
c4d_210509_013612_ori	86.0
c4d_210920_065306_ori	50.0
c4d_210509_014045_ori	60.0
c4d_210509_014215_ori	86.0
c4d_210921_070606_ori	240.0
c4d_210509_022800_ori	10.0
c4d_210509_022839_ori	86.0
c4d_210923_031153_ori	86.0
c4d_210509_023314_ori	60.0
c4d_210509_023442_ori	60.0
c4d_210923_013226_ori	50.0
c4d_210509_023849_ori	86.0
c4d_210509_024043_ori	86.0
c4d_210923_052635_ori	50.0
c4d_210509_024516_ori	60.0
c4d_210509_024644_ori	86.0
c4d_210923_071606_ori	50.0
c4d_210509_025119_ori	60.0
c4d_210509_025248_ori	86.0
c4d_210926_052753_ori	130.0
c4d_210509_025721_ori	60.0
c4d_210512_001205_ori	10.0
c4d_210512_001244_ori	60.0
c4d_210512_001413_ori	86.0
c4d_210926_083934_ori	50.0
c4d_210512_002014_ori	60.0
c4d_210512_002143_ori	86.0
c4d_210319_003928_ori	130.0
c4d_210512_002617_ori	60.0
c4d_210512_002744_ori	86.0
c4d_210328_014554_ori	30.0
c4d_210512_003221_ori	60.0
c4d_210512_003351_ori	86.0
c4d_210601_234615_ori	90.0
c4d_210512_003825_ori	60.0
c4d_210512_003954_ori	86.0
c4d_210917_041442_ori	50.0
c4d_210512_014821_ori	10.0
c4d_210512_014857_ori	60.0
c4d_210512_015026_ori	86.0
c4d_210918_062507_ori	120.0
c4d_210512_015458_ori	60.0
c4d_210512_015627_ori	86.0
c4d_210920_024227_ori	130.0
c4d_210512_020103_ori	60.0
c4d_210512_020233_ori	86.0
c4d_210920_013552_ori	50.0
c4d_210512_020708_ori	60.0
c4d_210512_020837_ori	86.0
c4d_210920_043945_ori	50.0
c4d_210512_021312_ori	60.0
c4d_210512_021441_ori	86.0
c4d_210920_065426_ori	50.0
c4d_210512_025846_ori	10.0
c4d_210512_025924_ori	60.0
c4d_210512_030052_ori	86.0
c4d_210921_071034_ori	240.0
c4d_210512_030527_ori	60.0
c4d_210512_030656_ori	86.0
c4d_210923_031349_ori	130.0
c4d_210512_031131_ori	60.0
c4d_210512_031259_ori	86.0
c4d_210923_013346_ori	50.0
c4d_210512_031734_ori	60.0
c4d_210512_031903_ori	86.0
c4d_210923_052755_ori	50.0
c4d_210512_032335_ori	60.0
c4d_210512_032505_ori	86.0
c4d_210923_071728_ori	50.0
c4d_210514_234524_ori	10.0
c4d_210514_234602_ori	60.0
c4d_210514_234806_ori	86.0
c4d_210926_053032_ori	60.0
c4d_210514_235240_ori	60.0
c4d_210514_235408_ori	86.0
c4d_210926_084054_ori	50.0
c4d_210514_235840_ori	60.0
c4d_210515_000009_ori	86.0
c4d_210917_041601_ori	50.0
c4d_210515_000446_ori	60.0
c4d_210515_000616_ori	86.0
c4d_210328_014653_ori	30.0
c4d_210515_001050_ori	60.0
c4d_210515_001219_ori	86.0
c4d_210601_235606_ori	90.0
c4d_210515_013115_ori	10.0
c4d_210515_013153_ori	60.0
c4d_210515_013321_ori	86.0
c4d_210918_062737_ori	120.0
c4d_210515_013759_ori	60.0
c4d_210515_013927_ori	86.0
c4d_210920_024544_ori	60.0
c4d_210515_014401_ori	60.0
c4d_210515_014529_ori	86.0
c4d_210920_013712_ori	50.0
c4d_210515_015003_ori	60.0
c4d_210515_015132_ori	86.0
c4d_210920_044106_ori	50.0
c4d_210515_015607_ori	60.0
c4d_210515_015735_ori	86.0
c4d_210920_065545_ori	50.0
c4d_210515_023824_ori	10.0
c4d_210515_023903_ori	60.0
c4d_210515_024031_ori	86.0
c4d_210921_071502_ori	240.0
c4d_210515_024505_ori	60.0
c4d_210515_024635_ori	86.0
c4d_210923_031627_ori	60.0
c4d_210515_025109_ori	60.0
c4d_210515_025238_ori	86.0
c4d_210923_013505_ori	50.0
c4d_210515_025712_ori	60.0
c4d_210515_025841_ori	86.0
c4d_210923_052915_ori	50.0
c4d_210515_030314_ori	60.0
c4d_210515_030441_ori	86.0
c4d_210923_071846_ori	50.0
c4d_210518_000514_ori	10.0
c4d_210518_000551_ori	80.0
c4d_210518_000739_ori	80.0
c4d_210518_000927_ori	70.0
c4d_210518_001106_ori	70.0
c4d_210926_053202_ori	86.0
c4d_210926_084213_ori	50.0
c4d_210518_001719_ori	80.0
c4d_210518_001908_ori	80.0
c4d_210518_002056_ori	70.0
c4d_210518_002234_ori	70.0
c4d_210518_001641_ori	10.0
c4d_210917_041840_ori	50.0
c4d_210328_014752_ori	30.0
c4d_210518_002809_ori	10.0
c4d_210518_002847_ori	80.0
c4d_210518_003036_ori	80.0
c4d_210518_003224_ori	70.0
c4d_210518_003404_ori	70.0
c4d_210601_235806_ori	90.0
c4d_210918_063005_ori	120.0
c4d_210521_233158_ori	80.0
c4d_210521_233348_ori	70.0
c4d_210521_233527_ori	70.0
c4d_210920_024711_ori	86.0
c4d_210920_013833_ori	50.0
c4d_210521_234104_ori	10.0
c4d_210521_234141_ori	80.0
c4d_210521_234329_ori	80.0
c4d_210521_234518_ori	70.0
c4d_210521_234657_ori	70.0
c4d_210920_044224_ori	50.0
c4d_210920_065708_ori	50.0
c4d_210521_235233_ori	10.0
c4d_210521_235309_ori	80.0
c4d_210521_235500_ori	80.0
c4d_210521_235650_ori	70.0
c4d_210521_235828_ori	70.0
c4d_210921_071931_ori	240.0
c4d_210923_031755_ori	86.0
c4d_210524_000417_ori	10.0
c4d_210524_000455_ori	80.0
c4d_210524_000645_ori	80.0
c4d_210524_000835_ori	70.0
c4d_210524_001015_ori	70.0
c4d_210923_013636_ori	50.0
c4d_210923_053034_ori	50.0
c4d_210524_001555_ori	10.0
c4d_210524_001633_ori	80.0
c4d_210524_001824_ori	80.0
c4d_210524_002014_ori	70.0
c4d_210524_002153_ori	70.0
c4d_210923_072035_ori	50.0
c4d_210926_053358_ori	130.0
c4d_210524_002728_ori	10.0
c4d_210524_002808_ori	80.0
c4d_210524_002957_ori	80.0
c4d_210524_003147_ori	70.0
c4d_210524_003325_ori	70.0
c4d_210917_041720_ori	50.0
c4d_210328_015216_ori	30.0
c4d_210526_232415_ori	80.0
c4d_210526_232605_ori	80.0
c4d_210526_232755_ori	70.0
c4d_210526_232935_ori	70.0
c4d_210918_063233_ori	120.0
c4d_210920_024906_ori	130.0
c4d_210526_233511_ori	10.0
c4d_210526_233548_ori	80.0
c4d_210526_233736_ori	80.0
c4d_210526_233924_ori	70.0
c4d_210526_234103_ori	70.0
c4d_210920_013952_ori	50.0
c4d_210920_044353_ori	50.0
c4d_210526_234636_ori	10.0
c4d_210526_234713_ori	80.0
c4d_210526_234900_ori	80.0
c4d_210526_235050_ori	70.0
c4d_210526_235229_ori	70.0
c4d_210920_065826_ori	50.0
c4d_210921_072359_ori	240.0
c4d_210529_234759_ori	10.0
c4d_210529_234836_ori	80.0
c4d_210529_235024_ori	80.0
c4d_210529_235214_ori	70.0
c4d_210529_235351_ori	70.0
c4d_210923_031951_ori	130.0
c4d_210923_013756_ori	50.0
c4d_210529_235927_ori	10.0
c4d_210530_000004_ori	80.0
c4d_210530_000151_ori	80.0
c4d_210530_000340_ori	70.0
c4d_210530_000519_ori	70.0
c4d_210923_053157_ori	50.0
c4d_210923_072153_ori	50.0
c4d_210530_001054_ori	10.0
c4d_210530_001131_ori	80.0
c4d_210530_001320_ori	80.0
c4d_210530_001508_ori	70.0
c4d_210530_001647_ori	70.0
c4d_210926_054149_ori	50.0
c4d_210926_084333_ori	50.0
c4d_210601_232507_ori	10.0
c4d_210601_232545_ori	80.0
c4d_210601_232734_ori	80.0
c4d_210601_232922_ori	70.0
c4d_210601_233102_ori	70.0
c4d_210319_004532_ori	130.0
c4d_210328_015315_ori	30.0
c4d_210601_233643_ori	10.0
c4d_210601_233719_ori	80.0
c4d_210601_233909_ori	80.0
c4d_210601_234058_ori	70.0
c4d_210601_234237_ori	70.0
c4d_210604_235037_ori	90.0
c4d_210917_041959_ori	50.0
c4d_210601_234833_ori	10.0
c4d_210601_234911_ori	80.0
c4d_210601_235101_ori	80.0
c4d_210601_235250_ori	70.0
c4d_210601_235429_ori	70.0
c4d_210918_063547_ori	240.0
c4d_210920_025145_ori	60.0
c4d_210522_083330_ori	10.0
c4d_210522_083408_ori	60.0
c4d_210522_083537_ori	86.0
c4d_210522_083731_ori	130.0
c4d_210522_084011_ori	60.0
c4d_210522_084141_ori	86.0
c4d_210522_084334_ori	130.0
c4d_210522_084614_ori	60.0
c4d_210522_084743_ori	86.0
c4d_210522_084937_ori	130.0
c4d_210522_085215_ori	60.0
c4d_210522_085344_ori	86.0
c4d_210522_085540_ori	130.0
c4d_210522_085819_ori	60.0
c4d_210522_085949_ori	86.0
c4d_210522_090142_ori	130.0
c4d_210522_090420_ori	10.0
c4d_210522_090458_ori	60.0
c4d_210522_090628_ori	86.0
c4d_210522_090823_ori	130.0
c4d_210522_091101_ori	60.0
c4d_210522_091231_ori	86.0
c4d_210522_091426_ori	130.0
c4d_210522_091704_ori	60.0
c4d_210522_091833_ori	86.0
c4d_210522_092028_ori	130.0
c4d_210522_092307_ori	60.0
c4d_210522_092436_ori	86.0
c4d_210522_092631_ori	130.0
c4d_210522_092909_ori	60.0
c4d_210522_093038_ori	86.0
c4d_210522_093233_ori	130.0
c4d_210522_093511_ori	10.0
c4d_210522_093549_ori	60.0
c4d_210522_093716_ori	86.0
c4d_210522_093911_ori	130.0
c4d_210522_094149_ori	60.0
c4d_210522_094318_ori	86.0
c4d_210522_094512_ori	130.0
c4d_210522_094750_ori	60.0
c4d_210522_094919_ori	86.0
c4d_210522_095114_ori	130.0
c4d_210522_095355_ori	60.0
c4d_210522_095524_ori	86.0
c4d_210522_095720_ori	130.0
c4d_210522_095959_ori	60.0
c4d_210522_100128_ori	86.0
c4d_210522_100323_ori	130.0
c4d_210524_085803_ori	10.0
c4d_210524_085840_ori	60.0
c4d_210524_090009_ori	86.0
c4d_210524_090203_ori	130.0
c4d_210524_090444_ori	60.0
c4d_210524_090613_ori	86.0
c4d_210524_090808_ori	130.0
c4d_210524_091047_ori	60.0
c4d_210524_091215_ori	86.0
c4d_210524_091410_ori	130.0
c4d_210524_091649_ori	60.0
c4d_210524_091819_ori	86.0
c4d_210524_092014_ori	130.0
c4d_210524_092252_ori	60.0
c4d_210524_092420_ori	86.0
c4d_210524_092614_ori	130.0
c4d_210524_092853_ori	10.0
c4d_210524_092931_ori	60.0
c4d_210524_093059_ori	86.0
c4d_210524_093254_ori	130.0
c4d_210524_093533_ori	60.0
c4d_210524_093703_ori	86.0
c4d_210524_093857_ori	130.0
c4d_210524_094136_ori	60.0
c4d_210524_094305_ori	86.0
c4d_210524_094500_ori	130.0
c4d_210524_094739_ori	60.0
c4d_210524_094907_ori	86.0
c4d_210524_095102_ori	130.0
c4d_210524_095342_ori	60.0
c4d_210524_095511_ori	86.0
c4d_210524_095707_ori	130.0
c4d_210527_083950_ori	10.0
c4d_210527_084027_ori	60.0
c4d_210527_084156_ori	86.0
c4d_210527_084351_ori	130.0
c4d_210527_084629_ori	60.0
c4d_210527_084758_ori	86.0
c4d_210527_084951_ori	130.0
c4d_210527_085231_ori	60.0
c4d_210527_085401_ori	86.0
c4d_210527_085556_ori	130.0
c4d_210527_085835_ori	60.0
c4d_210527_090003_ori	86.0
c4d_210527_090158_ori	130.0
c4d_210527_090437_ori	60.0
c4d_210527_090606_ori	86.0
c4d_210527_090800_ori	130.0
c4d_210527_091038_ori	10.0
c4d_210527_091116_ori	60.0
c4d_210527_091246_ori	86.0
c4d_210527_091440_ori	130.0
c4d_210527_091719_ori	60.0
c4d_210527_091848_ori	86.0
c4d_210527_092043_ori	130.0
c4d_210527_092321_ori	60.0
c4d_210527_092450_ori	86.0
c4d_210527_092644_ori	130.0
c4d_210527_092922_ori	60.0
c4d_210527_093051_ori	86.0
c4d_210527_093246_ori	130.0
c4d_210527_093526_ori	60.0
c4d_210527_093655_ori	86.0
c4d_210527_093848_ori	130.0
c4d_210527_094126_ori	10.0
c4d_210527_094204_ori	60.0
c4d_210527_094333_ori	86.0
c4d_210527_094526_ori	130.0
c4d_210527_094805_ori	60.0
c4d_210527_094933_ori	86.0
c4d_210527_095128_ori	130.0
c4d_210527_095406_ori	60.0
c4d_210527_095534_ori	86.0
c4d_210527_095728_ori	130.0
c4d_210527_100008_ori	60.0
c4d_210527_100137_ori	86.0
c4d_210527_104115_ori	10.0
c4d_210527_104154_ori	60.0
c4d_210527_104323_ori	60.0
c4d_210530_100531_ori	10.0
c4d_210530_100610_ori	60.0
c4d_210530_100740_ori	86.0
c4d_210530_100934_ori	130.0
c4d_210530_101215_ori	60.0
c4d_210530_101345_ori	86.0
c4d_210530_101540_ori	130.0
c4d_210530_101817_ori	60.0
c4d_210530_101947_ori	86.0
c4d_210530_102142_ori	130.0
c4d_210530_102421_ori	60.0
c4d_210530_102549_ori	86.0
c4d_210530_102744_ori	130.0
c4d_210530_103024_ori	60.0
c4d_210530_103151_ori	86.0
c4d_210530_103346_ori	130.0
c4d_210602_083835_ori	10.0
c4d_210602_083913_ori	60.0
c4d_210602_084042_ori	86.0
c4d_210602_084236_ori	130.0
c4d_210602_084514_ori	60.0
c4d_210602_084642_ori	86.0
c4d_210602_084837_ori	130.0
c4d_210602_085116_ori	60.0
c4d_210602_085244_ori	86.0
c4d_210602_085438_ori	130.0
c4d_210602_085716_ori	60.0
c4d_210602_085845_ori	86.0
c4d_210602_090039_ori	130.0
c4d_210602_090318_ori	60.0
c4d_210602_090447_ori	86.0
c4d_210602_090641_ori	130.0
c4d_210602_090918_ori	10.0
c4d_210602_090956_ori	60.0
c4d_210602_091125_ori	86.0
c4d_210602_091321_ori	130.0
c4d_210602_091600_ori	60.0
c4d_210602_091728_ori	86.0
c4d_210602_091922_ori	130.0
c4d_210602_092202_ori	60.0
c4d_210602_092331_ori	86.0
c4d_210602_092526_ori	130.0
c4d_210602_092805_ori	60.0
c4d_210602_092934_ori	86.0
c4d_210602_093130_ori	130.0
c4d_210602_093409_ori	60.0
c4d_210602_093537_ori	86.0
c4d_210602_093732_ori	130.0
c4d_210602_094011_ori	10.0
c4d_210602_094049_ori	60.0
c4d_210602_094218_ori	86.0
c4d_210602_094413_ori	130.0
c4d_210602_094652_ori	60.0
c4d_210602_094822_ori	86.0
c4d_210602_095017_ori	130.0
c4d_210602_095255_ori	60.0
c4d_210602_095425_ori	86.0
c4d_210602_095620_ori	130.0
c4d_210602_095901_ori	60.0
c4d_210602_100030_ori	86.0
c4d_210319_005134_ori	130.0
c4d_210328_015414_ori	30.0
c4d_210917_042241_ori	50.0
c4d_210918_064017_ori	240.0
c4d_210920_025313_ori	86.0
c4d_210920_014113_ori	50.0
