time,mjd,band,mag
2.4461,57984.9747,g,19.906
2.4472,57984.9757,g,19.907
2.4479,57984.9764,g,19.907
2.4486,57984.9771,g,19.908
2.4492,57984.9778,g,19.909
2.4515,57984.98,g,19.91
3.3127,57985.8413,g,20.522
3.4541,57985.9826,g,20.616
3.4551,57985.9836,g,20.616
3.4556,57985.9841,g,20.617
3.4558,57985.9843,g,20.617
3.4564,57985.985,g,20.617
3.4571,57985.9856,g,20.618
4.2588,57986.7873,g,21.149
4.4449,57986.9734,g,21.274
4.4467,57986.9752,g,21.275
4.4491,57986.9777,g,21.277
4.4516,57986.9801,g,21.279
4.4552,57986.9837,g,21.281
4.4624,57986.9909,g,21.286
5.2049,57987.7334,g,21.769
5.446,57987.9745,g,21.922
5.4484,57987.977,g,21.923
5.4508,57987.9794,g,21.925
5.4545,57987.983,g,21.927
6.1509,57988.6795,g,22.341
6.4458,57988.9743,g,22.503
7.097,57989.6255,g,22.819
7.4376,57989.9661,g,22.965
7.4448,57989.9734,g,22.968
7.4509,57989.9794,g,22.971
7.4533,57989.9818,g,22.972
7.4581,57989.9866,g,22.974
8.0431,57990.5716,g,23.19
8.4446,57990.9732,g,23.32
8.4543,57990.9828,g,23.323
8.4591,57990.9877,g,23.325
8.4688,57990.9973,g,23.328
8.9891,57991.5176,g,23.477
9.4457,57991.9742,g,23.597
9.4492,57991.9777,g,23.598
9.4659,57991.9944,g,23.602
9.4712,57991.9997,g,23.603
9.7534,57992.2819,g,23.672
9.768,57992.2965,g,23.676
9.8193,57992.3478,g,23.688
9.905,57992.4335,g,23.709
9.9352,57992.4637,g,23.716
9.9695,57992.498,g,23.724
10.0321,57992.5606,g,23.738
10.0447,57992.5732,g,23.741
10.4462,57992.9747,g,23.831
10.4494,57992.9779,g,23.832
10.4528,57992.9813,g,23.833
10.4583,57992.9868,g,23.834
10.4715,57993.0,g,23.837
10.8813,57993.4098,g,23.925
11.4548,57993.9833,g,24.043
11.8273,57994.3558,g,24.117
12.4469,57994.9755,g,24.234
12.7734,57995.3019,g,24.295
13.4412,57995.9697,g,24.414
13.7195,57996.248,g,24.462
14.4459,57996.9744,g,24.583
14.6655,57997.194,g,24.619
15.4471,57997.9757,g,24.742
15.6116,57998.1401,g,24.767
16.4462,57998.9747,g,24.892
16.5576,57999.0862,g,24.909
17.5037,58000.0322,g,25.044
18.4498,58000.9783,g,25.175
0.4745,57983.0031,r,17.589
0.4752,57983.0037,r,17.588
0.6387,57983.1672,r,17.345
0.9809,57983.5094,r,17.23
1.043,57983.5715,r,17.251
1.4206,57983.9491,r,17.588
1.4478,57983.9764,r,17.624
1.4485,57983.977,r,17.625
1.4492,57983.9777,r,17.626
1.4499,57983.9784,r,17.626
1.4506,57983.9791,r,17.627
1.4512,57983.9798,r,17.628
1.4717,57984.0002,r,17.656
2.3667,57984.8952,r,18.666
2.4392,57984.9678,r,18.713
2.4461,57984.9747,r,18.718
2.4472,57984.9757,r,18.718
2.4479,57984.9764,r,18.719
2.4486,57984.9771,r,18.719
2.4492,57984.9778,r,18.72
2.4515,57984.98,r,18.721
3.3127,57985.8413,r,19.184
3.4541,57985.9826,r,19.253
3.4551,57985.9836,r,19.253
3.4556,57985.9841,r,19.253
3.4558,57985.9843,r,19.253
3.4564,57985.985,r,19.254
3.4571,57985.9856,r,19.254
4.2588,57986.7873,r,19.651
4.4449,57986.9734,r,19.749
4.4467,57986.9752,r,19.75
4.4491,57986.9777,r,19.751
4.4516,57986.9801,r,19.752
4.4552,57986.9837,r,19.754
4.4624,57986.9909,r,19.758
5.2049,57987.7334,r,20.158
5.446,57987.9745,r,20.295
5.4484,57987.977,r,20.296
5.4508,57987.9794,r,20.297
5.4545,57987.983,r,20.3
6.1509,57988.6795,r,20.702
6.4458,57988.9743,r,20.875
7.097,57989.6255,r,21.245
7.4376,57989.9661,r,21.432
7.4448,57989.9734,r,21.436
7.4509,57989.9794,r,21.439
7.4533,57989.9818,r,21.44
7.4581,57989.9866,r,21.443
8.0431,57990.5716,r,21.735
8.4446,57990.9732,r,21.916
8.4543,57990.9828,r,21.92
8.4591,57990.9877,r,21.922
8.4688,57990.9973,r,21.926
8.9891,57991.5176,r,22.131
9.4457,57991.9742,r,22.287
9.4492,57991.9777,r,22.288
9.4659,57991.9944,r,22.294
9.4712,57991.9997,r,22.295
9.7534,57992.2819,r,22.381
9.768,57992.2965,r,22.386
9.8193,57992.3478,r,22.401
9.905,57992.4335,r,22.425
9.9352,57992.4637,r,22.434
9.9695,57992.498,r,22.443
10.0321,57992.5606,r,22.461
10.0447,57992.5732,r,22.464
10.4462,57992.9747,r,22.566
10.4494,57992.9779,r,22.567
10.4528,57992.9813,r,22.568
10.4583,57992.9868,r,22.57
10.4715,57993.0,r,22.573
10.8813,57993.4098,r,22.667
11.4548,57993.9833,r,22.789
11.8273,57994.3558,r,22.863
12.4469,57994.9755,r,22.982
12.7734,57995.3019,r,23.043
13.4412,57995.9697,r,23.162
13.7195,57996.248,r,23.21
14.4459,57996.9744,r,23.332
14.6655,57997.194,r,23.368
15.4471,57997.9757,r,23.491
15.6116,57998.1401,r,23.517
16.4462,57998.9747,r,23.642
16.5576,57999.0862,r,23.659
17.5037,58000.0322,r,23.794
18.4498,58000.9783,r,23.925
0.4745,57983.0031,i,17.63
0.4752,57983.0037,i,17.628
0.6387,57983.1672,i,17.329
0.9809,57983.5094,i,17.089
1.043,57983.5715,i,17.085
1.4206,57983.9491,i,17.257
1.4478,57983.9764,i,17.28
1.4485,57983.977,i,17.281
1.4492,57983.9777,i,17.282
1.4499,57983.9784,i,17.282
1.4506,57983.9791,i,17.283
1.4512,57983.9798,i,17.283
1.4717,57984.0002,i,17.302
2.3667,57984.8952,i,18.112
2.4392,57984.9678,i,18.154
2.4461,57984.9747,i,18.158
2.4472,57984.9757,i,18.159
2.4479,57984.9764,i,18.159
2.4486,57984.9771,i,18.159
2.4492,57984.9778,i,18.16
2.4515,57984.98,i,18.161
3.3127,57985.8413,i,18.541
3.4541,57985.9826,i,18.594
3.4551,57985.9836,i,18.594
3.4556,57985.9841,i,18.594
3.4558,57985.9843,i,18.594
3.4564,57985.985,i,18.594
3.4571,57985.9856,i,18.595
4.2588,57986.7873,i,18.9
4.4449,57986.9734,i,18.977
4.4467,57986.9752,i,18.977
4.4491,57986.9777,i,18.978
4.4516,57986.9801,i,18.979
4.4552,57986.9837,i,18.981
4.4624,57986.9909,i,18.984
5.2049,57987.7334,i,19.307
5.446,57987.9745,i,19.421
5.4484,57987.977,i,19.422
5.4508,57987.9794,i,19.423
5.4545,57987.983,i,19.425
6.1509,57988.6795,i,19.777
6.4458,57988.9743,i,19.936
7.097,57989.6255,i,20.297
7.4376,57989.9661,i,20.492
7.4448,57989.9734,i,20.496
7.4509,57989.9794,i,20.499
7.4533,57989.9818,i,20.501
7.4581,57989.9866,i,20.504
8.0431,57990.5716,i,20.83
8.4446,57990.9732,i,21.047
8.4543,57990.9828,i,21.052
8.4591,57990.9877,i,21.055
8.4688,57990.9973,i,21.06
8.9891,57991.5176,i,21.321
9.4457,57991.9742,i,21.527
9.4492,57991.9777,i,21.528
9.4659,57991.9944,i,21.535
9.4712,57991.9997,i,21.538
9.7534,57992.2819,i,21.653
9.768,57992.2965,i,21.659
9.8193,57992.3478,i,21.679
9.905,57992.4335,i,21.712
9.9352,57992.4637,i,21.723
9.9695,57992.498,i,21.736
10.0321,57992.5606,i,21.759
10.0447,57992.5732,i,21.763
10.4462,57992.9747,i,21.894
10.4494,57992.9779,i,21.895
10.4528,57992.9813,i,21.896
10.4583,57992.9868,i,21.898
10.4715,57993.0,i,21.902
10.8813,57993.4098,i,22.013
11.4548,57993.9833,i,22.146
11.8273,57994.3558,i,22.224
12.4469,57994.9755,i,22.346
12.7734,57995.3019,i,22.408
13.4412,57995.9697,i,22.53
13.7195,57996.248,i,22.579
14.4459,57996.9744,i,22.702
14.6655,57997.194,i,22.738
15.4471,57997.9757,i,22.863
15.6116,57998.1401,i,22.889
16.4462,57998.9747,i,23.015
16.5576,57999.0862,i,23.032
17.5037,58000.0322,i,23.167
18.4498,58000.9783,i,23.298
0.4745,57983.0031,z,17.805
0.4752,57983.0037,z,17.803
0.6387,57983.1672,z,17.467
0.9809,57983.5094,z,17.144
1.043,57983.5715,z,17.123
1.4206,57983.9491,z,17.184
1.4478,57983.9764,z,17.198
1.4485,57983.977,z,17.198
1.4492,57983.9777,z,17.199
1.4499,57983.9784,z,17.199
1.4506,57983.9791,z,17.2
1.4512,57983.9798,z,17.2
1.4717,57984.0002,z,17.212
2.3667,57984.8952,z,17.883
2.4392,57984.9678,z,17.922
2.4461,57984.9747,z,17.926
2.4472,57984.9757,z,17.926
2.4479,57984.9764,z,17.926
2.4486,57984.9771,z,17.927
2.4492,57984.9778,z,17.927
2.4515,57984.98,z,17.928
3.3127,57985.8413,z,18.248
3.4541,57985.9826,z,18.29
3.4551,57985.9836,z,18.29
3.4556,57985.9841,z,18.29
3.4558,57985.9843,z,18.29
3.4564,57985.985,z,18.29
3.4571,57985.9856,z,18.291
4.2588,57986.7873,z,18.525
4.4449,57986.9734,z,18.584
4.4467,57986.9752,z,18.585
4.4491,57986.9777,z,18.586
4.4516,57986.9801,z,18.586
4.4552,57986.9837,z,18.587
4.4624,57986.9909,z,18.59
5.2049,57987.7334,z,18.845
5.446,57987.9745,z,18.938
5.4484,57987.977,z,18.939
5.4508,57987.9794,z,18.94
5.4545,57987.983,z,18.941
6.1509,57988.6795,z,19.237
6.4458,57988.9743,z,19.374
7.097,57989.6255,z,19.698
7.4376,57989.9661,z,19.881
7.4448,57989.9734,z,19.885
7.4509,57989.9794,z,19.888
7.4533,57989.9818,z,19.89
7.4581,57989.9866,z,19.892
8.0431,57990.5716,z,20.213
8.4446,57990.9732,z,20.441
8.4543,57990.9828,z,20.446
8.4591,57990.9877,z,20.449
8.4688,57990.9973,z,20.454
8.9891,57991.5176,z,20.744
9.4457,57991.9742,z,20.988
9.4492,57991.9777,z,20.99
9.4659,57991.9944,z,20.999
9.4712,57991.9997,z,21.001
9.7534,57992.2819,z,21.145
9.768,57992.2965,z,21.152
9.8193,57992.3478,z,21.178
9.905,57992.4335,z,21.22
9.9352,57992.4637,z,21.234
9.9695,57992.498,z,21.25
10.0321,57992.5606,z,21.28
10.0447,57992.5732,z,21.285
10.4462,57992.9747,z,21.454
10.4494,57992.9779,z,21.455
10.4528,57992.9813,z,21.456
10.4583,57992.9868,z,21.458
10.4715,57993.0,z,21.463
10.8813,57993.4098,z,21.602
11.4548,57993.9833,z,21.756
11.8273,57994.3558,z,21.841
12.4469,57994.9755,z,21.97
12.7734,57995.3019,z,22.035
13.4412,57995.9697,z,22.162
13.7195,57996.248,z,22.213
14.4459,57996.9744,z,22.34
14.6655,57997.194,z,22.378
15.4471,57997.9757,z,22.505
15.6116,57998.1401,z,22.532
16.4462,57998.9747,z,22.66
16.5576,57999.0862,z,22.676
17.5037,58000.0322,z,22.813
18.4498,58000.9783,z,22.943
0.4745,57983.0031,Y,17.833
0.4752,57983.0037,Y,17.832
0.6387,57983.1672,Y,17.479
0.9809,57983.5094,Y,17.122
1.043,57983.5715,Y,17.094
1.4206,57983.9491,Y,17.109
1.4478,57983.9764,Y,17.119
1.4485,57983.977,Y,17.12
1.4492,57983.9777,Y,17.12
1.4499,57983.9784,Y,17.12
1.4506,57983.9791,Y,17.121
1.4512,57983.9798,Y,17.121
1.4717,57984.0002,Y,17.13
2.3667,57984.8952,Y,17.743
2.4392,57984.9678,Y,17.781
2.4461,57984.9747,Y,17.784
2.4472,57984.9757,Y,17.785
2.4479,57984.9764,Y,17.785
2.4486,57984.9771,Y,17.786
2.4492,57984.9778,Y,17.786
2.4515,57984.98,Y,17.787
3.3127,57985.8413,Y,18.082
3.4541,57985.9826,Y,18.119
3.4551,57985.9836,Y,18.119
3.4556,57985.9841,Y,18.119
3.4558,57985.9843,Y,18.119
3.4564,57985.985,Y,18.119
3.4571,57985.9856,Y,18.119
4.2588,57986.7873,Y,18.322
4.4449,57986.9734,Y,18.374
4.4467,57986.9752,Y,18.375
4.4491,57986.9777,Y,18.375
4.4516,57986.9801,Y,18.376
4.4552,57986.9837,Y,18.377
4.4624,57986.9909,Y,18.379
5.2049,57987.7334,Y,18.604
5.446,57987.9745,Y,18.687
5.4484,57987.977,Y,18.688
5.4508,57987.9794,Y,18.688
5.4545,57987.983,Y,18.69
6.1509,57988.6795,Y,18.957
6.4458,57988.9743,Y,19.083
7.097,57989.6255,Y,19.385
7.4376,57989.9661,Y,19.558
7.4448,57989.9734,Y,19.562
7.4509,57989.9794,Y,19.565
7.4533,57989.9818,Y,19.566
7.4581,57989.9866,Y,19.569
8.0431,57990.5716,Y,19.878
8.4446,57990.9732,Y,20.103
8.4543,57990.9828,Y,20.109
8.4591,57990.9877,Y,20.111
8.4688,57990.9973,Y,20.117
8.9891,57991.5176,Y,20.41
9.4457,57991.9742,Y,20.664
9.4492,57991.9777,Y,20.666
9.4659,57991.9944,Y,20.675
9.4712,57991.9997,Y,20.678
9.7534,57992.2819,Y,20.831
9.768,57992.2965,Y,20.838
9.8193,57992.3478,Y,20.866
9.905,57992.4335,Y,20.911
9.9352,57992.4637,Y,20.927
9.9695,57992.498,Y,20.945
10.0321,57992.5606,Y,20.977
10.0447,57992.5732,Y,20.983
10.4462,57992.9747,Y,21.168
10.4494,57992.9779,Y,21.169
10.4528,57992.9813,Y,21.171
10.4583,57992.9868,Y,21.173
10.4715,57993.0,Y,21.179
10.8813,57993.4098,Y,21.331
11.4548,57993.9833,Y,21.498
11.8273,57994.3558,Y,21.588
12.4469,57994.9755,Y,21.722
12.7734,57995.3019,Y,21.789
13.4412,57995.9697,Y,21.92
13.7195,57996.248,Y,21.972
14.4459,57996.9744,Y,22.103
14.6655,57997.194,Y,22.141
15.4471,57997.9757,Y,22.271
15.6116,57998.1401,Y,22.298
16.4462,57998.9747,Y,22.427
16.5576,57999.0862,Y,22.444
17.5037,58000.0322,Y,22.581
18.4498,58000.9783,Y,22.711
0.4745,57983.0031,H,18.512
0.4752,57983.0037,H,18.51
0.6387,57983.1672,H,18.088
0.9809,57983.5094,H,17.577
1.043,57983.5715,H,17.519
1.4206,57983.9491,H,17.324
1.4478,57983.9764,H,17.318
1.4485,57983.977,H,17.318
1.4492,57983.9777,H,17.318
1.4499,57983.9784,H,17.318
1.4506,57983.9791,H,17.318
1.4512,57983.9798,H,17.318
1.4717,57984.0002,H,17.314
2.3667,57984.8952,H,17.656
2.4392,57984.9678,H,17.688
2.4461,57984.9747,H,17.691
2.4472,57984.9757,H,17.691
2.4479,57984.9764,H,17.691
2.4486,57984.9771,H,17.692
2.4492,57984.9778,H,17.692
2.4515,57984.98,H,17.693
3.3127,57985.8413,H,17.868
3.4541,57985.9826,H,17.879
3.4551,57985.9836,H,17.879
3.4556,57985.9841,H,17.879
3.4558,57985.9843,H,17.879
3.4564,57985.985,H,17.879
3.4571,57985.9856,H,17.879
4.2588,57986.7873,H,17.92
4.4449,57986.9734,H,17.931
4.4467,57986.9752,H,17.931
4.4491,57986.9777,H,17.931
4.4516,57986.9801,H,17.931
4.4552,57986.9837,H,17.931
4.4624,57986.9909,H,17.932
5.2049,57987.7334,H,17.986
5.446,57987.9745,H,18.01
5.4484,57987.977,H,18.011
5.4508,57987.9794,H,18.011
5.4545,57987.983,H,18.011
6.1509,57988.6795,H,18.106
6.4458,57988.9743,H,18.157
7.097,57989.6255,H,18.293
7.4376,57989.9661,H,18.38
7.4448,57989.9734,H,18.382
7.4509,57989.9794,H,18.384
7.4533,57989.9818,H,18.384
7.4581,57989.9866,H,18.385
8.0431,57990.5716,H,18.553
8.4446,57990.9732,H,18.686
8.4543,57990.9828,H,18.69
8.4591,57990.9877,H,18.691
8.4688,57990.9973,H,18.695
8.9891,57991.5176,H,18.886
9.4457,57991.9742,H,19.069
9.4492,57991.9777,H,19.07
9.4659,57991.9944,H,19.077
9.4712,57991.9997,H,19.08
9.7534,57992.2819,H,19.202
9.768,57992.2965,H,19.208
9.8193,57992.3478,H,19.231
9.905,57992.4335,H,19.27
9.9352,57992.4637,H,19.283
9.9695,57992.498,H,19.299
10.0321,57992.5606,H,19.327
10.0447,57992.5732,H,19.333
10.4462,57992.9747,H,19.51
10.4494,57992.9779,H,19.511
10.4528,57992.9813,H,19.512
10.4583,57992.9868,H,19.515
10.4715,57993.0,H,19.52
10.8813,57993.4098,H,19.685
11.4548,57993.9833,H,19.884
11.8273,57994.3558,H,19.997
12.4469,57994.9755,H,20.162
12.7734,57995.3019,H,20.246
13.4412,57995.9697,H,20.406
13.7195,57996.248,H,20.47
14.4459,57996.9744,H,20.626
14.6655,57997.194,H,20.671
15.4471,57997.9757,H,20.82
15.6116,57998.1401,H,20.85
16.4462,57998.9747,H,20.992
16.5576,57999.0862,H,21.01
17.5037,58000.0322,H,21.153
18.4498,58000.9783,H,21.281
0.4745,57983.0031,K,18.961
0.4752,57983.0037,K,18.958
0.6387,57983.1672,K,18.513
0.9809,57983.5094,K,17.951
1.043,57983.5715,K,17.884
1.4206,57983.9491,K,17.621
1.4478,57983.9764,K,17.61
1.4485,57983.977,K,17.61
1.4492,57983.9777,K,17.61
1.4499,57983.9784,K,17.609
1.4506,57983.9791,K,17.609
1.4512,57983.9798,K,17.609
1.4717,57984.0002,K,17.601
2.3667,57984.8952,K,17.853
2.4392,57984.9678,K,17.884
2.4461,57984.9747,K,17.887
2.4472,57984.9757,K,17.887
2.4479,57984.9764,K,17.887
2.4486,57984.9771,K,17.888
2.4492,57984.9778,K,17.888
2.4515,57984.98,K,17.889
3.3127,57985.8413,K,18.024
3.4541,57985.9826,K,18.026
3.4551,57985.9836,K,18.026
3.4556,57985.9841,K,18.026
3.4558,57985.9843,K,18.026
3.4564,57985.985,K,18.026
3.4571,57985.9856,K,18.026
4.2588,57986.7873,K,18.01
4.4449,57986.9734,K,18.006
4.4467,57986.9752,K,18.006
4.4491,57986.9777,K,18.006
4.4516,57986.9801,K,18.006
4.4552,57986.9837,K,18.006
4.4624,57986.9909,K,18.005
5.2049,57987.7334,K,17.997
5.446,57987.9745,K,18.001
5.4484,57987.977,K,18.001
5.4508,57987.9794,K,18.001
5.4545,57987.983,K,18.001
6.1509,57988.6795,K,18.03
6.4458,57988.9743,K,18.052
7.097,57989.6255,K,18.121
7.4376,57989.9661,K,18.169
7.4448,57989.9734,K,18.17
7.4509,57989.9794,K,18.171
7.4533,57989.9818,K,18.172
7.4581,57989.9866,K,18.172
8.0431,57990.5716,K,18.273
8.4446,57990.9732,K,18.357
8.4543,57990.9828,K,18.36
8.4591,57990.9877,K,18.361
8.4688,57990.9973,K,18.363
8.9891,57991.5176,K,18.489
9.4457,57991.9742,K,18.613
9.4492,57991.9777,K,18.614
9.4659,57991.9944,K,18.619
9.4712,57991.9997,K,18.621
9.7534,57992.2819,K,18.706
9.768,57992.2965,K,18.71
9.8193,57992.3478,K,18.726
9.905,57992.4335,K,18.754
9.9352,57992.4637,K,18.764
9.9695,57992.498,K,18.775
10.0321,57992.5606,K,18.795
10.0447,57992.5732,K,18.799
10.4462,57992.9747,K,18.931
10.4494,57992.9779,K,18.932
10.4528,57992.9813,K,18.933
10.4583,57992.9868,K,18.935
10.4715,57993.0,K,18.939
10.8813,57993.4098,K,19.072
11.4548,57993.9833,K,19.249
11.8273,57994.3558,K,19.358
12.4469,57994.9755,K,19.525
12.7734,57995.3019,K,19.61
13.4412,57995.9697,K,19.775
13.7195,57996.248,K,19.841
14.4459,57996.9744,K,20.002
14.6655,57997.194,K,20.049
15.4471,57997.9757,K,20.202
15.6116,57998.1401,K,20.233
16.4462,57998.9747,K,20.378
16.5576,57999.0862,K,20.396
17.5037,58000.0322,K,20.539
18.4498,58000.9783,K,20.668
