# Melissa Graham, nightly_epoch_magnitude_limits.ipynb 
# UTC = Mon, 11 Sep 2023 01:51:05 +0000 
# 
# Columns 
#  0 field 
#  1 calendar date 
#  2 MJD 
#  3 filter 
#  4 number of images combined 
#  5 limitng magnitude (mean of image magnitude limits) 
#  6 limitng magnitude uncertainty (std dev) 
# 
ELAIS     2021-10-05 59492.214412 g  20 24.566  0.032 
ELAIS     2021-10-05 59492.215593 r  20 24.653  0.038 
ELAIS     2021-10-05 59492.217174 i  20 24.506  0.029 
ELAIS     2021-10-11 59498.207458 g  20 23.972  0.106 
ELAIS     2021-10-11 59498.208640 r  20 24.028  0.119 
ELAIS     2021-10-11 59498.210221 i  20 23.768  0.121 
ELAIS     2021-10-14 59501.209894 g  20 23.485  0.040 
ELAIS     2021-10-14 59501.211074 r  20 23.818  0.042 
ELAIS     2021-10-14 59501.212653 i  20 23.780  0.065 
ELAIS     2021-10-17 59504.118746 g  20 22.515  0.061 
ELAIS     2021-10-17 59504.119928 r  20 22.965  0.038 
ELAIS     2021-10-17 59504.121515 i  20 23.129  0.039 
ELAIS     2021-10-20 59507.145725 g  20 22.213  0.080 
ELAIS     2021-10-20 59507.146909 r  20 22.710  0.109 
ELAIS     2021-10-20 59507.148485 i  20 22.994  0.061 
ELAIS     2021-10-23 59510.143951 g  20 22.375  0.052 
ELAIS     2021-10-23 59510.145126 r  20 22.859  0.069 
ELAIS     2021-10-23 59510.146705 i  20 23.021  0.043 
ELAIS     2021-10-25 59512.210385 g  20 22.909  0.100 
ELAIS     2021-10-25 59512.211573 r  20 23.406  0.099 
ELAIS     2021-10-25 59512.213158 i  20 23.427  0.084 
ELAIS     2021-10-29 59516.204634 g  17 22.336  1.554 
ELAIS     2021-10-29 59516.206097 r  16 22.678  1.109 
ELAIS     2021-10-29 59516.209268 i  20 21.530  1.660 
ELAIS     2021-11-01 59519.205451 g  20 23.461  0.371 
ELAIS     2021-11-01 59519.206634 r  20 23.530  0.102 
ELAIS     2021-11-01 59519.208228 i  20 23.138  0.208 
ELAIS     2021-11-04 59522.206549 g  20 24.016  0.069 
ELAIS     2021-11-04 59522.207729 r  20 24.002  0.059 
ELAIS     2021-11-04 59522.209311 i  20 23.595  0.058 
ELAIS     2021-11-07 59525.209267 r  18 23.613  0.074 
ELAIS     2021-11-07 59525.210187 g  20 23.626  0.118 
ELAIS     2021-11-07 59525.210854 i  18 23.124  0.140 
ELAIS     2021-11-10 59528.205626 g  20 23.915  0.069 
ELAIS     2021-11-10 59528.206803 r  20 23.960  0.098 
ELAIS     2021-11-10 59528.208389 i  20 23.627  0.080 
ELAIS     2021-11-14 59532.202502 g  16 22.243  0.111 
ELAIS     2021-11-14 59532.203682 r  16 22.721  0.076 
ELAIS     2021-11-14 59532.205271 i  16 22.699  0.074 
ELAIS     2021-11-16 59534.218012 r  14 22.798  0.071 
ELAIS     2021-11-16 59534.218930 g  16 22.289  0.099 
ELAIS     2021-11-16 59534.219595 i  14 22.946  0.050 
ELAIS     2021-11-19 59537.196274 g  10 22.428  0.034 
ELAIS     2021-11-19 59537.197452 r  10 23.002  0.020 
ELAIS     2021-11-19 59537.199032 i  10 23.151  0.016 
ELAIS     2021-11-22 59540.201696 g  10 22.255  0.084 
ELAIS     2021-11-22 59540.202838 r  10 22.769  0.127 
ELAIS     2021-11-22 59540.204489 i  10 22.851  0.063 
ELAIS     2021-11-28 59546.199002 g  10 23.700  0.030 
ELAIS     2021-11-28 59546.200192 r  10 23.709  0.042 
ELAIS     2021-11-28 59546.201778 i  10 23.252  0.042 
ELAIS     2021-12-01 59549.196275 g  10 23.841  0.080 
ELAIS     2021-12-01 59549.197452 r  10 23.750  0.052 
ELAIS     2021-12-01 59549.199036 i  10 23.163  0.067 
ELAIS     2021-12-04 59552.200636 g  10 23.454  0.082 
ELAIS     2021-12-04 59552.201816 r  10 23.455  0.072 
ELAIS     2021-12-04 59552.203560 i  10 22.975  0.085 
ELAIS     2021-12-10 59558.201717 g  10 23.496  0.118 
ELAIS     2021-12-10 59558.202894 r  10 23.688  0.051 
ELAIS     2021-12-10 59558.204482 i  10 23.292  0.022 
