# archfnmbase            ra         dec        mjd          filt  airm  object       expt  seqid                     class                type   moonsep moonill medpixval  
c4d_220103_023312_ori      7.874596 -43.009600 59582.106399 i      1.56 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     65.64   0.003          0 
c4d_210929_082720_ori    116.320004 -26.250000 59486.352326 z      1.44 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      55.18   0.475       2206 
c4d_210518_070703_ori    270.889996 -29.530000 59352.296563 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL     142.17   0.347          0 
c4d_210429_082355_ori    270.889996 -29.530000 59333.349943 r      1.00 DECaPS-East   25.0 DECaPSEast-DDF-A-MOON     DECaPS-East          GAL      21.88   0.928       2834 
c4d_210929_084842_ori    116.320004 -26.250000 59486.367160 z      1.33 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      55.16   0.474       2200 
c4d_211210_050529_ori      7.874596 -43.009600 59558.212147 i      2.03 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.12   0.412       2976 
c4d_211204_080151_ori    116.320004 -26.250000 59552.334626 i      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     114.62   0.000          0 
c4d_220113_022600_ori      7.874596 -43.009600 59592.101393 g      1.79 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     77.93   0.800          0 
c4d_210415_012412_ori    150.780000   1.750000 59319.058477 i      1.18 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     95.50   0.077          0 
c4d_210530_072621_ori    270.889996 -29.530000 59364.309966 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL      31.10   0.802      10958 
c4d_211023_001738_ori    270.889996 -29.530000 59510.012254 z      1.44 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     145.46   0.948          0 
c4d_211231_062920_ori    116.320004 -26.250000 59579.270376 r      1.01 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL     110.22   0.092          0 
c4d_210918_084544_ori    116.320004 -26.250000 59475.365098 r      1.59 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     126.99   0.922          0 
c4d_211204_044238_ori      9.499996 -43.998000 59552.196281 g      1.59 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     94.83   0.000          0 
c4d_210427_001136_ori    150.780000   1.750000 59331.008058 i      1.18 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     64.28   0.999          0 
c4d_210331_033114_ori    150.000000   3.100000 59304.146699 g      1.28 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     73.66   0.919          0 
c4d_210322_020203_ori    150.000000   3.100000 59295.084761 i      1.22 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     55.84   0.548       3426 
c4d_210428_235255_ori    150.000000   3.100000 59332.995088 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     94.74   0.949          0 
c4d_211110_072951_ori    116.320004 -26.250000 59528.312406 i      1.08 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.60   0.368          0 
c4d_211107_045910_ori      7.874596 -43.009600 59525.207757 g      1.23 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.97   0.079          0 
c4d_210530_064748_ori    270.889996 -29.530000 59364.283204 r      1.01 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS-East          GAL      30.86   0.804       3928 
c4d_211122_050208_ori      7.874596 -43.009600 59540.209816 g      1.47 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    103.12   0.930          0 
c4d_211020_032623_ori      7.874596 -43.009600 59507.143327 g      1.03 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     50.15   0.997       3572 
c4d_210409_015509_ori    149.220000   1.750000 59313.079966 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    159.49   0.088          0 
c4d_211011_084615_ori    116.320004 -26.250000 59498.365453 z      1.17 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     120.44   0.303          0 
c4d_210503_084746_ori    270.889996 -29.530000 59337.366508 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      36.72   0.551       2705 
c4d_210917_030450_ori      7.874596 -43.009600 59474.128361 r      1.18 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     51.71   0.836       2857 
c4d_210322_093149_ori    270.889996 -29.530000 59295.397104 g      1.04 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     169.97   0.578          0 
c4d_210527_100137_ori      9.499996 -43.998000 59361.417791 r      1.27 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.19   0.986          0 
c4d_210427_001737_ori    150.000000   3.100000 59331.012238 i      1.19 COSMOS-1     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     65.37   0.999          0 
c4d_211210_075928_ori    116.320004 -26.250000 59558.332974 i      1.02 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     120.90   0.424          0 
c4d_210415_084747_ori    270.889996 -29.530000 59319.366523 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     149.63   0.093          0 
c4d_210518_073743_ori    270.889996 -29.530000 59352.317867 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     141.82   0.349          0 
c4d_210409_091219_ori    270.889996 -29.530000 59313.383555 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      78.62   0.071          0 
c4d_211122_043802_ori      7.874596 -43.009600 59540.193087 r      1.36 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    103.00   0.931          0 
c4d_211201_044208_ori      7.874596 -43.009600 59549.195928 g      1.56 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    128.21   0.139          0 
c4d_210604_234700_ori    150.000000   3.100000 59369.990979 r      1.37 COSMOS-1      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    134.61   0.248          0 
c4d_220122_062433_ori    116.320004 -26.250000 59601.267051 z      1.12 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      65.93   0.826          0 
c4d_210503_102824_ori    270.889996 -29.530000 59337.436390 z      1.17 DECaPS-East   30.0 DECaPSEast-DDF-A-TWI      DECaPS-East          GAL      37.31   0.543       5090 
c4d_211224_015419_ori      9.499996 -43.998000 59572.079390 g      1.22 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    138.75   0.793          0 
c4d_210512_015458_ori    149.220000   1.750000 59346.079847 g      1.51 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     96.49   0.001          0 
c4d_211014_052615_ori      7.874596 -43.009600 59501.226563 i      1.09 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     53.29   0.620       2943 
c4d_210923_015914_ori      7.874596 -43.009600 59480.082805 r      1.29 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     52.13   0.955       3080 
c4d_210527_080825_ori    270.889996 -29.530000 59361.339184 g      1.08 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      14.13   0.988      10240 
c4d_210524_065800_ori    270.889996 -29.530000 59358.290285 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      60.18   0.929          0 
c4d_210324_000825_ori    150.780000   1.750000 59297.005855 r      1.50 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     34.24   0.732       3024 
c4d_211201_075441_ori    116.320004 -26.250000 59549.329644 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      87.65   0.128          0 
c4d_211128_073826_ori    116.320004 -26.250000 59546.318366 z      1.01 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      63.64   0.418          0 
c4d_210524_003703_ori    150.780000   1.750000 59358.025734 i      1.35 COSMOS-3      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     57.69   0.911       3787 
c4d_211017_084721_ori    116.320004 -26.250000 59504.366215 z      1.12 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     117.96   0.895          0 
c4d_210923_015744_ori      7.874596 -43.009600 59480.081765 g      1.30 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     52.12   0.955       2685 
c4d_210418_090734_ori    270.889996 -29.530000 59322.380257 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     173.14   0.316          0 
c4d_211025_082634_ori    116.320004 -26.250000 59512.351784 g      1.09 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      61.45   0.811          0 
c4d_210605_000409_ori    150.780000   1.750000 59370.002892 g      1.40 COSMOS-3      10.0 COSMOS-AGN-1              None                 None    135.33   0.247          0 
c4d_211014_044808_ori      7.874596 -43.009600 59501.200100 r      1.05 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     53.48   0.618       2174 
c4d_210319_003732_ori    150.000000   3.100000 59292.026074 r      1.47 COSMOS-1      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     91.31   0.265          0 
c4d_210923_023409_ori      7.874596 -43.009600 59480.107056 g      1.19 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     52.32   0.954       2665 
c4d_211107_043611_ori      7.874596 -43.009600 59525.191795 r      1.17 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     89.20   0.078          0 
c4d_211114_043922_ori      9.499996 -43.998000 59532.194011 i      1.24 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     39.40   0.766       4103 
c4d_210530_085451_ori    270.889996 -29.530000 59364.371427 g      1.21 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      31.65   0.796       4102 
c4d_211021_084101_ori    116.320004 -26.250000 59508.361826 r      1.10 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      88.62   0.994          0 
c4d_211114_072625_ori    116.320004 -26.250000 59532.310013 r      1.06 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     113.23   0.776          0 
c4d_210331_033243_ori    150.000000   3.100000 59304.147721 r      1.28 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     73.67   0.919          0 
c4d_211107_043440_ori      7.874596 -43.009600 59525.190750 g      1.17 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     89.22   0.078          0 
c4d_211101_045542_ori      7.874596 -43.009600 59519.205355 i      1.17 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    143.76   0.178          0 
c4d_210509_023610_ori    149.220000   1.750000 59343.108457 i      1.70 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    129.70   0.065          0 
c4d_210415_010242_ori    150.780000   1.750000 59319.043548 g      1.18 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     95.68   0.076          0 
c4d_210409_091739_ori    270.889996 -29.530000 59313.387267 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      78.66   0.071          0 
c4d_210406_004510_ori    150.000000   3.100000 59310.031377 g      1.24 COSMOS-1      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    152.72   0.331          0 
c4d_210509_090325_ori    270.889996 -29.530000 59343.377382 z      1.05 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     111.90   0.053          0 
c4d_211011_083630_ori    116.320004 -26.250000 59498.358690 g      1.20 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     120.38   0.303          0 
c4d_210429_004410_ori    150.000000   3.100000 59333.030678 g      1.20 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          None                 None     95.28   0.947          0 
c4d_210515_013115_ori    150.000000   3.100000 59349.063371 g      1.46 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          None                 None     62.77   0.094          0 
c4d_220109_054735_ori    116.320004 -26.250000 59588.241378 z      1.01 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     103.33   0.450          0 
c4d_210602_065634_ori    270.889996 -29.530000 59367.289292 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL      71.08   0.503          0 
c4d_211101_042757_ori      7.874596 -43.009600 59519.186085 g      1.11 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    143.75   0.179          0 
c4d_210607_231641_ori    149.220000   1.750000 59372.969922 g      1.30 COSMOS-2      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    100.69   0.055          0 
c4d_220103_065244_ori    150.000000   3.100000 59582.286626 r      1.24 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    137.72   0.005          0 
c4d_211207_074326_ori    116.320004 -26.250000 59555.321831 z      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     129.42   0.131          0 
c4d_210412_090107_ori    270.889996 -29.530000 59316.375780 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL     114.74   0.002          0 
c4d_220103_023119_ori      7.874596 -43.009600 59582.105086 r      1.55 ELAIS-E1      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     65.66   0.003          0 
c4d_210412_002748_ori    150.780000   1.750000 59316.019310 g      1.22 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    130.11   0.001          0 
c4d_211021_083857_ori    116.320004 -26.250000 59508.360387 g      1.10 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      88.63   0.994          0 
c4d_210518_072803_ori    270.889996 -29.530000 59352.311147 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     141.93   0.349          0 
c4d_210503_083110_ori    270.889996 -29.530000 59337.354979 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      36.61   0.552       2720 
c4d_210929_090022_ori    116.320004 -26.250000 59486.375259 g      1.28 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      55.15   0.473       2029 
c4d_220113_050456_ori    116.320004 -26.250000 59592.211770 i      1.00 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      73.76   0.809          0 
c4d_210604_234838_ori    150.000000   3.100000 59369.992118 i      1.38 COSMOS-1      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    134.59   0.248          0 
c4d_210509_013444_ori    150.000000   3.100000 59343.065794 g      1.38 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    130.98   0.067          0 
c4d_210518_073322_ori    270.889996 -29.530000 59352.314847 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     141.87   0.349          0 
c4d_210923_084851_ori    116.320004 -26.250000 59480.367265 z      1.45 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      93.70   0.943          0 
c4d_210524_093857_ori      7.874596 -43.009600 59358.402050 i      1.37 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    123.33   0.936          0 
c4d_211020_030527_ori      7.874596 -43.009600 59507.128791 i      1.03 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     50.05   0.997       5199 
c4d_211224_022754_ori      7.874596 -43.009600 59572.102720 i      1.34 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    140.40   0.791          0 
c4d_210418_004348_ori    150.000000   3.100000 59322.030422 g      1.20 COSMOS-1      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     60.12   0.285          0 
c4d_210429_083752_ori    270.889996 -29.530000 59333.359640 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-B-MOON     None                 None     21.79   0.927          0 
c4d_211201_045542_ori      7.874596 -43.009600 59549.205350 r      1.64 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    128.11   0.138          0 
c4d_210512_032701_ori    150.000000   3.100000 59346.143766 i      2.51 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     95.83   0.001          0 
c4d_211011_085556_ori    116.320004 -26.250000 59498.372184 i      1.15 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     120.50   0.304          0 
c4d_210409_091100_ori    270.889996 -29.530000 59313.382648 r      1.01 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL      78.61   0.071          0 
c4d_211011_043623_ori      9.499996 -43.998000 59498.191938 g      1.04 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     85.80   0.285          0 
c4d_220118_070010_ori    150.000000   3.100000 59597.291788 r      1.19 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     33.15   0.998       7007 
c4d_210331_020954_ori    150.000000   3.100000 59304.090216 i      1.19 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     72.97   0.923          0 
c4d_211104_045115_ori      9.499996 -43.998000 59522.202267 i      1.17 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.35   0.007          0 
c4d_211107_045632_ori      9.499996 -43.998000 59525.205927 i      1.21 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     89.46   0.079          0 
c4d_211025_051458_ori      7.874596 -43.009600 59512.218737 i      1.15 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     96.42   0.820          0 
c4d_211020_032144_ori      9.499996 -43.998000 59507.140093 r      1.03 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     50.75   0.997       3961 
c4d_210527_104323_ori      9.499996 -43.998000 59361.446801 z      1.16 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           None                 None     87.92   0.985          0 
c4d_220106_053231_ori    116.320004 -26.250000 59585.230914 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     123.72   0.162          0 
c4d_210319_003000_ori    150.780000   1.750000 59292.020840 g      1.49 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     92.54   0.264          0 
c4d_210328_073009_ori    270.889996 -29.530000 59301.312613 g      1.26 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      91.08   0.995          0 
c4d_210522_090823_ori      9.499996 -43.998000 59356.380827 i      1.59 ELAIS-E2     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    139.06   0.772          0 
c4d_210522_071247_ori    270.889996 -29.530000 59356.300549 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL      89.27   0.764          0 
c4d_211029_051329_ori      9.499996 -43.998000 59516.217703 r      1.17 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    130.74   0.464          0 
c4d_210509_093238_ori    270.889996 -29.530000 59343.397670 g      1.10 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     112.15   0.052          0 
c4d_211216_053059_ori    116.320004 -26.250000 59564.229850 r      1.05 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      78.63   0.925          0 
c4d_211224_054151_ori    116.320004 -26.250000 59572.237402 i      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      56.42   0.780       2087 
c4d_210424_225826_ori    122.277917 -30.322499 59328.957255 r      1.00 pointing       5.0 None                      None                 None     69.59   0.928          0 
c4d_210415_083610_ori    270.889996 -29.530000 59319.358454 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     149.51   0.093          0 
c4d_211219_051045_ori    116.320004 -26.250000 59567.215807 i      1.06 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      59.77   1.000       2400 
c4d_211017_023242_ori      9.499996 -43.998000 59504.106044 i      1.06 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.59   0.878       4450 
c4d_210324_083932_ori    270.889996 -29.530000 59297.360789 g      1.11 DECaPS-East   96.0 DECaPSEast-DDF            DECaPS-East          GAL     146.14   0.764          0 
c4d_210926_043929_ori      7.874596 -43.009600 59483.194096 i      1.03 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     80.07   0.761          0 
c4d_220116_073202_ori    150.780000   1.750000 59595.313914 g      1.18 COSMOS-3      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     56.95   0.974       3689 
c4d_220123_060350_ori    116.320004 -26.250000 59602.252666 g      1.09 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      73.09   0.741          0 
c4d_220103_052441_ori    116.320004 -26.250000 59582.225485 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     128.41   0.004          0 
c4d_210604_235037_ori    150.000000   3.100000 59369.993491 i      1.39 COSMOS-1      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    134.57   0.248          0 
c4d_210503_002628_ori    150.000000   3.100000 59337.018383 g      1.20 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          None                 None    149.66   0.588          0 
c4d_210328_020458_ori    149.220000   1.750000 59301.086790 i      1.18 COSMOS-2      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     31.30   0.991       3206 
c4d_210524_090203_ori      7.874596 -43.009600 59358.376432 i      1.55 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.59   0.934          0 
c4d_211114_043321_ori      7.874596 -43.009600 59532.189833 i      1.24 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.04   0.765       4062 
c4d_211020_030332_ori      7.874596 -43.009600 59507.127455 r      1.03 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     50.04   0.997       3994 
c4d_210418_005313_ori    149.220000   1.750000 59322.036959 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     60.02   0.286          0 
c4d_211101_073752_ori    116.320004 -26.250000 59519.317967 r      1.14 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      66.20   0.168          0 
c4d_220109_074734_ori    150.780000   1.750000 59588.324707 g      1.18 COSMOS-3      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    137.00   0.458          0 
c4d_210322_004436_ori    149.220000   1.750000 59295.030978 r      1.35 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     56.27   0.542       2332 
c4d_210403_011125_ori    149.220000   1.750000 59307.049605 i      1.20 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    115.01   0.652          0 
c4d_210512_083452_ori    270.889996 -29.530000 59346.357552 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL     146.83   0.003          0 
c4d_211023_030251_ori      7.874596 -43.009600 59510.126980 i      1.03 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     76.63   0.943          0 
c4d_211224_021955_ori      9.499996 -43.998000 59572.097175 r      1.29 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    138.86   0.791          0 
c4d_211119_063825_ori    116.320004 -26.250000 59537.276685 r      1.11 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      76.39   1.000          0 
c4d_210512_082853_ori    270.889996 -29.530000 59346.353396 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS-East          GAL     146.77   0.003          0 
c4d_220118_074224_ori    149.220000   1.750000 59597.321120 r      1.21 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     33.31   0.997       8256 
c4d_210322_092941_ori    270.889996 -29.530000 59295.395616 g      1.05 DECaPS-East   10.0 DECaPSEast-DDF-B          None                 None    169.99   0.578          0 
c4d_210328_015836_ori    150.000000   3.100000 59301.082369 i      1.20 COSMOS-1      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     30.31   0.991       3215 
c4d_210524_001824_ori    149.220000   1.750000 59358.012786 g      1.31 COSMOS-2      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     59.10   0.910       3164 
c4d_210418_003140_ori    149.220000   1.750000 59322.021992 g      1.18 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     60.16   0.285          0 
c4d_211011_044635_ori      7.874596 -43.009600 59498.199023 i      1.04 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     85.18   0.286          0 
c4d_220122_062531_ori    116.320004 -26.250000 59601.267726 g      1.12 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      65.93   0.826          0 
c4d_211216_053618_ori    116.320004 -26.250000 59564.233550 r      1.04 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      78.61   0.925          0 
c4d_210415_030155_ori    150.000000   3.100000 59319.126335 g      1.35 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     93.44   0.081          0 
c4d_211128_075951_ori    116.320004 -26.250000 59546.333233 z      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      63.71   0.417          0 
c4d_210611_000231_ori    149.220000   1.750000 59376.001750 i      1.53 COSMOS-2      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     66.19   0.003          0 
c4d_210406_090729_ori    270.889996 -29.530000 59310.380201 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      40.52   0.296       2629 
c4d_211014_083444_ori    116.320004 -26.250000 59501.357460 g      1.17 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.62   0.634          0 
c4d_210918_085222_ori    116.320004 -26.250000 59475.369707 i      1.55 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     126.98   0.922          0 
c4d_210512_083712_ori    270.889996 -29.530000 59346.359175 z      1.04 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     146.85   0.003          0 
c4d_210923_000748_ori    270.889996 -29.530000 59480.005424 i      1.06 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     112.88   0.958          0 
c4d_220103_052647_ori    116.320004 -26.250000 59582.226938 r      1.00 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     128.42   0.004          0 
c4d_210406_005845_ori    150.780000   1.750000 59310.040804 r      1.21 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    151.34   0.330          0 
c4d_210322_091756_ori    270.889996 -29.530000 59295.387456 z      1.06 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     170.12   0.577          0 
c4d_210524_073656_ori    270.889996 -29.530000 59358.317323 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL      59.83   0.930       3198 
