# archfnmbase            ra         dec        mjd          filt  airm  object       expt  seqid                     class                type   moonsep moonill medpixval  
c4d_210503_102920_ori    270.889996 -29.530000 59337.437047 z      1.17 DECaPS-East   30.0 DECaPSEast-DDF-A-TWI      DECaPS-East          GAL      37.32   0.543       5484 
c4d_210524_092014_ori      9.499996 -43.998000 59358.389052 i      1.48 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.12   0.935          0 
c4d_210917_085334_ori    116.320004 -26.250000 59474.370541 r      1.57 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.52   0.855          0 
c4d_210527_092321_ori      9.499996 -43.998000 59361.391226 g      1.41 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     88.43   0.987          0 
c4d_210415_100718_ori    270.889996 -29.530000 59319.421743 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     150.49   0.096          0 
c4d_211020_034429_ori      9.499996 -43.998000 59507.155898 g      1.03 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     50.85   0.997       3590 
c4d_210515_080728_ori    270.889996 -29.530000 59349.338519 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     175.37   0.110          0 
c4d_211002_085637_ori    116.320004 -26.250000 59489.372660 z      1.25 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      53.25   0.197          0 
c4d_210923_085413_ori    116.320004 -26.250000 59480.370991 z      1.42 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      93.69   0.943          0 
c4d_211116_045938_ori      7.874596 -43.009600 59534.208081 g      1.35 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     48.53   0.910       2777 
c4d_211204_043652_ori      7.874596 -43.009600 59552.192269 r      1.59 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     94.53   0.000          0 
c4d_210923_031153_ori      7.874596 -43.009600 59480.133253 r      1.12 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     52.53   0.953       2969 
c4d_210917_033413_ori      9.499996 -43.998000 59474.148770 g      1.13 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     52.85   0.837       2428 
c4d_210331_090528_ori    270.889996 -29.530000 59304.378799 g      1.03 DECaPS-East   10.0 DECaPSEast-DDF-B          None                 None     45.15   0.903          0 
c4d_220113_073950_ori    149.220000   1.750000 59592.319333 r      1.19 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     89.61   0.816          0 
c4d_210319_023510_ori    150.780000   1.750000 59292.107758 r      1.18 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     91.69   0.271          0 
c4d_210429_023126_ori    150.000000   3.100000 59333.105167 r      1.45 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     96.27   0.943          0 
c4d_210920_022054_ori      9.499996 -43.998000 59477.097854 g      1.28 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.45   0.989       3980 
c4d_210429_005051_ori    149.220000   1.750000 59333.035321 g      1.19 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.61   0.947          0 
c4d_210412_085903_ori    270.889996 -29.530000 59316.374349 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     114.72   0.002          0 
c4d_210328_020032_ori    150.000000   3.100000 59301.083710 i      1.20 COSMOS-1      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     30.33   0.991       3221 
c4d_210924_085832_ori    116.320004 -26.250000 59481.373988 r      1.38 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      85.93   0.890          0 
c4d_210427_082353_ori    270.889996 -29.530000 59331.349925 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      52.36   0.999       2919 
c4d_210929_051003_ori      9.499996 -43.998000 59486.215313 i      1.03 ELAIS-E2     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    107.87   0.489          0 
c4d_220116_072319_ori    150.000000   3.100000 59595.307862 i      1.20 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     55.64   0.973       4693 
c4d_210418_091059_ori    270.889996 -29.530000 59322.382629 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     173.11   0.317          0 
c4d_210527_081553_ori    270.889996 -29.530000 59361.344366 r      1.09 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS-East          GAL      14.08   0.988       8268 
c4d_220103_072724_ori    150.000000   3.100000 59582.310698 g      1.20 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    138.15   0.006          0 
c4d_211029_050117_ori      9.499996 -43.998000 59516.209230 r      1.14 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    130.67   0.464          0 
c4d_220109_053555_ori    116.320004 -26.250000 59588.233286 i      1.01 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     103.41   0.449          0 
c4d_211219_021320_ori      7.874596 -43.009600 59567.092598 r      1.23 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     99.65   1.000          0 
c4d_210425_093005_ori    270.889996 -29.530000 59329.395901 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      81.96   0.953          0 
c4d_210920_030518_ori      7.874596 -43.009600 59477.128686 r      1.15 ELAIS-E1      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     37.05   0.990       4424 
c4d_210429_085034_ori    270.889996 -29.530000 59333.368458 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B-MOON     DECaPS-East          GAL      21.70   0.927       5145 
c4d_211201_075802_ori    116.320004 -26.250000 59549.331973 i      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      87.67   0.128          0 
c4d_210406_085607_ori    270.889996 -29.530000 59310.372303 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      40.45   0.297       2656 
c4d_210503_084128_ori    270.889996 -29.530000 59337.362131 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      36.68   0.551       2392 
c4d_210406_025409_ori    149.220000   1.750000 59310.120941 r      1.24 COSMOS-2      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    153.49   0.322          0 
c4d_210524_092931_ori      9.499996 -43.998000 59358.395501 g      1.44 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    123.06   0.935          0 
c4d_210929_051408_ori      7.874596 -43.009600 59486.218157 r      1.03 ELAIS-E1      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    108.68   0.488          0 
c4d_210916_234626_ori    270.889996 -29.530000 59473.990580 r      1.01 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS-East          GAL      34.03   0.824       3052 
c4d_210328_015511_ori    150.000000   3.100000 59301.080000 g      1.20 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     30.29   0.991       4603 
c4d_211231_062617_ori    116.320004 -26.250000 59579.268260 z      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     110.20   0.092          0 
c4d_210518_000514_ori    150.000000   3.100000 59352.003636 g      1.24 COSMOS-1      10.0 COSMOS-AGN-1              None                 None     29.22   0.319          0 
c4d_220116_070140_ori    150.000000   3.100000 59595.292831 g      1.19 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     55.78   0.973       2865 
c4d_210922_235906_ori    270.889996 -29.530000 59479.999375 g      1.05 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     112.81   0.959          0 
c4d_210418_003503_ori    149.220000   1.750000 59322.024351 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     60.13   0.285          0 
c4d_210415_084845_ori    270.889996 -29.530000 59319.367198 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-B          None                 None    149.64   0.093          0 
c4d_210524_075145_ori    270.889996 -29.530000 59358.327605 i      1.04 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      59.69   0.931       3808 
c4d_211219_050927_ori    116.320004 -26.250000 59567.214898 r      1.06 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      59.78   1.000       2835 
c4d_211128_073925_ori    116.320004 -26.250000 59546.319045 g      1.01 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      63.64   0.418          0 
c4d_211219_051447_ori    116.320004 -26.250000 59567.218602 r      1.06 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      59.77   1.000       2825 
c4d_210403_003031_ori    149.220000   1.750000 59307.021196 g      1.26 COSMOS-2      10.0 COSMOS-DDF-SEQ-C          None                 None    114.54   0.655          0 
c4d_210427_080717_ori    270.889996 -29.530000 59331.338399 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      52.50   0.999       2928 
c4d_211023_032949_ori      9.499996 -43.998000 59510.145713 g      1.03 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     76.65   0.942          0 
c4d_211025_043510_ori      7.874596 -43.009600 59512.191091 g      1.08 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     96.20   0.822          0 
c4d_211104_080941_ori    116.320004 -26.250000 59522.340061 i      1.06 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      91.95   0.005          0 
c4d_211107_051849_ori      9.499996 -43.998000 59525.221403 r      1.27 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     89.24   0.080          0 
c4d_220121_043012_ori    116.320004 -26.250000 59600.187640 r      1.00 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      59.64   0.901       2270 
c4d_211213_044354_ori      7.874596 -43.009600 59561.197155 i      1.93 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     46.70   0.710       4158 
c4d_210518_002056_ori    149.220000   1.750000 59352.014545 r      1.26 COSMOS-2      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     29.61   0.320       2608 
c4d_210920_022658_ori      7.874596 -43.009600 59477.102060 g      1.24 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     37.00   0.989       3974 
c4d_210527_064240_ori    270.889996 -29.530000 59361.279632 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      14.71   0.990       9428 
c4d_211029_082354_ori    116.320004 -26.250000 59516.349940 i      1.07 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      52.58   0.450       2576 
c4d_210418_090635_ori    270.889996 -29.530000 59322.379572 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     173.15   0.316          0 
c4d_211228_061844_ori    116.320004 -26.250000 59576.263009 i      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      83.65   0.375          0 
c4d_210331_031909_ori    149.220000   1.750000 59304.138301 g      1.24 COSMOS-2      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     73.98   0.920          0 
c4d_210923_021727_ori      9.499996 -43.998000 59480.095458 r      1.26 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     52.76   0.955       3048 
c4d_210527_064340_ori    270.889996 -29.530000 59361.280324 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-A          None                 None     14.71   0.990          0 
c4d_211017_001851_ori    270.889996 -29.530000 59504.013098 z      1.33 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      70.97   0.871          0 
c4d_210331_022609_ori    150.000000   3.100000 59304.101497 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     73.11   0.922          0 
c4d_211219_051803_ori    116.320004 -26.250000 59567.220877 g      1.05 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      59.76   1.000       4480 
c4d_211002_090721_ori    116.320004 -26.250000 59489.380112 z      1.22 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      53.27   0.196          0 
c4d_211011_084713_ori    116.320004 -26.250000 59498.366127 g      1.17 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL     120.45   0.303          0 
c4d_211020_084431_ori    116.320004 -26.250000 59507.364251 r      1.10 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      96.30   0.999          0 
c4d_211023_030530_ori      9.499996 -43.998000 59510.128821 g      1.03 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     76.51   0.943          0 
c4d_210920_024711_ori      9.499996 -43.998000 59477.116110 r      1.21 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     38.48   0.990       4455 
c4d_220103_070318_ori    150.780000   1.750000 59582.293969 g      1.21 COSMOS-3      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    136.44   0.005          0 
c4d_210512_032505_ori    150.000000   3.100000 59346.142426 r      2.47 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     95.85   0.001          0 
c4d_211114_073505_ori    116.320004 -26.250000 59532.316038 g      1.05 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     113.19   0.776          0 
c4d_210509_013205_ori    150.780000   1.750000 59343.063949 i      1.34 COSMOS-3     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    131.95   0.067          0 
c4d_210527_083352_ori    270.889996 -29.530000 59361.356859 i      1.12 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      13.95   0.988      10851 
c4d_210415_012901_ori    150.000000   3.100000 59319.061825 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     94.29   0.077          0 
c4d_211110_051645_ori      7.874596 -43.009600 59528.219967 g      1.33 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     55.66   0.358       1714 
c4d_210506_021536_ori    149.220000   1.750000 59340.094173 r      1.49 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    160.78   0.276          0 
c4d_220103_070448_ori    150.780000   1.750000 59582.295010 r      1.21 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    136.46   0.005          0 
c4d_210503_023105_ori    150.000000   3.100000 59337.104928 g      1.52 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    150.86   0.579          0 
c4d_211020_000103_ori    270.889996 -29.530000 59507.000739 g      1.31 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL     109.03   0.995          0 
c4d_211029_081359_ori    116.320004 -26.250000 59516.343045 z      1.09 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      52.57   0.451       2731 
c4d_211023_074209_ori    116.320004 -26.250000 59510.320945 g      1.22 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      74.04   0.934          0 
c4d_210920_084451_ori    116.320004 -26.250000 59477.364490 i      1.54 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     116.22   0.994          0 
c4d_210524_001015_ori    150.000000   3.100000 59358.007128 r      1.30 COSMOS-1      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     58.51   0.910       2898 
c4d_211020_002648_ori    270.889996 -29.530000 59507.018617 z      1.43 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     109.21   0.996          0 
c4d_211114_073148_ori    116.320004 -26.250000 59532.313755 r      1.06 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     113.21   0.776          0 
c4d_210403_004038_ori    150.780000   1.750000 59307.028219 i      1.25 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    113.25   0.655          0 
c4d_211104_045524_ori      7.874596 -43.009600 59522.205142 r      1.19 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.66   0.007          0 
c4d_211204_073915_ori    116.320004 -26.250000 59552.318927 r      1.00 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     114.48   0.000          0 
c4d_210322_031715_ori    150.000000   3.100000 59295.136988 i      1.21 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     55.36   0.553       3114 
c4d_211025_052945_ori      9.499996 -43.998000 59512.228999 g      1.17 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     95.97   0.820          0 
c4d_210415_030517_ori    150.000000   3.100000 59319.128679 i      1.37 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     93.41   0.081          0 
c4d_220118_070444_ori    149.220000   1.750000 59597.294965 g      1.18 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     33.52   0.998       5042 
c4d_210527_091038_ori      9.499996 -43.998000 59361.382396 g      1.47 ELAIS-E2      10.0 ELAIS-DDF-SEQ-B           None                 None     88.50   0.987          0 
c4d_210524_072859_ori    270.889996 -29.530000 59358.311800 i      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      59.90   0.930       3760 
c4d_211210_044117_ori      7.874596 -43.009600 59558.195345 i      1.80 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.15   0.410       3212 
c4d_220106_074156_ori    149.220000   1.750000 59585.320790 r      1.18 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    165.03   0.170          0 
c4d_210917_033336_ori      9.499996 -43.998000 59474.148342 g      1.13 ELAIS-E2      10.0 ELAIS-DDF-SEQ-B           None                 None     52.85   0.837          0 
c4d_211110_072427_ori    116.320004 -26.250000 59528.308652 i      1.09 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.60   0.367          0 
c4d_210527_084351_ori      7.874596 -43.009600 59361.363786 i      1.59 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.17   0.988          0 
c4d_211101_051637_ori      7.874596 -43.009600 59519.219875 g      1.22 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    143.76   0.176          0 
c4d_210328_001320_ori    149.220000   1.750000 59301.009268 g      1.38 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     30.60   0.990       5268 
c4d_210418_023840_ori    150.780000   1.750000 59322.110187 i      1.29 COSMOS-3     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     60.63   0.292          0 
c4d_211014_083346_ori    116.320004 -26.250000 59501.356791 z      1.18 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.62   0.634          0 
c4d_220113_070931_ori    150.780000   1.750000 59592.298279 r      1.18 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     91.31   0.815          0 
c4d_211122_070820_ori    116.320004 -26.250000 59540.297458 r      1.05 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      58.21   0.926       2264 
c4d_220113_052102_ori    116.320004 -26.250000 59592.222941 i      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      73.70   0.809          0 
c4d_211020_000624_ori    270.889996 -29.530000 59507.004454 g      1.33 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL     109.06   0.995          0 
c4d_211224_054032_ori    116.320004 -26.250000 59572.236488 r      1.01 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      56.42   0.780       2177 
c4d_220103_053849_ori    116.320004 -26.250000 59582.235291 i      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL     128.45   0.004          0 
c4d_211014_051047_ori      7.874596 -43.009600 59501.215824 g      1.07 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     53.37   0.619       1961 
c4d_210328_001449_ori    149.220000   1.750000 59301.010295 r      1.38 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     30.61   0.990       9163 
c4d_210923_001408_ori    270.889996 -29.530000 59480.009819 z      1.07 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     112.94   0.958          0 
c4d_211107_074536_ori    116.320004 -26.250000 59525.323340 i      1.08 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     117.84   0.087          0 
c4d_210412_011853_ori    149.220000   1.750000 59316.054781 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    128.07   0.001          0 
c4d_210418_025326_ori    150.780000   1.750000 59322.120447 g      1.33 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     60.51   0.293          0 
c4d_210530_101345_ori      9.499996 -43.998000 59364.426218 r      1.20 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     55.02   0.791       2618 
c4d_210412_011053_ori    150.000000   3.100000 59316.049228 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    128.72   0.001          0 
c4d_210923_025539_ori      9.499996 -43.998000 59480.121990 i      1.16 ELAIS-E2     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     52.96   0.954       4243 
c4d_211024_084406_ori    116.320004 -26.250000 59511.363966 z      1.07 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      67.24   0.878          0 
c4d_210412_000252_ori    149.220000   1.750000 59316.002002 g      1.25 COSMOS-2      10.0 COSMOS-DDF-SEQ-C          None                 None    128.79   0.001          0 
c4d_220122_061132_ori    116.320004 -26.250000 59601.258013 r      1.09 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      65.90   0.826          0 
c4d_211222_022630_ori      7.874596 -43.009600 59570.101740 r      1.31 ELAIS-E1      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    126.86   0.924          0 
c4d_211017_031920_ori      9.499996 -43.998000 59504.138435 r      1.03 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     38.64   0.880       3135 
c4d_210522_072933_ori    270.889996 -29.530000 59356.312190 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      89.10   0.765          0 
c4d_211224_053509_ori    116.320004 -26.250000 59572.232751 r      1.02 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      56.41   0.780       2172 
c4d_211128_075007_ori    116.320004 -26.250000 59546.326479 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      63.68   0.417          0 
c4d_210929_085825_ori    116.320004 -26.250000 59486.373907 i      1.29 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      55.15   0.473       1955 
c4d_210429_082544_ori    270.889996 -29.530000 59333.351214 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A-MOON     DECaPS-East          GAL      21.87   0.928       3415 
c4d_210923_085314_ori    116.320004 -26.250000 59480.370310 i      1.42 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      93.69   0.943          0 
c4d_211228_061725_ori    116.320004 -26.250000 59576.262103 r      1.00 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      83.65   0.375          0 
c4d_211005_085518_ori    116.320004 -26.250000 59492.371744 r      1.22 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      69.74   0.018          0 
c4d_211213_045919_ori      9.499996 -43.998000 59561.207862 g      2.01 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     47.55   0.711       2410 
c4d_210527_065501_ori    270.889996 -29.530000 59361.288213 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      14.63   0.990      10218 
c4d_210415_090332_ori    270.889996 -29.530000 59319.377455 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     149.81   0.094          0 
c4d_211213_071954_ori    116.320004 -26.250000 59561.305487 i      1.00 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     100.54   0.719          0 
c4d_220123_055728_ori    116.320004 -26.250000 59602.248250 z      1.08 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      73.07   0.742          0 
c4d_210503_023707_ori    149.220000   1.750000 59337.109120 g      1.55 COSMOS-2      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    150.49   0.578          0 
c4d_210403_010159_ori    150.000000   3.100000 59307.043051 g      1.23 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    114.78   0.653          0 
c4d_210527_093246_ori      7.874596 -43.009600 59361.397765 i      1.35 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     87.87   0.987          0 
c4d_210425_031129_ori    150.780000   1.750000 59329.132980 g      1.53 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     36.98   0.939       3579 
c4d_210428_225653_ori    126.711254 -29.215278 59332.956177 r      1.00 pointing      30.0 None                      None                 None    101.62   0.951          0 
c4d_210418_013523_ori    150.000000   3.100000 59322.066249 g      1.21 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     59.77   0.289       1753 
c4d_210403_025639_ori    150.780000   1.750000 59307.122680 g      1.21 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    114.74   0.644          0 
c4d_210926_044209_ori      9.499996 -43.998000 59483.195943 g      1.03 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     79.87   0.761          0 
c4d_220109_070817_ori    149.220000   1.750000 59588.297430 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    135.86   0.455          0 
c4d_211005_052452_ori      9.499996 -43.998000 59492.225608 r      1.05 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    141.24   0.022          0 
c4d_210522_093549_ori      7.874596 -43.009600 59356.399873 g      1.41 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    140.06   0.774          0 
c4d_211110_045234_ori      7.874596 -43.009600 59528.203174 g      1.25 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     55.83   0.356       1717 
c4d_210324_084256_ori    270.889996 -29.530000 59297.363154 i      1.11 DECaPS-East   30.0 DECaPSEast-DDF            DECaPS-East          GAL     146.11   0.765          0 
c4d_220118_055523_ori    116.320004 -26.250000 59597.246802 r      1.05 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      51.82   0.998       3246 
c4d_211110_073148_ori    116.320004 -26.250000 59528.313761 g      1.08 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL     129.60   0.368          0 
c4d_210406_084426_ori    270.889996 -29.530000 59310.364201 i      1.03 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      40.37   0.298       2390 
c4d_210403_010122_ori    150.000000   3.100000 59307.042626 g      1.23 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          None                 None    114.77   0.653          0 
