# archfnmbase            ra         dec        mjd          filt  airm  object       expt  seqid                     class                type   moonsep moonill medpixval  
c4d_210506_020935_ori    150.000000   3.100000 59340.089994 r      1.47 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    162.17   0.276          0 
c4d_210530_103151_ori      7.874596 -43.009600 59364.438794 r      1.14 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     53.78   0.790       3186 
c4d_210415_005809_ori    149.220000   1.750000 59319.040388 r      1.18 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     94.24   0.076          0 
c4d_210403_030604_ori    150.000000   3.100000 59307.129221 i      1.25 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    116.12   0.644          0 
c4d_210328_072445_ori    270.889996 -29.530000 59301.308860 g      1.28 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      91.12   0.995          0 
c4d_210509_101651_ori    270.889996 -29.530000 59343.428376 r      1.21 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL     112.49   0.051          0 
c4d_210602_085116_ori      7.874596 -43.009600 59367.368938 g      1.42 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     36.67   0.495       2047 
c4d_210502_234202_ori    150.780000   1.750000 59336.987524 g      1.18 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    147.70   0.591          0 
c4d_210427_025108_ori    149.220000   1.750000 59331.118852 i      1.49 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     67.04   0.999          0 
c4d_210524_072958_ori    270.889996 -29.530000 59358.312481 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      59.89   0.930       4574 
c4d_210418_025047_ori    149.220000   1.750000 59322.118600 i      1.34 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     59.17   0.293       2785 
c4d_210512_081932_ori    270.889996 -29.530000 59346.346907 i      1.02 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     146.67   0.003          0 
c4d_210322_091124_ori    270.889996 -29.530000 59295.382924 g      1.07 DECaPS-East   10.0 DECaPSEast-DDF-A          NONE                 None    170.19   0.577          0 
c4d_210415_024102_ori    150.780000   1.750000 59319.111840 i      1.27 COSMOS-3     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     94.82   0.080          0 
c4d_210406_014616_ori    149.220000   1.750000 59310.073805 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    152.86   0.326          0 
c4d_210429_010857_ori    149.220000   1.750000 59333.047885 g      1.21 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.79   0.946          0 
c4d_210518_072340_ori    270.889996 -29.530000 59352.308110 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     141.98   0.349          0 
c4d_210409_013703_ori    149.220000   1.750000 59313.067399 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    159.65   0.088          0 
c4d_210527_083950_ori      7.874596 -43.009600 59361.361002 g      1.61 ELAIS-E1      10.0 ELAIS-DDF-SEQ-A           NONE                 None     88.19   0.988          0 
c4d_210503_004525_ori    150.000000   3.100000 59337.031539 g      1.22 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    149.85   0.587          0 
c4d_210412_022318_ori    150.000000   3.100000 59316.099519 g      1.24 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    127.98   0.001          0 
c4d_210425_091847_ori    270.889996 -29.530000 59329.388051 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      82.07   0.953          0 
c4d_210506_001800_ori    149.220000   1.750000 59340.012510 g      1.19 COSMOS-2      10.0 COSMOS-DDF-SEQ-C          NONE                 None    161.75   0.283          0 
c4d_210409_084654_ori    270.889996 -29.530000 59313.365908 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      78.41   0.072          0 
c4d_210530_090215_ori    270.889996 -29.530000 59364.376564 r      1.23 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      31.69   0.796       4805 
c4d_210406_025604_ori    149.220000   1.750000 59310.122275 i      1.24 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    153.51   0.322          0 
c4d_210322_025532_ori    150.000000   3.100000 59295.121900 g      1.20 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     55.51   0.551       2042 
c4d_210328_085525_ori    270.889996 -29.530000 59301.371824 r      1.06 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      90.35   0.996          0 
c4d_210427_010325_ori    150.000000   3.100000 59331.044042 g      1.21 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     65.76   0.999          0 
c4d_210415_011615_ori    149.220000   1.750000 59319.052961 r      1.18 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     94.09   0.077          0 
c4d_210527_094333_ori      7.874596 -43.009600 59361.405246 r      1.31 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     87.81   0.987          0 
c4d_210427_082031_ori    270.889996 -29.530000 59331.347587 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      52.39   0.999       6090 
c4d_210406_020426_ori    149.220000   1.750000 59310.086419 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    153.04   0.325          0 
c4d_210524_070326_ori    270.889996 -29.530000 59358.294053 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      60.13   0.929          0 
c4d_210503_083805_ori    270.889996 -29.530000 59337.359791 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      36.66   0.551       2819 
c4d_210427_010926_ori    149.220000   1.750000 59331.048227 g      1.20 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     66.29   0.999          0 
c4d_210512_082551_ori    270.889996 -29.530000 59346.351286 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     146.74   0.003          0 
c4d_210403_025808_ori    150.780000   1.750000 59307.123708 r      1.21 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    114.75   0.644          0 
c4d_210611_000705_ori    150.780000   1.750000 59376.004926 g      1.53 COSMOS-3      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     67.54   0.003          0 
c4d_210509_084638_ori    270.889996 -29.530000 59343.365727 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     111.76   0.053          0 
c4d_210425_090754_ori    270.889996 -29.530000 59329.380490 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      82.19   0.952          0 
c4d_210607_231330_ori    149.220000   1.750000 59372.967716 g      1.29 COSMOS-2      10.0 COSMOS-AGN-1              NONE                 None    100.72   0.055          0 
c4d_210403_012610_ori    149.220000   1.750000 59307.059838 g      1.19 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    115.18   0.651          0 
c4d_210409_090657_ori    270.889996 -29.530000 59313.379831 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      78.58   0.072          0 
c4d_210429_084120_ori    270.889996 -29.530000 59333.362039 r      1.00 DECaPS-East   25.0 DECaPSEast-DDF-B-MOON     DECaPS-MOON          GAL      21.76   0.927       3696 
c4d_210328_030711_ori    150.000000   3.100000 59301.129996 r      1.22 COSMOS-1      30.0 COSMOS-DDF-SEQ-B          COSMOS-MOON          EGAL     30.70   0.992       3259 
c4d_210530_085814_ori    270.889996 -29.530000 59364.373784 i      1.22 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      31.67   0.796       4665 
c4d_210601_234058_ori    149.220000   1.750000 59366.986784 r      1.30 COSMOS-2      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    163.45   0.534          0 
c4d_210524_065721_ori    270.889996 -29.530000 59358.289830 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-A          NONE                 None     60.19   0.929          0 
c4d_210503_082649_ori    270.889996 -29.530000 59337.351961 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      36.59   0.552       2704 
c4d_210425_025319_ori    150.780000   1.750000 59329.120364 g      1.43 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     36.88   0.938       3506 
c4d_210505_225135_ori    134.814992 -28.806110 59339.952494 r      1.00 pointing      30.0 None                      NONE                 None    130.67   0.288          0 
c4d_210521_233706_ori    150.000000   3.100000 59355.984107 i      1.23 COSMOS-1      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     30.95   0.733       3686 
c4d_210509_095033_ori    270.889996 -29.530000 59343.410109 i      1.14 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     112.29   0.052          0 
c4d_210328_090204_ori    270.889996 -29.530000 59301.376445 i      1.05 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      90.29   0.996          0 
c4d_210403_005047_ori    149.220000   1.750000 59307.035276 r      1.23 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    114.78   0.654          0 
c4d_210515_014122_ori    149.220000   1.750000 59349.070398 i      1.50 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     62.62   0.094          0 
c4d_210322_092744_ori    270.889996 -29.530000 59295.394267 i      1.05 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     170.01   0.578          0 
c4d_210427_011250_ori    149.220000   1.750000 59331.050584 i      1.21 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     66.31   0.999          0 
c4d_210409_085942_ori    270.889996 -29.530000 59313.374796 r      1.01 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      78.51   0.072          0 
c4d_210503_083247_ori    270.889996 -29.530000 59337.356105 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      36.62   0.552       2708 
c4d_210512_020708_ori    150.000000   3.100000 59346.088288 g      1.59 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     96.68   0.001          0 
c4d_210331_031628_ori    150.000000   3.100000 59304.136447 i      1.25 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     73.54   0.920          0 
c4d_210415_023737_ori    150.780000   1.750000 59319.109467 g      1.26 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     94.85   0.080          0 
c4d_210524_080328_ori    270.889996 -29.530000 59358.335745 z      1.05 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      59.58   0.932       4573 
c4d_210328_073434_ori    270.889996 -29.530000 59301.315676 z      1.25 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      91.04   0.995          0 
c4d_210605_001142_ori    150.780000   1.750000 59370.008131 i      1.43 COSMOS-3      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    135.24   0.246          0 
c4d_210527_065705_ori    270.889996 -29.530000 59361.289644 r      1.01 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      14.62   0.990      10071 
c4d_210524_093703_ori      7.874596 -43.009600 59358.400731 r      1.38 ELAIS-E1      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    123.34   0.936          0 
c4d_210403_030409_ori    150.000000   3.100000 59307.127890 r      1.25 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    116.10   0.644          0 
c4d_210524_073558_ori    270.889996 -29.530000 59358.316645 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      59.84   0.930       4569 
c4d_210518_071545_ori    270.889996 -29.530000 59352.302609 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     142.07   0.348          0 
c4d_210415_013503_ori    149.220000   1.750000 59319.066010 r      1.18 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     93.94   0.078          0 
c4d_210409_091417_ori    270.889996 -29.530000 59313.384924 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      78.64   0.071          0 
c4d_210427_012454_ori    150.000000   3.100000 59331.058960 i      1.24 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     65.93   0.999          0 
c4d_210415_013056_ori    150.000000   3.100000 59319.063155 i      1.20 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     94.27   0.077          0 
c4d_210425_025241_ori    150.780000   1.750000 59329.119920 g      1.43 COSMOS-3      10.0 COSMOS-DDF-SEQ-B          NONE                 None     36.88   0.938          0 
c4d_210509_091233_ori    270.889996 -29.530000 59343.383722 r      1.07 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL     111.98   0.053          0 
c4d_210328_030246_ori    150.780000   1.750000 59301.126929 i      1.19 COSMOS-3      30.0 COSMOS-DDF-SEQ-B          COSMOS-MOON          EGAL     30.08   0.992       3291 
c4d_210601_234833_ori    150.780000   1.750000 59366.992051 g      1.31 COSMOS-3      10.0 COSMOS-AGN-1              NONE                 None    164.51   0.534          0 
c4d_210322_092222_ori    270.889996 -29.530000 59295.390541 i      1.06 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     170.07   0.577          0 
c4d_210509_023034_ori    150.000000   3.100000 59343.104567 i      1.67 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    130.36   0.065          0 
c4d_210529_235729_ori    150.000000   3.100000 59363.998261 i      1.33 COSMOS-1      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    145.11   0.830          0 
c4d_210522_072412_ori    270.889996 -29.530000 59356.308475 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      89.15   0.765          0 
c4d_210328_031951_ori    150.780000   1.750000 59301.138789 r      1.21 COSMOS-3      30.0 COSMOS-DDF-SEQ-B          COSMOS-MOON          EGAL     30.17   0.992       3292 
c4d_210324_002225_ori    149.220000   1.750000 59297.015573 i      1.41 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     33.05   0.733       4583 
c4d_210503_022502_ori    150.780000   1.750000 59337.100724 g      1.45 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    149.30   0.579          0 
c4d_210403_024155_ori    150.780000   1.750000 59307.112447 i      1.20 COSMOS-3     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    114.59   0.646          0 
c4d_210324_012243_ori    150.000000   3.100000 59297.057450 g      1.26 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          NONE                 None     32.36   0.737          0 
c4d_210503_005126_ori    149.220000   1.750000 59337.035727 g      1.21 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    149.53   0.586          0 
c4d_210518_075428_ori    270.889996 -29.530000 59352.329494 i      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     141.63   0.351          0 
c4d_210524_070750_ori    270.889996 -29.530000 59358.297110 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      60.09   0.929          0 
c4d_210604_234332_ori    150.000000   3.100000 59369.988575 g      1.36 COSMOS-1      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    134.65   0.248          0 
c4d_210412_094610_ori    270.889996 -29.530000 59316.407072 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL     115.18   0.002          0 
c4d_210409_004602_ori    149.220000   1.750000 59313.031975 i      1.20 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    160.09   0.090          0 
c4d_210512_030527_ori    150.000000   3.100000 59346.128791 g      2.14 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     96.06   0.001          0 
c4d_210415_013938_ori    150.780000   1.750000 59319.069193 g      1.18 COSMOS-3      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.37   0.078          0 
c4d_210515_015735_ori    149.220000   1.750000 59349.081663 r      1.59 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     62.47   0.095          0 
c4d_210427_075519_ori    270.889996 -29.530000 59331.330082 r      1.01 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      52.59   0.999       4133 
c4d_210429_084021_ori    270.889996 -29.530000 59333.361356 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B-MOON     DECaPS               GAL      21.77   0.927       5469 
c4d_210412_020032_ori    150.780000   1.750000 59316.083712 r      1.19 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    129.20   0.001          0 
c4d_210514_235840_ori    150.000000   3.100000 59348.999083 g      1.22 COSMOS-1      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     63.50   0.090          0 
c4d_210331_090213_ori    270.889996 -29.530000 59304.376543 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      45.18   0.903       3308 
c4d_210415_085445_ori    270.889996 -29.530000 59319.371355 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     149.71   0.094          0 
c4d_210412_010923_ori    150.000000   3.100000 59316.048184 g      1.20 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    128.74   0.001          0 
c4d_210425_025922_ori    150.000000   3.100000 59329.124563 g      1.51 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     37.68   0.938       3583 
c4d_210506_020530_ori    150.780000   1.750000 59340.087155 i      1.42 COSMOS-3     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    162.20   0.276          0 
c4d_210530_001647_ori    150.780000   1.750000 59364.011661 r      1.36 COSMOS-3      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    143.84   0.828          0 
c4d_210524_094500_ori      9.499996 -43.998000 59358.406254 i      1.37 ELAIS-E2     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    122.96   0.936          0 
c4d_210524_072336_ori    270.889996 -29.530000 59358.308067 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      59.95   0.930       4174 
c4d_210412_001711_ori    150.000000   3.100000 59316.011940 r      1.25 COSMOS-1      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    129.24   0.001          0 
c4d_210527_081945_ori    270.889996 -29.530000 59361.347059 g      1.10 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      14.05   0.988      11776 
c4d_210427_080354_ori    270.889996 -29.530000 59331.336042 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      52.52   0.999       6142 
c4d_210409_003355_ori    150.780000   1.750000 59313.023563 i      1.22 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.58   0.091          0 
c4d_210509_091026_ori    270.889996 -29.530000 59343.382251 g      1.06 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL     111.96   0.053          0 
c4d_210515_001050_ori    150.780000   1.750000 59349.007529 g      1.21 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     64.73   0.091          0 
c4d_210515_081613_ori    270.889996 -29.530000 59349.344596 i      1.03 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     175.32   0.110          0 
c4d_210428_234521_ori    150.780000   1.750000 59332.989835 g      1.19 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     93.47   0.949          0 
c4d_210403_010931_ori    149.220000   1.750000 59307.048276 r      1.20 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    114.99   0.653          0 
c4d_210509_023442_ori    150.000000   3.100000 59343.107438 g      1.70 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    130.32   0.065          0 
c4d_210427_080914_ori    270.889996 -29.530000 59331.339755 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-B          NONE                 None     52.48   0.999          0 
c4d_210322_015405_ori    150.780000   1.750000 59295.079231 r      1.21 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     57.24   0.547       2150 
c4d_210503_002836_ori    150.000000   3.100000 59337.019868 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    149.68   0.588          0 
c4d_210522_095114_ori      7.874596 -43.009600 59356.410587 i      1.35 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    140.00   0.775          0 
c4d_210328_032050_ori    150.780000   1.750000 59301.139473 i      1.21 COSMOS-3      30.0 COSMOS-DDF-SEQ-B          COSMOS-MOON          EGAL     30.17   0.992       3310 
c4d_210322_091333_ori    270.889996 -29.530000 59295.384410 g      1.07 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL     170.16   0.577          0 
c4d_210602_070618_ori    270.889996 -29.530000 59367.296048 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      71.15   0.503          0 
c4d_210427_024505_ori    150.000000   3.100000 59331.114646 i      1.47 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     66.53   0.999          0 
c4d_210331_003333_ori    149.220000   1.750000 59304.023301 g      1.28 COSMOS-2      10.0 COSMOS-DDF-SEQ-C          NONE                 None     72.47   0.927          0 
c4d_210322_014031_ori    150.000000   3.100000 59295.069809 g      1.25 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     55.97   0.546       2043 
c4d_210406_014014_ori    150.000000   3.100000 59310.069607 i      1.19 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    153.28   0.327          0 
c4d_210322_091657_ori    270.889996 -29.530000 59295.386775 i      1.06 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     170.13   0.577          0 
c4d_210429_024936_ori    150.000000   3.100000 59333.117780 r      1.54 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     96.42   0.942          0 
c4d_210529_235024_ori    150.000000   3.100000 59363.993345 g      1.31 COSMOS-1      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    145.03   0.830          0 
c4d_210429_000052_ori    149.220000   1.750000 59333.000612 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     95.10   0.948          0 
c4d_210331_020552_ori    150.000000   3.100000 59304.087413 g      1.19 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          NONE                 None     72.93   0.923          0 
c4d_210502_233923_ori    149.220000   1.750000 59336.985688 i      1.18 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    148.80   0.592          0 
c4d_210324_000418_ori    149.220000   1.750000 59297.002990 i      1.49 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     33.14   0.732       4707 
c4d_210409_090100_ori    270.889996 -29.530000 59313.375698 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      78.53   0.072          0 
c4d_210503_081812_ori    270.889996 -29.530000 59337.345978 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      36.53   0.553       2743 
c4d_210409_005204_ori    150.780000   1.750000 59313.036162 i      1.20 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.44   0.090          0 
c4d_210602_093130_ori      7.874596 -43.009600 59367.396883 i      1.27 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     36.69   0.492       4996 
c4d_210324_014224_ori    150.000000   3.100000 59297.071119 g      1.23 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     32.25   0.738       2327 
c4d_210527_083232_ori    270.889996 -29.530000 59361.355932 r      1.12 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      13.96   0.988      12958 
c4d_210409_004841_ori    150.780000   1.750000 59313.033808 g      1.20 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.46   0.090          0 
c4d_210515_015132_ori    150.000000   3.100000 59349.077459 r      1.56 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     62.59   0.095          0 
c4d_210503_083011_ori    270.889996 -29.530000 59337.354299 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      36.61   0.552       2707 
c4d_210412_021846_ori    150.780000   1.750000 59316.096373 r      1.21 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    129.01   0.001          0 
c4d_210522_063355_ori    270.889996 -29.530000 59356.273558 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      89.65   0.762          0 
c4d_210421_004735_ori    150.705000 -30.577499 59325.033053 r      1.00 pointing       5.0 None                      NONE                 None     56.03   0.577          0 
c4d_210503_081930_ori    270.889996 -29.530000 59337.346876 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      36.54   0.553       2718 
c4d_210515_000204_ori    150.000000   3.100000 59349.001442 i      1.22 COSMOS-1     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     63.48   0.090          0 
c4d_210527_062734_ori    270.889996 -29.530000 59361.269148 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      14.81   0.990       8116 
c4d_210509_101127_ori    270.889996 -29.530000 59343.424628 r      1.19 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL     112.45   0.051          0 
c4d_210503_102234_ori    270.889996 -29.530000 59337.432342 z      1.16 DECaPS-East   30.0 DECaPSEast-DDF-A-TWI      DECaPS               GAL      37.28   0.543       4371 
c4d_210331_090810_ori    270.889996 -29.530000 59304.380676 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      45.13   0.903       3307 
c4d_210418_015935_ori    149.220000   1.750000 59322.083053 g      1.22 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     59.56   0.290       2043 
c4d_210418_005917_ori    150.780000   1.750000 59322.041174 i      1.18 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     61.35   0.286          0 
c4d_210527_080302_ori    270.889996 -29.530000 59361.335445 g      1.07 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      14.17   0.989      10912 
c4d_210524_092420_ori      7.874596 -43.009600 59358.391905 r      1.43 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.43   0.935          0 
c4d_210428_235450_ori    150.000000   3.100000 59332.996415 i      1.20 COSMOS-1     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     94.76   0.949          0 
c4d_210502_233728_ori    149.220000   1.750000 59336.984360 r      1.18 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    148.78   0.592          0 
c4d_210425_010337_ori    150.000000   3.100000 59329.044181 g      1.21 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     37.01   0.934       3138 
c4d_210509_013807_ori    150.000000   3.100000 59343.068143 i      1.39 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    130.94   0.067          0 
