# Links for DECam DDF candidates. 
# Melissa Graham, October 2023 
# 
# Columns 
#  0 : DECam DDF candidate identifier (string) 
#  1 : Link ot the Legacy Survey viewer cutout (string) 
#  2 : Link to the DECam Viewer page (string) 
DC21babt  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.169927428563&dec=3.04256568546612&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21babt   
DC21baet  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.094235494255&dec=2.78343766639583&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21baet   
DC21bbak  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.38432656833&dec=3.92966947482573&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bbak   
DC21bcdmd  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.644828775834&dec=2.84316945592466&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcdmd   
DC21bcdqp  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.967750170109&dec=3.85619975692172&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcdqp   
DC21bcefe  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.659691266432&dec=3.14610189286354&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcefe   
DC21bcegh  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.395866018232&dec=3.72707430328768&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcegh   
DC21bcegi  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.628096136221&dec=3.18692249181339&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcegi   
DC21bci  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.527269624672&dec=1.37588304992785&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bci   
DC21bciai  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.81050214044&dec=3.35819969864331&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bciai   
DC21bcjux  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.025830135882&dec=3.6722160400288&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcjux   
DC21bckq  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.761490190727&dec=2.31841578870274&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bckq   
DC21bckwk  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.698608881921&dec=1.30915253637276&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bckwk   
DC21bcmhv  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.259036613605&dec=1.33011974677092&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcmhv   
DC21bcmt  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.762070305327&dec=2.31836840498038&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcmt   
DC21bcpi  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.076568049129&dec=2.67347244082796&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcpi   
DC21bcrs  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.720298491926&dec=2.90738786043728&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcrs   
DC21bdgf  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.635739792099&dec=3.66488354931678&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bdgf   
DC21bdkw  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.602037979399&dec=2.39270773737749&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bdkw   
DC21bdxz  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.658306565784&dec=2.78310923824741&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bdxz   
DC21bea  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.659764786602&dec=1.29986028694842&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bea   
DC21bekk  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.761545490215&dec=1.66774564135862&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bekk   
DC21ber  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.286182394513&dec=0.95852039384357&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21ber   
DC21bezt  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.944919627055&dec=2.64573742783369&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bezt   
DC21bfbe  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.292690557966&dec=1.72049367239799&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bfbe   
DC21bg  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.292256899814&dec=1.59890441919864&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bg   
DC21bgjz  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.699630264408&dec=2.39672466086547&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bgjz   
DC21bhox  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.342425477577&dec=2.22624811893407&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bhox   
DC21bhq  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.762173898723&dec=1.86900871152144&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bhq   
DC21bicq  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.378328235109&dec=2.19651735991065&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bicq   
DC21bicz  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.216432947755&dec=1.64456507172652&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bicz   
DC21bisrl  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.970096349358&dec=1.28431731702525&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bisrl   
DC21biupl  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.369338923528&dec=1.95525696542818&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21biupl   
DC21bivx  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.042353072763&dec=2.10073743296978&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bivx   
DC21bjlc  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.832927570107&dec=2.16426890686399&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bjlc   
DC21bjvj  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.543737604141&dec=1.77826035127774&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bjvj   
DC21bkbx  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.468647162169&dec=1.47947522715405&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bkbx   
DC21bkrj  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.043978544436&dec=3.47660190275974&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bkrj   
DC21bkup  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.09271189625&dec=2.84114032508324&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bkup   
DC21bkvs  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.397299253052&dec=1.6341499065713&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bkvs   
DC21bkzg  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.371911701189&dec=1.44319604265049&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bkzg   
DC21blbe  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.346249106042&dec=1.53656094020005&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blbe   
DC21blhk  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.765012255446&dec=4.01586896592914&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blhk   
DC21blkp  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.564607355435&dec=1.82305762753022&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blkp   
DC21bln  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.142302343422&dec=1.27273853802753&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bln   
DC21blpi  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.835821304845&dec=3.00521567306111&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blpi   
DC21blqd  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.283718446438&dec=1.63849691518006&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blqd   
DC21blre  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.246350765799&dec=3.73065201207445&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blre   
DC21blyw  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.943032791424&dec=1.3198147876361&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21blyw   
DC21bmob  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.139103467298&dec=1.87692096168461&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bmob   
DC21bmzw  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.493066408336&dec=2.30682209536759&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bmzw   
