# Matched DECam DDF candidates to the Legacy Survey DR10. 
# Melissa Graham, October 2023 
# Legacy Surveys: https://datalab.noirlab.edu/ls/ls.php 
# For more info on DR10 columns, units, etc: 
#  - https://datalab.noirlab.edu/query.php?name=ls_dr10.tractor 
#  - https://www.legacysurvey.org/dr10/catalogs/ 
# 
# Columns 
#  0 : DECam DDF candidate identifier (string) 
#  1 : DECam DDF candidate Right Ascension (deg; float) 
#  2 : DECam DDF candidate Declination (deg; float) 
#  3 : Number of DR10 sources within 0.02 deg radius (72") to attempt match (int) 
#  4 : Flag: 1 if matched to a star; 0 if matched to a galaxy; -1 if unmatched (int) 
#  5 : Flag: 1 if matched to the core of the galaxy; 0 otherwise (int) 
#  6 : Flag: 1 if a star AND galaxy met constraints; 0 if one or the other; -1 if unmatched (int) 
#  7 : Separation between candidate and matched DR10 object (arcsec; float) 
#  8 : Matched LS DR10 object Right Ascension (deg; float) 
#  9 : Matched LS DR10 object Declination (deg; float) 
# 10 : Matched LS DR10 object MW E(B-V) value (mag; float) 
# 11 : Matched LS DR10 object ls_id identifier (unique; long integer) 
# 12 : Matched LS DR10 object g-band apparent magnitude (mag; float) 
# 13 : Matched LS DR10 object r-band apparent magnitude (mag; float) 
# 14 : Matched LS DR10 object i-band apparent magnitude (mag; float) 
# 15 : Matched LS DR10 object type (str) 
# 16 : Matched LS DR10 object sersic index (float) 
# 17 : Matched LS DR10 object shape e1 (float) 
# 18 : Matched LS DR10 object shape e2 (float) 
# 19 : Matched LS DR10 object shape r (half-light radius; float) 
# 20 : Matched LS DR10 object g-band psf size (arcsec; float) 
# 21 : Matched LS DR10 object r-band psf size (arcsec; float) 
# 22 : Matched LS DR10 object i-band psf size (arcsec; float) 
# 23 : Matched LS DR9 object photoz mean (float) 
# 24 : Matched LS DR9 object photoz std (float) 
# 25 : Matched LS DR9 object specz (float) 
# 
DC21bbs    148.932998730824   2.346126750185   387  1  0  1   0.7 148.933067   2.346298   0.030    10995476907173682  20.595  19.188  17.944   PSF   0.00   0.000000   0.000000   0.000000   1.420446   1.155219   1.249679  -99.0000  -99.0000  -99.0000 
DC21bbsz   149.174683242092   1.925353252246   412  0  1  0   0.1 149.174667   1.925353   0.019    10995475398275619  20.212  18.891  18.450   SER   5.22   0.371356  -0.497775   0.981419   1.302566   1.233646   1.290566    0.2320    0.0181  -99.0000 
DC21bbt    151.106470269117   2.380292225905   391  1  0  1   0.3 151.106501   2.380207   0.024    10995478426558278  18.193  17.017  16.616   PSF   0.00   0.000000   0.000000   0.000000   1.303687   1.224318   1.294442  -99.0000  -99.0000  -99.0000 
DC21bbvg   149.474056131317   1.235099338984   279  1  0  0   0.3 149.474110   1.235156   0.020    10995470869474874  19.056  18.546  18.368   PSF   0.00   0.000000   0.000000   0.000000   1.195399   1.068950   1.121138  -99.0000  -99.0000  -99.0000 
DC21bbwi   149.988155302835   1.823041899810   523  0  1  0   0.5 149.988036   1.823001   0.020    10995473891476964  20.620  19.536  19.123   EXP   1.00   0.098018   0.133408   1.247072   1.356692   1.249278   1.389780    0.3337    0.0252    0.3356 
DC21bbxe   149.987413540061   1.832051218556   489  0  1  0   0.2 149.987355   1.832030   0.020    10995473891476904  21.314  19.894  19.408   REX   1.00   0.000000   0.000000   0.459473   1.362448   1.245116   1.294267    0.2829    0.0500    0.2700 
DC21bby    150.086686547759   1.922702483753   435  1  0  1   0.4 150.086655   1.922801   0.017    10995475402462928  18.445  17.281  16.843   PSF   0.00   0.000000   0.000000   0.000000   1.318301   1.279624   1.271583  -99.0000  -99.0000  -99.0000 
DC21bbyn   150.743249108434   1.831287506752   398  0  1  0   0.4 150.743153   1.831222   0.021    10995473894621254  19.976  18.792  18.345   SER   4.49  -0.006336   0.100547   1.214724   1.247970   1.229368   1.280846    0.2935    0.0224    0.2800 
DC21bbz    150.702582713672   2.432568836788   434  1  0  0   0.2 150.702607   2.432518   0.020    10995478424468586  18.211  17.430  17.198   PSF   0.00   0.000000   0.000000   0.000000   1.348985   1.236948   1.231608  -99.0000  -99.0000  -99.0000 
DC21bbzg   151.360364236537   2.005584978209   303  1  0  0   0.3 151.360393   2.005516   0.037    10995475407706035  21.560  20.063  18.814   PSF   0.00   0.000000   0.000000   0.000000   1.218110   1.187790   1.163253  -99.0000  -99.0000  -99.0000 
