# Links for DECam DDF candidates. 
# Melissa Graham, October 2023 
# 
# Columns 
#  0 : DECam DDF candidate identifier (string) 
#  1 : Link ot the Legacy Survey viewer cutout (string) 
#  2 : Link to the DECam Viewer page (string) 
DC21bas  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.414203044864&dec=1.69354823190713&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bas   
DC21bbfh  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.908053988067&dec=2.26049401598972&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bbfh   
DC21bcau  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.355079299248&dec=2.308968312027&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcau   
DC21bcbh  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.693191504387&dec=1.89376189706161&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcbh   
DC21bccu  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.721073165233&dec=1.59405428450282&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bccu   
DC21bcdag  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.386747368231&dec=2.59434670869712&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcdag   
DC21bcgyw  https://www.legacysurvey.org/viewer/cutout.jpg?ra=151.327085293746&dec=1.10317003079972&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcgyw   
DC21bcikk  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.368926723552&dec=4.07387840278602&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcikk   
DC21bciph  https://www.legacysurvey.org/viewer/cutout.jpg?ra=150.195202205539&dec=2.94461347869095&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bciph   
DC21bcjvj  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.665191831499&dec=0.79219407106076&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcjvj   
DC21bcjvt  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.636880429965&dec=0.78536825008116&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcjvt   
DC21bcw  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.171203243094&dec=1.26726657518412&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bcw   
DC21bdhv  https://www.legacysurvey.org/viewer/cutout.jpg?ra=148.460764500728&dec=1.15994504009643&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bdhv   
DC21bdnh  https://www.legacysurvey.org/viewer/cutout.jpg?ra=149.598174256294&dec=1.86784403426479&layer=ls-dr9&pixscale=0.06  https://decat-webap.lbl.gov/decatview.py/cand/DC21bdnh   
